crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-FROM VEHICLE,102930793,10202010,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992
LARCENY-NON VEHICLE,102911059,10202010,220 RENISSANCE PKWY,510,Old Fourth Ward,M,33.76959,-84.37944
AUTO THEFT,102920620,10192010,950 GARIBALDI ST SW @PITTMAN PARK,302,Pittsburgh,V,33.72777,-84.398
LARCENY-FROM VEHICLE,102921545,10192010,51 PARK AVE SE,305,South Atlanta,Y,33.71234,-84.38458
BURGLARY-RESIDENCE,102922446,10192010,2312 SWALLOW CIR SE,310,Swallow Circle/Baywood,Z,33.69476,-84.38823
LARCENY-NON VEHICLE,102911561,10182010, 511 CARIO ST NW,106,Bankhead,K,33.76869,-84.41936
LARCENY-FROM VEHICLE,102911186,10182010,1369 BENNING PL NE,608,Candler Park,N,33.7685,-84.34275
LARCENY-FROM VEHICLE,102910413,10182010,1075 W.PEACHTREE ST. NW.,503,Midtown,E,33.78387,-84.38772
LARCENY-NON VEHICLE,102911008,10182010,3553 MARTIN L KING JR DR NW,111,Adamsville,H,33.75873,-84.5039
LARCENY-FROM VEHICLE,102900370,10172010,6TH ST NE / PEACHTREE ST NE,505,Midtown,E,33.77736,-84.38442
BURGLARY-RESIDENCE,102901184,10172010,1974 PLAZA LN SW,410,Campbellton Road,R,33.705,-84.45306
LARCENY-NON VEHICLE,102891445,10162010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
LARCENY-FROM VEHICLE,102890165,10162010,250 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786
BURGLARY-RESIDENCE,102891008,10162010,233 BURBANK DR NW,105,Hunter Hills,K,33.76142,-84.42879
LARCENY-NON VEHICLE,102881992,10152010,1245 CAROLINE ST NE,609,Edgewood,O,33.75832,-84.34728
AUTO THEFT,102880531,10152010,305 LAKESIDE VILLAGE DRIVE SE,611,The Villages at East Lake,O,33.74474,-84.31684
AGG ASSAULT,102881352,10152010,1277 OAK ST SW,401,West End,T,33.741,-84.42955
LARCENY-FROM VEHICLE,102870564,10142010,978 NORTH AVE NE,602,Poncey-Highland,N,33.77133,-84.35542
LARCENY-FROM VEHICLE,102871198,10142010,MYRTLE ST NE / 10TH ST NE,503,Midtown,E,33.78179,-84.37941
LARCENY-FROM VEHICLE,102871716,10142010,95 PRYOR ST SW,511,Downtown,M,33.75215,-84.39051
LARCENY-FROM VEHICLE,102872630,10142010,3927 KENNER DR SW,407,Adamsville,H,33.75554,-84.50853
BURGLARY-RESIDENCE,102862051,10132010,335 HOWELL DR SW,407,Adamsville,H,33.75473,-84.50657
LARCENY-FROM VEHICLE,102860238,10132010,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
AUTO THEFT,102861214,10132010,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082
LARCENY-NON VEHICLE,102851476,10122010,2147 PERKERSON RD SW,309,Perkerson,X,33.69556,-84.41223
LARCENY-FROM VEHICLE,102852148,10122010,709 PERSHING AVE SE,607,Boulevard Heights,W,33.72174,-84.3648
LARCENY-NON VEHICLE,102850519,10122010,2020 CAMPBELLTON RD SW,409,Adams Park,R,33.70653,-84.45745
BURGLARY-RESIDENCE,102851068,10122010,3725 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65777,-84.50877
AUTO THEFT,102840528,10112010,93 RANDOLPH ST NE,604,Old Fourth Ward,M,33.75691,-84.36773
BURGLARY-RESIDENCE,102841103,10112010,50 POPE ST SW,304,Peoplestown,V,33.72561,-84.38965
BURGLARY-RESIDENCE,102841591,10112010,1395 AVON AVE SW,403,Oakland City,S,33.72262,-84.43369
LARCENY-NON VEHICLE,102772026,10112010,1401 DONALD LEE HOLLOWELL PKWY NW,106,,J,33.77141,-84.43377
LARCENY-NON VEHICLE,102831388,10102010,1545 NORTHSIDE DR NW,207,Loring Heights,E,33.79757,-84.40773
BURGLARY-NONRES,102830312,10102010,3772 CAMPBELLTON RD SW    ,413,,P,33.6906,-84.51202
LARCENY-FROM VEHICLE,102820587,10092010,1020 MOUNT AIRY DR SW,406,Beecher Hills,I,33.72804,-84.4643
LARCENY-FROM VEHICLE,102821277,10092010,939 DIVISION ST NW,106,Bankhead,K,33.76447,-84.41838
ROBBERY-PEDESTRIAN,102811217,10092010,22 NORTHSIDE DR,507,Atlanta University Center,T,33.74889,-84.40453
BURGLARY-RESIDENCE,102811830,10082010,892 HARGIS ST SE,308,Leila Valley,Z,33.68765,-84.36052
LARCENY-FROM VEHICLE,102811195,10082010,1901 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70228,-84.40817
LARCENY-FROM VEHICLE,102800514,10072010,1000 NORTHSIDE DR NW,501,Home Park,E,33.78196,-84.40835
LARCENY-NON VEHICLE,102801188,10072010,256 CLIFTON ST SE,610,Kirkwood,O,33.74598,-84.33114
AUTO THEFT,102802085,10072010,644 ENGLISH AVE NW,103,English Avenue,L,33.77237,-84.41356
AUTO THEFT,102790624,10062010,400 FAIRBURN RD SW,407,Fairburn Mays,H,33.74366,-84.50936
LARCENY-NON VEHICLE,102791322,10062010,230 CLEVELAND AVE (KMART),311,Glenrose Heights,Z,33.68012,-84.39573
AGG ASSAULT,102792297,10062010,296 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74629,-84.40639
LARCENY-NON VEHICLE,102780626,10052010,600 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.7461,-84.40787
AUTO THEFT,102781198,10052010,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017
LARCENY-FROM VEHICLE,102782033,10052010,350 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74166,-84.31198
LARCENY-FROM VEHICLE,102770934,10042010,1101 BLUE RIDGE AVE NE,602,Poncey-Highland,N,33.77218,-84.35163
AUTO THEFT,102771599,10042010,1490 LANIER PL NE,213,Morningside/Lenox Park,F,33.79453,-84.35481
BURGLARY-NONRES,102770557,10042010,2108 BOLTON DR NW,204,Bolton,D,33.81487,-84.44024
AUTO THEFT,102760488,10032010,851 WOODBOURNE DR SW,306,Sylvan Hills,X,33.71007,-84.4165
LARCENY-FROM VEHICLE,102761273,10032010,801 GLENWOOD AVE SE,605,Grant Park,W,33.73958,-84.36161
LARCENY-NON VEHICLE,102758030,10022010,PRECINCT @6000 N TERMINAL PKWY,50,,,33.64184,-84.4477
ROBBERY-PEDESTRIAN,102750149,10022010,PONCE DE LEON AVE NE / PONCE DE LEON PL NE,602,,N,33.7736,-84.36371
BURGLARY-RESIDENCE,102750837,10022010,1094 WESTMONT RD SW,403,Oakland City,S,33.72533,-84.4373
LARCENY-NON VEHICLE,102742071,10012010,3475 LENOX  ROAD NE,210,Lenox,B,33.84922,-84.36056
LARCENY-FROM VEHICLE,102740313,10012010,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849
LARCENY-FROM VEHICLE,102741494,10012010,196 MONTGOMERY FERRY DR NE,502,Ansley Park,E,33.80028,-84.37577
AUTO THEFT,113040659,10312011,871 BERNE ST SE,607,Ormewood Park,W,33.73621,-84.35895
AUTO THEFT,113041238,10312011,2324 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75153,-84.467
BURGLARY-RESIDENCE,113041809,10312011,2159 VENETIAN DR SW,409,Adams Park,R,33.71566,-84.45909
AGG ASSAULT,113042266,10312011,1185 COLLIER RD NW,204,,C,33.81136,-84.4253
LARCENY-FROM VEHICLE,113030005,10302011,1 WALL ST SE,511,Downtown,M,33.75371,-84.39027
LARCENY-NON VEHICLE,113031254,10302011,426 SEMINOLE AVE NE,602,Inman Park,N,33.76568,-84.34947
BURGLARY-RESIDENCE,113021597,10292011,2850 FAIRBURN PL SW,414,Ben Hill,P,33.67488,-84.5169
LARCENY-FROM VEHICLE,113020594,10292011,520 MOUNTAIN WAY NE,209,North Buckhead,B,33.86947,-84.37056
LARCENY-NON VEHICLE,113021306,10292011,3245 WELMINGHAM DR SW,414,Princeton Lakes,P,33.66245,-84.51879
BURGLARY-RESIDENCE,113010760,10282011,4495 POWERS FERRY RD,202,Chastain Park,A,33.87788,-84.39716
BURGLARY-RESIDENCE,113011596,10282011,2840 PEACHTREE RD,206,Peachtree Heights West,B,33.83229,-84.38479
LARCENY-NON VEHICLE,113012338,10282011,443 LUCKIE ST NW,504,Downtown,M,33.76647,-84.3964
BURGLARY-RESIDENCE,113000714,10272011,2261 BUTNER RD SW,413,Fairburn,P,33.69135,-84.52208
LARCENY-FROM VEHICLE,113001411,10272011,173 14TH ST NE,503,Midtown,E,33.78626,-84.38172
ROBBERY-RESIDENCE,113002359,10272011,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416
AUTO THEFT,112991917,10262011,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059
LARCENY-FROM VEHICLE,112990658,10262011,3282 WELLINGTON WALK SW,414,Princeton Lakes,P,33.66047,-84.51631
LARCENY-FROM VEHICLE,112991395,10262011,820 RALPH MCGILL BLVD NE,602,Poncey-Highland,N,33.7688,-84.36149
LARCENY-NON VEHICLE,112980911,10252011,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282
LARCENY-NON VEHICLE,112981511,10252011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
LARCENY-NON VEHICLE,112951844,10252011,1333 LA FRANCE ST NE,609,Edgewood,O,33.76006,-84.34391
LARCENY-NON VEHICLE,112971369,10242011,3610 GINNIS RD SW,407,Fairburn Mays,H,33.7315,-84.51129
AUTO THEFT,112970330,10242011,443 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77313,-84.37247
LARCENY-NON VEHICLE,112971963,10242011,1200 SPRING ST NW ,502,Midtown,E,33.78741,-84.3896
LARCENY-NON VEHICLE,112960280,10232011,795 POLLARD BLVD SW ; COMFORT INN,304,Summerhill,V,33.73328,-84.391
AGG ASSAULT,112961023,10232011,1363 BOULEVARD SE,305,Chosewood Park,Y,33.71739,-84.36865
LARCENY-NON VEHICLE,112961495,10232011,200 ESTORIA ST SE,606,Cabbagetown,N,33.74914,-84.36281
BURGLARY-RESIDENCE,112952287,10222011,1371 KIMBERLY RD,412,Ashley Courts,P,33.71871,-84.52137
AGG ASSAULT,112951463,10222011,1695 DELOWE DR SW,409,Adams Park,R,33.70876,-84.45973
LARCENY-NON VEHICLE,112950573,10222011,700 MARIETTA ST NW,504,Marietta Street Artery,E,33.77197,-84.40168
LARCENY-FROM VEHICLE,112940330,10212011,16 W PEACHTREE PL NW,508,Downtown,M,33.7639,-84.388
LARCENY-NON VEHICLE,112941490,10212011,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023
LARCENY-FROM VEHICLE,112930456,10202011,725 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77343,-84.36351
BURGLARY-RESIDENCE,112931354,10202011,3269 KINGSDALE DR SW,406,Magnum Manor,I,33.72261,-84.49554
LARCENY-FROM VEHICLE,112932781,10202011,389 HOLLY ST NW,107,Grove Park,J,33.76548,-84.43756
BURGLARY-RESIDENCE,112921150,10192011,485 ROBINSON AVE SE;,605,Grant Park,W,33.7282,-84.37152
BURGLARY-RESIDENCE,112921881,10192011,1991 DELOWE DR SW,410,Campbellton Road,R,33.70103,-84.45746
LARCENY-FROM VEHICLE,112920168,10192011,1041 CENTER ST NW,501,Home Park,E,33.78315,-84.40261
LARCENY-FROM VEHICLE,112910124,10182011,2191 CAMPBELLTON RD SW,409,Adams Park,R,33.70578,-84.46017
BURGLARY-RESIDENCE,112911207,10182011,3670 FORREST PARK RD SE,313,South River Gardens,Z,33.6541,-84.35608
LARCENY-NON VEHICLE,112911926,10182011,223 PONCE DE LEON AVE NE,505,Midtown,E,33.7725,-84.37992
LARCENY-NON VEHICLE,112912603,10182011,1308 MAYSON TURNER RD NW,106,Bankhead,K,33.76432,-84.43032
AUTO THEFT,112900411,10172011,302 WOODSTOCK DR SW,407,Baker Hills,H,33.76237,-84.5143
BURGLARY-RESIDENCE,112901169,10172011,244 FARRINGTON AVE SE,304,Peoplestown,V,33.72691,-84.37982
AGG ASSAULT,112902034,10172011,1145 LUCILE AVE SW,401,West End,T,33.74259,-84.42537
LARCENY-NON VEHICLE,112890764,10162011,580 MCDONOUGH BLVD SE,305,Chosewood Park,Y,33.71392,-84.36899
LARCENY-FROM VEHICLE,112891479,10162011,1927 HOWELL MILL RD NW,205,Channing Valley,C,33.80743,-84.41261
LARCENY-NON VEHICLE,112881921,10152011,548 NORTHSIDE DR NW,103,English Avenue,L,33.7697,-84.40508
LARCENY-FROM VEHICLE,112880133,10152011,793 JUNIPER ST NE,505,Midtown,E,33.77615,-84.38262
AUTO THEFT,112881306,10152011,583 AUBURN AVE NE,604,Old Fourth Ward,M,33.75571,-84.36842
LARCENY-FROM VEHICLE,112870377,10142011,44 12TH ST NE,503,Midtown,E,33.78476,-84.38614
LARCENY-NON VEHICLE,112871686,10142011,2645 WHITING ST NW,109,Center Hill,J,33.77959,-84.47394
LARCENY-FROM VEHICLE,112860057,10132011,739 WYLIE ST SE,606,Cabbagetown,N,33.75205,-84.36309
BURGLARY-RESIDENCE,112861090,10132011,865 ORMEWOOD TER SE,607,Ormewood Park,W,33.73098,-84.35883
BURGLARY-RESIDENCE,112861768,10132011,833 ATWOOD ST SW,402,Oakland City,S,33.73227,-84.42964
LARCENY-NON VEHICLE,112868074,10132011,11700 SPINE RD,703,,,33.63825,-84.4288
LARCENY-NON VEHICLE,112851132,10122011,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619
LARCENY-FROM VEHICLE,112851651,10122011,112 KROG ST NE,602,Inman Park,N,33.75644,-84.36472
AUTO THEFT,112852364,10122011,1117 LEE ST SW,402,Oakland City,S,33.72459,-84.42107
AUTO THEFT,112841552,10112011,1114 SIMS ST SW,302,Pittsburgh,V,33.72446,-84.40302
LARCENY-NON VEHICLE,112842337,10112011,551 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77357,-84.36866
LARCENY-FROM VEHICLE,112840956,10112011,2866 FORREST HILLS DR SW,311,Hammond Park,X,33.67725,-84.39889
BURGLARY-RESIDENCE,112830556,10102011,1011 KATHERWOOD DR SW,306,Sylvan Hills,X,33.71074,-84.42144
BURGLARY-RESIDENCE,112831224,10102011,2415 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82173,-84.37102
LARCENY-NON VEHICLE,112831821,10102011,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
BURGLARY-RESIDENCE,112822174,10092011,766 PEEPLES ST SW,401,West End,T,33.73406,-84.42022
LARCENY-NON VEHICLE,112821534,10092011,1870 CAMPBELLTON RD SW,408,,R,33.70939,-84.44964
LARCENY-FROM VEHICLE,112820323,10092011,1700 NORTHSIDE DR NW;,207,Berkeley Park,D,33.80077,-84.40869
LARCENY-FROM VEHICLE,112828033,10092011,6023 N TERMINAL BYWY,705,,,33.64217,-84.447
AGG ASSAULT,112812347,10082011,1839 DEVON DR SW,409,Southwest,R,33.70697,-84.48381
LARCENY-FROM VEHICLE,112810410,10082011,960 SPRING ST NW,503,Midtown,E,33.78081,-84.38928
AUTO THEFT,112800220,10072011,2176 COUNTY LINE RD SW,413,Elmco Estates,P,33.69526,-84.53435
BURGLARY-NONRES,112801289,10072011,479 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74107,-84.34655
LARCENY-FROM VEHICLE,112802066,10072011,437 MORELAND AVE NE,608,Candler Park,N,33.76632,-84.34892
LARCENY-FROM VEHICLE,112808037,10072011,6011 SOUTH TERMINAL RNWY,704,,,33.6397,-84.44354
AUTO THEFT,112792176,10062011,300 PETERS ST SW,507,Castleberry Hill,M,33.74651,-84.40219
AUTO THEFT,112790022,10062011,195 HOWARD ST NW,108,Penelope Neighbors,J,33.75227,-84.45259
AUTO THEFT,112791505,10062011,1065 GRANT TER SE;,304,Peoplestown,V,33.72514,-84.37997
LARCENY-NON VEHICLE,112780202,10052011,188 14TH ST NE,502,Midtown,E,33.78663,-84.38139
BURGLARY-RESIDENCE,112781989,10052011,2798 PEEK RD NW,112,Collier Heights,I,33.77743,-84.47815
BURGLARY-NONRES,112770965,10042011,889 HOLLYWOOD ROAD,110,Grove Park,J,33.77942,-84.45473
BURGLARY-RESIDENCE,112771575,10042011,1011 CAMILLA ST SW,104,Ashview Heights,T,33.75062,-84.42095
AGG ASSAULT,112772573,10042011,80 JESSE HILL JR DR SE,510,Downtown,M,33.75168,-84.38198
AUTO THEFT,112760618,10032011,23 WARREN ST SE,610,Kirkwood,O,33.75233,-84.32725
AGG ASSAULT,112761440,10032011,67 JOSEPH E LOWERY BLVD SW,104,Atlanta University Center,T,33.75284,-84.41754
LARCENY-FROM VEHICLE,112762209,10032011,1058 MORELAND AVE SE,607,East Atlanta,W,33.72431,-84.34892
LARCENY-NON VEHICLE,112752213,10022011,409 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72232,-84.40135
LARCENY-FROM VEHICLE,112750873,10022011,1587 ALDER CT SE,610,Kirkwood,O,33.74923,-84.33564
AUTO THEFT,112751957,10022011,784 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77602,-84.3638
LARCENY-FROM VEHICLE,112742518,10012011,3740 CAMPBELLTON RD SW,413,,P,33.69013,-84.51072
LARCENY-FROM VEHICLE,112741393,10012011,10 CARLISLE WAY NE,603,Old Fourth Ward,M,33.76881,-84.3798
LARCENY-NON VEHICLE,123051254,10312012,68 PEACHTREE ST SW,511,Downtown,M,33.75251,-84.39122
LARCENY-NON VEHICLE,123052113,10312012,1136 CRESCENT AVE NE,505,Midtown,E,33.78579,-84.38434
LARCENY-FROM VEHICLE,123042792,10302012,13 SUMLIN AVE NW,109,Grove Park,J,33.77976,-84.45687
AUTO THEFT,123040601,10302012,3164 CUSHMAN CIR SW,406,,I,33.74898,-84.49168
LARCENY-NON VEHICLE,123041731,10302012,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
BURGLARY-RESIDENCE,123032632,10302012,816 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41421
LARCENY-FROM VEHICLE,123030902,10292012,155 LYNHURST DR SW,406,,I,33.74925,-84.48889
AUTO THEFT,123031999,10292012,450 DUNBAR ST SW,302,Pittsburgh,V,33.72274,-84.40256
BURGLARY-RESIDENCE,123021416,10282012,195 FAIRBURN RD NW,111,Adamsville,H,33.76126,-84.50433
LARCENY-FROM VEHICLE,123022359,10282012,494 CONNALLY ST SE,605,Grant Park,W,33.74119,-84.38131
LARCENY-FROM VEHICLE,123021009,10282012,1656 HOSEA L WILLIAMS DR NE,609,Kirkwood,O,33.75363,-84.33329
LARCENY-FROM VEHICLE,123011249,10272012,1000 NORTHSIDE DR NW,501,Home Park,E,33.78196,-84.40835
LARCENY-FROM VEHICLE,123012089,10272012,709 CHEROKEE AVE SE,605,Grant Park,W,33.73524,-84.37374
LARCENY-NON VEHICLE,123008006,10262012,6000 S TERMINAL PKWY,704,,,33.63751,-84.44824
LARCENY-NON VEHICLE,123001296,10262012,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
LARCENY-FROM VEHICLE,123002174,10262012,1594 EZRA CHURCH DR NW,105,West Lake,J,33.75812,-84.44034
AUTO THEFT,122990664,10252012,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528
LARCENY-NON VEHICLE,122991458,10252012,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467
BURGLARY-RESIDENCE,122992156,10252012,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791
LARCENY-NON VEHICLE,122980533,10242012,2061 PEACHTREE RD NE,207,,E,33.81127,-84.39181
LARCENY-NON VEHICLE,122981478,10242012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
AUTO THEFT,122982467,10242012,563 TRABERT AVE NW,207,Loring Heights,E,33.79484,-84.40653
AGG ASSAULT,122970480,10232012,2205 CHESHIRE BRIDGE RD NE,213,Lindridge/Martin Manor,F,33.81508,-84.35258
AUTO THEFT,122971491,10232012,777 CLEVELAND AVE SW,309,Perkerson,X,33.68171,-84.41482
BURGLARY-RESIDENCE,122972305,10232012,1720 JASMINE CIR NW,110,West Highlands,G,33.79265,-84.44796
LARCENY-NON VEHICLE,122961210,10222012,54 PEACHTREE STREET NW,511,Downtown,M,33.75286,-84.3912
BURGLARY-RESIDENCE,122961825,10222012,808 HARTFORD PL SW,301,Capitol View,X,33.721,-84.41434
LARCENY-FROM VEHICLE,122950059,10212012,855 E PACES FERRY RD NE ,210,Lenox,B,33.84506,-84.35878
LARCENY-NON VEHICLE,122951123,10212012,1201 PEACHTREE ST NE,502,Midtown,E,33.78751,-84.38336
LARCENY-NON VEHICLE,122952127,10212012,261 19TH ST NW,501,Atlantic Station,E,33.79352,-84.39693
LARCENY-NON VEHICLE,122941079,10202012,610 SPRING ST NW,509,Downtown,M,33.77101,-84.38895
LARCENY-NON VEHICLE,122942455,10202012,231 18TH ST SUITE 11000,501,Atlantic Station,E,33.79275,-84.39544
LARCENY-NON VEHICLE,122931392,10192012,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737
BURGLARY-RESIDENCE,122932482,10192012,395 MOUNT ZION RD SW,311,Hammond Park,X,33.67317,-84.40258
LARCENY-FROM VEHICLE,122921480,10182012,1270 CAROLINE ST NE,609,Edgewood,O,33.75859,-84.3473
AGG ASSAULT,122922489,10182012,603 RHODES ST NW,102,Vine City,L,33.75709,-84.40722
BURGLARY-RESIDENCE,122921294,10182012,726 CHURCH ST NW,109,Center Hill,J,33.77483,-84.46794
LARCENY-NON VEHICLE,122910576,10172012,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964
LARCENY-NON VEHICLE,122911499,10172012,4055 RICKENBACKER DR NE,209,North Buckhead,B,33.86563,-84.37894
LARCENY-NON VEHICLE,122912688,10172012,737 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77348,-84.36289
AUTO THEFT,122900568,10162012,1096 LONGLEY AVE NW,106,Knight Park/Howell Station,K,33.78495,-84.42415
BURGLARY-RESIDENCE,122901196,10162012,4455 CLEMENT DR SW,407,Bakers Ferry,H,33.75415,-84.53347
AGG ASSAULT,122891494,10152012,3450 BENJAMIN E MAYS DR SW @APS MAYS HS,407,Mays,H,33.73364,-84.50386
LARCENY-NON VEHICLE,122890654,10152012,2387 SWALLOW CIRCLE SE,310,Swallow Circle/Baywood,Z,33.69621,-84.38689
LARCENY-NON VEHICLE,122891969,10152012,3105 GARDEN WALK SW,414,Princeton Lakes,P,33.66629,-84.5136
AGG ASSAULT,122892807,10152012,2230 BAKER TER NW,109,Center Hill,J,33.77096,-84.46082
LARCENY-FROM VEHICLE,122881207,10142012,652 ANGIER AVE NE,603,Old Fourth Ward,M,33.76643,-84.36595
BURGLARY-RESIDENCE,122881869,10142012,20 STANDISH AVE NW,207,Brookwood,E,33.79906,-84.39429
LARCENY-NON VEHICLE,122871856,10132012,231 18TH ST NW,501,Atlantic Station,E,33.79275,-84.39544
