crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-FROM VEHICLE,102992407,10262010,LUCKIE ST NW / CONE ST NW,508,Downtown,M,33.75786,-84.39012
BURGLARY-RESIDENCE,102981920,10252010,3062 W PEEK RD NW,112,Collier Heights,I,33.77293,-84.4867
LARCENY-NON VEHICLE,102980699,10252010,701 MCDONALD ST SE,606,Grant Park,W,33.7459,-84.36449
LARCENY-FROM VEHICLE,102981193,10252010,513 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75411,-84.37077
AUTO THEFT,102970123,10242010,CUNNINGHAM PL SW / PEEPLES ST SW,104,Harris Chiles,T,33.74324,-84.4205
AGG ASSAULT,102971627,10242010,2125 JOSEPH E BOONE,108,Center Hill,J,33.76569,-84.45716
AUTO THEFT,102970658,10242010,306 PINE ST NE,603,Old Fourth Ward,M,33.76758,-84.3789
ROBBERY-PEDESTRIAN,102961085,10232010,2328 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70299,-84.46374
LARCENY-NON VEHICLE,102961472,10232010,1109 VALLEY OVERLOOK DR NE,210,Pine Hills,B,33.82797,-84.35234
BURGLARY-RESIDENCE,102960310,10232010,1704 PEACHTREE PARK DR NE,207,,E,33.81356,-84.3895
AGG ASSAULT,102962298,10232010,1176 IRA ST SW,302,Pittsburgh,V,33.7229,-84.39982
LARCENY-FROM VEHICLE,102950558,10222010,250 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786
LARCENY-NON VEHICLE,102951219,10222010,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467
LARCENY-NON VEHICLE,102951776,10222010,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77469,-84.36561
ROBBERY-PEDESTRIAN,102940280,10212010,GRESHAM AVE SE / GLENWOOD AVE SE,612,East Atlanta,W,33.74015,-84.34582
LARCENY-FROM VEHICLE,102941080,10212010,1255 W PEACHTREE ST NE,502,Midtown,E,33.78966,-84.38716
AUTO THEFT,102941802,10212010,1648 RALPH DIVID ABERNATHY,404,,I,33.7474,-84.44183
LARCENY-FROM VEHICLE,102942586,10212010,BANKHEAD AVE NW / MARIETTA ST NW,504,Marietta Street Artery,E,33.77363,-84.40468
BURGLARY-RESIDENCE,102932045,10202010,82 WARREN ST NE,610,Kirkwood,O,33.75464,-84.32602
LARCENY-FROM VEHICLE,102930603,10202010,185 SPRING ST SW,507,Castleberry Hill,M,33.74972,-84.39804
BURGLARY-RESIDENCE,102931355,10202010,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377
LARCENY-FROM VEHICLE,102920445,10192010,505 REED ST SE,304,Summerhill,V,33.74046,-84.38572
LARCENY-FROM VEHICLE,102921480,10192010,134 SPRING ST NW,508,Downtown,M,33.75837,-84.39108
AUTO THEFT,102922341,10192010,WALKER TER NE / LAFAYETTE DR NE,502,Ansley Park,E,33.78956,-84.37865
LARCENY-FROM VEHICLE,102912207,10182010,324 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.76334,-84.41757
LARCENY-NON VEHICLE,102911141,10182010,2239 CHESHIRE BRIDGE RD NE,213,Lindridge/Martin Manor,F,33.81617,-84.35215
LARCENY-FROM VEHICLE,102910343,10182010,230 PEACHTREE ST NW,508,Downtown,M,33.76015,-84.38807
LARCENY-FROM VEHICLE,102910952,10182010,999 LEE ST SW,402,Oakland City,S,33.72797,-84.41784
LARCENY-FROM VEHICLE,102900294,10172010,TANNER ST SE / WILLIAM H BORDERS DR SE,604,Sweet Auburn,M,33.75365,-84.37554
LARCENY-FROM VEHICLE,102901016,10172010,105 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.75164,-84.4179
AUTO THEFT,102891371,10162010,1240 CAMPBELLTON,403,Oakland City,S,33.71689,-84.42858
LARCENY-FROM VEHICLE,102892195,10162010,195 14TH ST NE,503,Midtown,E,33.78639,-84.38064
AUTO THEFT,102890877,10162010,2959 CAMPBELLTON RD SW ,409,Southwest,R,33.69596,-84.48623
LARCENY-FROM VEHICLE,102881895,10152010,CENTRAL AVE SW / MARTIN L KING JR DR SW,511,Downtown,M,33.75079,-84.38987
AGG ASSAULT,102880367,10152010,1148 EUCLID AVE NE,602,Inman Park,N,33.76479,-84.35014
LARCENY-NON VEHICLE,102881236,10152010,165 COURTLAND ST NE,510,Downtown,M,33.75895,-84.3834
LARCENY-FROM VEHICLE,102870435,10142010,485 LINDBERGH DR NE,211,Lindbergh/Morosgo,B,33.82029,-84.37104
AGG ASSAULT,102871156,10142010,1415 WESTRIDGE RD SW,408,Venetian Hills,S,33.71706,-84.44717
LARCENY-FROM VEHICLE,102871618,10142010,2820 SHADY VALLEY DR,210,Pine Hills,B,33.83147,-84.3488
ROBBERY-PEDESTRIAN,102872533,10142010,475 MORELAND AVE SE,606,Ormewood Park,W,33.74112,-84.34961
LARCENY-NON VEHICLE,102861992,10132010,564 PARKWAY DR NE,603,Old Fourth Ward,M,33.76976,-84.37305
LARCENY-NON VEHICLE,102860048,10132010,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
LARCENY-NON VEHICLE,102861149,10132010,BROAD ST NW / WALTON ST NW,508,Downtown,M,33.75544,-84.38979
BURGLARY-RESIDENCE,102851380,10122010,600 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74662,-84.40755
BURGLARY-RESIDENCE,102852088,10122010,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.71771,-84.52315
LARCENY-FROM VEHICLE,102850459,10122010,609 VIRGINIA AVE NE,601,Virginia Highland,F,33.78078,-84.36585
LARCENY-NON VEHICLE,102851018,10122010,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68199,-84.40785
BURGLARY-RESIDENCE,102840406,10112010,3450 HOGAN RD SW,414,Ben Hill Forest,P,33.67558,-84.50179
LARCENY-NON VEHICLE,102841066,10112010,165 COURTLAND ST NE,510,Downtown,M,33.75895,-84.3834
BURGLARY-RESIDENCE,102841506,10112010,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
BURGLARY-RESIDENCE,102842234,10112010,955 FOUNDERS DR SW,104,Harris Chiles,T,33.74455,-84.41985
AGG ASSAULT,102831292,10102010,1530 STOKES AVE SW,404,Westview,T,33.74081,-84.43769
LARCENY-FROM VEHICLE,102830204,10102010,JUNIPER ST NE / PONCE DE LEON AVE NE,505,Midtown,E,33.77242,-84.38331
LARCENY-FROM VEHICLE,102820462,10092010,2430 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82149,-84.35161
AUTO THEFT,102821160,10092010,470 BOULEVARD PL,603,Old Fourth Ward,M,33.76993,-84.37183
AUTO THEFT,102822181,10092010,PARK ST SW / I-20 WB EXPY SW,104,Harris Chiles,T,33.74188,-84.42021
AUTO THEFT,102811717,10082010,CAMERON ST SE / HANSELL ST SE,605,Grant Park,W,33.74013,-84.36519
LARCENY-FROM VEHICLE,102811102,10082010,49 BOULEVARD NE,604,Old Fourth Ward,M,33.75565,-84.37202
LARCENY-FROM VEHICLE,102800486,10072010,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937
ROBBERY-PEDESTRIAN,102801138,10072010,1729 DELOWE DR SW,409,Adams Park,R,33.70778,-84.45888
LARCENY-NON VEHICLE,102801955,10072010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
LARCENY-FROM VEHICLE,102790534,10062010,222 14TH ST NE,502,Midtown,E,33.78728,-84.38055
LARCENY-FROM VEHICLE,102791215,10062010,1715 HOWELL MILL RD NW,204,Berkeley Park,D,33.80089,-84.4157
LARCENY-FROM VEHICLE,102792131,10062010,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328
LARCENY-NON VEHICLE,102780519,10052010,3735 ZIP INDUSTRIAL BLVD SW,313,Blair Villa/Poole Creek,Z,33.6558,-84.38966
LARCENY-NON VEHICLE,102781161,10052010,501 JOSEPH E LOWERY BLVD NW,103,English Avenue,L,33.76835,-84.4173
LARCENY-NON VEHICLE,102781983,10052010,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
BURGLARY-NONRES,102770832,10042010,1953 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70279,-84.38454
BURGLARY-RESIDENCE,102771487,10042010,1316 LOCKHAVEN CIR SW,408,Venetian Hills,S,33.71925,-84.44275
BURGLARY-RESIDENCE,102770360,10042010,1034 WASHINGTON ST SW,304,Peoplestown,V,33.72677,-84.39088
LARCENY-FROM VEHICLE,102760417,10032010,AUBURN AVE NE / JESSE HILL JR DR NE,510,Downtown,M,33.75554,-84.38025
BURGLARY-RESIDENCE,102761206,10032010,4334 TOWN COMMONS CIR NE,209,Brookhaven,B,33.87517,-84.35357
AGG ASSAULT,102761969,10032010,448 COOPER ST SW,303,Mechanicsville,V,33.74267,-84.39675
LARCENY-FROM VEHICLE,102752430,10022010,123 MARIETTA ST NW,508,Downtown,M,33.75727,-84.3928
BURGLARY-RESIDENCE,102750747,10022010,3221 JAMAICA RD NW,112,Collier Heights,I,33.77889,-84.49293
LARCENY-FROM VEHICLE,102741905,10012010,1184 PIEDMONT AVE NE,502,Ansley Park,E,33.78749,-84.37821
LARCENY-FROM VEHICLE,102740156,10012010,1016 HOWELL MILL RD NW,501,Home Park,E,33.78258,-84.41253
LARCENY-NON VEHICLE,102741461,10012010,1250 W PACES FERRY RD NW,202,West Paces Ferry/Northside,A,33.84862,-84.42869
LARCENY-NON VEHICLE,113040564,10312011,570 GLENN ST SW,303,Pittsburgh,V,33.73809,-84.40656
LARCENY-FROM VEHICLE,113041189,10312011,620 CENTENNIAL OLYMPIC P DR NW,504,Downtown,M,33.7711,-84.3922
AUTO THEFT,113041683,10312011,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467
ROBBERY-PEDESTRIAN,113042221,10312011,1458 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77115,-84.4364
LARCENY-FROM VEHICLE,113030914,10302011,100 CENTENNIAL OLYMPIC P DR NW @ZONE 5,507,Downtown,M,33.75711,-84.39504
LARCENY-FROM VEHICLE,113031157,10302011,222 TUSKEGEE ST SE,304,Peoplestown,V,33.72938,-84.38098
LARCENY-NON VEHICLE,113021505,10292011,3242 PEACHTREE RD NE,208,Buckhead Forest,B,33.84425,-84.37311
BURGLARY-RESIDENCE,113020466,10292011,761 MONROE DR NE,506,Midtown,E,33.77517,-84.37073
LARCENY-FROM VEHICLE,113021232,10292011,500 FAIRFIELD DR,202,Mt. Paran/Northside,A,33.86181,-84.4087
BURGLARY-RESIDENCE,113010708,10282011,360 SIMPSON TER NW,107,Grove Park,J,33.76496,-84.4476
LARCENY-NON VEHICLE,113011556,10282011,1219 METROPOLITAN PKWY SW,301,Adair Park,V,33.72142,-84.40796
LARCENY-NON VEHICLE,113012263,10282011,571 MEMORIAL DRIVE,605,Grant Park,W,33.74648,-84.36876
LARCENY-FROM VEHICLE,113000674,10272011,1175 SPRING ST NW,502,Midtown,E,33.78716,-84.38915
LARCENY-FROM VEHICLE,113001371,10272011,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017
LARCENY-FROM VEHICLE,113002276,10272011,230 WESTMINSTER DR NE,502,Ansley Park,E,33.7934,-84.37297
LARCENY-NON VEHICLE,112991848,10262011,400 W PEACHTREE ST NW,504,Downtown,M,33.76614,-84.3876
BURGLARY-RESIDENCE,112990544,10262011,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156
LARCENY-NON VEHICLE,112991247,10262011,2455 OVIDIA CIR SW,409,Adams Park,R,33.71791,-84.46762
LARCENY-FROM VEHICLE,112980849,10252011,405 4TH ST NE,506,Midtown,E,33.77418,-84.37402
LARCENY-NON VEHICLE,112981378,10252011,2525 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-FROM VEHICLE,112982318,10252011,626 DEKALB AVE SE,604,Old Fourth Ward,M,33.75283,-84.36687
LARCENY-NON VEHICLE,112971256,10242011,48 NORTHSIDE DR SW,507,Castleberry Hill,M,33.75327,-84.40271
AUTO THEFT,112970043,10242011,851 WOODBOURNE DR SW,306,Sylvan Hills,X,33.71007,-84.4165
LARCENY-FROM VEHICLE,122981533,10242011,95 MARTIN L KING JR DR,511,Downtown,M,33.75161,-84.39112
LARCENY-FROM VEHICLE,112960172,10232011,6TH ST NE / PEACHTREE ST NE,505,Midtown,E,33.77742,-84.38417
LARCENY-FROM VEHICLE,112960914,10232011,500 10TH ST. NE.,502,,E,33.78186,-84.373
LARCENY-NON VEHICLE,112961403,10232011,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
LARCENY-NON VEHICLE,112952208,10222011,867 PEACHTREE ST NE,505,Midtown,E,33.77841,-84.38412
BURGLARY-RESIDENCE,112951383,10222011,3590 PINE FOREST DR SE,313,South River Gardens,Z,33.65655,-84.35377
LARCENY-FROM VEHICLE,112950393,10222011,10 THE PRADO NE,502,Ansley Park,E,33.79148,-84.37508
AUTO THEFT,112940162,10212011,1979 CASCADE RD SW,409,Cascade Avenue/Road,S,33.72201,-84.4526
LARCENY-NON VEHICLE,112941326,10212011,1401 DONALD LEE HOLLOWELL PKWY NW,106,,J,33.77484,-84.43301
LARCENY-NON VEHICLE,112681594,10212011,355 STATE STREET,501,Home Park,E,33.78159,-84.39859
LARCENY-NON VEHICLE,112931288,10202011,800 W PEACHTREE ST NW,505,Midtown,E,33.77626,-84.38741
ROBBERY-COMMERCIAL,112932756,10202011,1920 HOWELL MILL RD NW;,205,Wildwood (NPU-C),C,33.80733,-84.41318
LARCENY-FROM VEHICLE,112921062,10192011,177 MOURY AVE SW;,305,The Villages at Carver,Y,33.71348,-84.39052
LARCENY-FROM VEHICLE,112921806,10192011,1970 MOORES MILL RD NW,201,,C,33.82163,-84.44969
AUTO THEFT,112922563,10192011,1710 EMERALD AVE SW,404,Westview,T,33.74201,-84.44374
LARCENY-FROM VEHICLE,112921000,10192011,255 PETERS ST SW,507,Castleberry Hill,M,33.74747,-84.40182
AGG ASSAULT,112911142,10182011,940 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70838,-84.3593
LARCENY-NON VEHICLE,112911826,10182011,200 SPRING ST NW,508,Downtown,M,33.76004,-84.38918
LARCENY-FROM VEHICLE,112912559,10182011,656 CLEBURNE TER NE,602,Poncey-Highland,N,33.7723,-84.35388
LARCENY-NON VEHICLE,112900122,10172011,548 NORTHSIDE DR NW,103,English Avenue,L,33.7697,-84.40508
BURGLARY-RESIDENCE,112901085,10172011,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425
BURGLARY-RESIDENCE,112901836,10172011,763 CASCADE AVE SW,404,Westview,T,33.73439,-84.43707
LARCENY-FROM VEHICLE,112890553,10162011,821 SPENCER ST NW,102,Vine City,L,33.76001,-84.41428
LARCENY-FROM VEHICLE,112891464,10162011,36 HARRIS ST NE,509,Downtown,M,33.76074,-84.38561
LARCENY-NON VEHICLE,112881859,10152011,3111 LONE OAK AVE SW,312,Glenrose Heights,Z,33.66969,-84.39485
LARCENY-NON VEHICLE,112888042,10152011,2200 RENTAL CAR CENTER PKWY,707,,,33.63977,-84.46358
AUTO THEFT,112881171,10152011,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523
AGG ASSAULT,112870186,10142011,2878 HUNPHRIES DR SE,312,Orchard Knob,Z,33.67608,-84.37835
BURGLARY-RESIDENCE,112871507,10142011,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668
AGG ASSAULT,112873029,10142011,378 BOULEVARD NE,603,Old Fourth Ward,M,33.76472,-84.37235
LARCENY-FROM VEHICLE,112860979,10132011,368 KENDRICK AVE SE,605,Grant Park,W,33.72929,-84.37547
LARCENY-NON VEHICLE,112861696,10132011,1801 HOWELL MILL RD,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY-RESIDENCE,112862471,10132011,88 VANIRA AVE SE,304,Peoplestown,V,33.7296,-84.38545
BURGLARY-RESIDENCE,112851073,10122011,845 WHITE ST SW,401,West End,T,33.73242,-84.41551
AUTO THEFT,112851544,10122011,80 JESSE HILL JR DR SE,510,Downtown,M,33.75231,-84.38231
LARCENY-FROM VEHICLE,112852251,10122011,14 HILLIARD ST NE,604,Sweet Auburn,M,33.75477,-84.37678
LARCENY-FROM VEHICLE,112841461,10112011,15 PEACHTREE ST SW,511,Downtown,M,33.75369,-84.39043
AUTO THEFT,112842270,10112011,211 MITCHELL ST SW,512,Downtown,M,33.75196,-84.39469
LARCENY-NON VEHICLE,112840889,10112011,710 FAIRBURN RD NW,114,Fairburn Heights,H,33.77436,-84.50091
BURGLARY-RESIDENCE,112830506,10102011,2084 HATTERAS WAY NW,203,Whittier Mill Village,D,33.81202,-84.47792
ROBBERY-PEDESTRIAN,112831185,10102011,2750 WATERS RD SW,312,Glenrose Heights,Z,33.67985,-84.38949
LARCENY-FROM VEHICLE,112831707,10102011,738 CLIFTON RD SE,612,East Atlanta,W,33.734,-84.32954
LARCENY-NON VEHICLE,112838038,10102011,6000 N TERMINAL PKWY,706,,,33.64069,-84.44388
ROBBERY-RESIDENCE,112821425,10092011,1158 MCDANIEL ST SW,302,Pittsburgh,V,33.72335,-84.40146
LARCENY-FROM VEHICLE,112820236,10092011,1940 RAMBLING DR SW,306,Sylvan Hills,X,33.70152,-84.40678
LARCENY-NON VEHICLE,112822222,10092011,220 10TH ST NE,502,Midtown,E,33.78187,-84.38006
AUTO THEFT,112812294,10082011,834 CLIFTON RD SE,612,East Atlanta,W,33.73159,-84.32971
RAPE,112810298,10082011,515 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72236,-84.40441
LARCENY-FROM VEHICLE,112800047,10072011,680 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.7067,-84.36412
LARCENY-NON VEHICLE,112801209,10072011,1200 CAROLINE ST NE,609,Edgewood,O,33.75852,-84.34858
LARCENY-NON VEHICLE,112801978,10072011,744 BOULEVARD SE,605,Grant Park,W,33.73409,-84.36825
BURGLARY-RESIDENCE,112802889,10072011,156 MOURY AVE SW,305,The Villages at Carver,Y,33.71265,-84.38851
LARCENY-NON VEHICLE,112792064,10062011,35 FORSYTH STREETT SW,511,Downtown,M,33.75387,-84.39261
AGG ASSAULT,112792903,10062011,850 ORMEWOOD AVE SE,607,Ormewood Park,W,33.73436,-84.35961
BURGLARY-RESIDENCE,112791366,10062011,385 LEGACY DR SW,104,Harris Chiles,T,33.74492,-84.41931
AUTO THEFT,112781621,10052011,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442
LARCENY-NON VEHICLE,112781820,10052011,375 AUBURN AVE NE,604,Sweet Auburn,M,33.7554,-84.37521
LARCENY-NON VEHICLE,112782871,10052011,477 PEACHTREE ST NE,509,Downtown,M,33.76764,-84.38524
LARCENY-NON VEHICLE,112771474,10042011,66 WALTON ST NW,508,Downtown,M,33.75626,-84.39076
LARCENY-FROM VEHICLE,112772517,10042011,321 GRANT ST SE,605,Grant Park,W,33.74604,-84.37661
AUTO THEFT,112760516,10032011,400 VILLAGE PKWY NE,602,Poncey-Highland,N,33.76727,-84.35991
LARCENY-FROM VEHICLE,112761415,10032011,1996 SYLVAN RD SW,306,Sylvan Hills,X,33.70012,-84.41818
LARCENY-FROM VEHICLE,112762085,10032011,135 W WIEUCA RD NE,209,East Chastain Park,B,33.8774,-84.38235
LARCENY-FROM VEHICLE,112752139,10022011,222 12TH ST NE ,503,Midtown,E,33.78463,-84.38002
LARCENY-FROM VEHICLE,112750749,10022011,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468
LARCENY-FROM VEHICLE,112751757,10022011,501 10TH ST NE @GRADY STADIUM,506,Midtown,E,33.78077,-84.37003
LARCENY-NON VEHICLE,112742334,10012011,305 JOSEPH E LOWERY BLVD NW,102,Vine City,L,33.763,-84.41736
LARCENY-NON VEHICLE,112741227,10012011,3393 PEACHTREE RD NE,210,Lenox,B,33.84892,-84.36426
LARCENY-FROM VEHICLE,123050980,10312012,358 E WESLEY RD NE,206,Garden Hills,B,33.82892,-84.37578
LARCENY-NON VEHICLE,123051967,10312012,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY-RESIDENCE,123042890,10312012,2750 VINEYARDS DR SE,312,Rosedale Heights,Z,33.67977,-84.36937
BURGLARY-NONRES,123040512,10302012,1766 HOWELL MILL RD NW,204,Underwood Hills,D,33.80243,-84.41529
LARCENY-FROM VEHICLE,123041632,10302012,350 HILLSIDE DR SW,301,Capitol View Manor,X,33.71594,-84.39917
AUTO THEFT,123042424,10302012,612 LEE ST SW,401,West End,T,33.7388,-84.4136
BURGLARY-NONRES,123030823,10292012,710 PEACHTREE ST NE,505,Midtown,E,33.77407,-84.38526
BURGLARY-RESIDENCE,123031787,10292012,190 HOWELL DR SW,407,Adamsville,H,33.75289,-84.50335
BURGLARY-RESIDENCE,123021374,10282012,960 E PACES FERRY RD NE,210,Buckhead Heights,B,33.84691,-84.35618
BURGLARY-RESIDENCE,123022119,10282012,548 MCAFEE ST NW,504,Downtown,M,33.76633,-84.39467
LARCENY-FROM VEHICLE,123020905,10282012,86 ROGERS ST SE,610,Kirkwood,O,33.75094,-84.32949
LARCENY-NON VEHICLE,123011047,10272012,210 PEACHTREE ST NW,508,Downtown,M,33.75943,-84.38837
AGG ASSAULT,123012006,10272012,1986 NORTH AVE NW,107,Grove Park,J,33.76831,-84.45288
AGG ASSAULT,123002883,10262012,865 ERIN AVE SW,301,Capitol View,X,33.7195,-84.41649
ROBBERY-COMMERCIAL,123001158,10262012,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
AUTO THEFT,123002098,10262012,850 OAK ST SW,401,West End,T,33.74057,-84.4168
AUTO THEFT,122990453,10252012,190 KIRKWOOD RD NE,610,Kirkwood,O,33.75731,-84.32174
LARCENY-NON VEHICLE,122991358,10252012,192 FAIRBURN RD SW,407,Adamsville,H,33.74957,-84.50734
AUTO THEFT,122992079,10252012,755 CARON CIR NW,112,Collier Heights,I,33.77489,-84.48555
BURGLARY-RESIDENCE,122980099,10242012,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671
LARCENY-FROM VEHICLE,122981360,10242012,650 PEACHTREE ST NE,505,Midtown,E,33.7725,-84.38499
LARCENY-FROM VEHICLE,122982419,10242012,913 BERNINA AVE NE,602,Inman Park,N,33.76396,-84.35756
LARCENY-FROM VEHICLE,122972864,10232012,205 12TH STREET,502,Midtown,E,33.78331,-84.37958
LARCENY-FROM VEHICLE,122971318,10232012,1175 OAKLAND LN SW,403,Oakland City,S,33.71965,-84.4269
LARCENY-NON VEHICLE,122972222,10232012,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77469,-84.36561
LARCENY-FROM VEHICLE,122962668,10222012,559 FLAT SHOALS AVE SE,612,East Atlanta,W,33.73899,-84.34423
BURGLARY-RESIDENCE,122961645,10222012,1060 HILBURN DR SE,612,East Atlanta,W,33.72616,-84.32547
LARCENY-NON VEHICLE,122962655,10222012,1192 PRYOR RD SW ,304,Peoplestown,V,33.72287,-84.3928
LARCENY-NON VEHICLE,122951073,10212012,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82269,-84.37114
LARCENY-FROM VEHICLE,122951971,10212012,1698 FORT VALLEY DR SW,410,Pomona Park,R,33.70866,-84.45021
BURGLARY-RESIDENCE,122940932,10202012,1495 MARTIN L KING JR DR NW,105,Hunter Hills,K,33.75361,-84.43659
BURGLARY-RESIDENCE,122942333,10202012,1732 HAVILON DR SW,404,Cascade Avenue/Road,S,33.72924,-84.44456
AUTO THEFT,122931227,10192012,255 SPRING ST SW,507,Castleberry Hill,M,33.74755,-84.39824
BURGLARY-RESIDENCE,122932197,10192012,1590 OCALA AVE SW,403,Cascade Avenue/Road,S,33.72719,-84.44032
BURGLARY-RESIDENCE,122921453,10182012,1655 MARY GEORGE AVE NW,110,Carver Hills,G,33.80126,-84.46377
LARCENY-NON VEHICLE,122922290,10182012,515 FULTON ST SW,303,Mechanicsville,V,33.741,-84.40447
LARCENY-FROM VEHICLE,122921139,10182012,1960 PIEDMONT RD NE,212,Piedmont Heights,F,33.81188,-84.36686
BURGLARY-NONRES,122910455,10172012,99 UNIVERSITY AVE SW,304,Peoplestown,V,33.72181,-84.39107
AUTO THEFT,122911446,10172012,605 LYRIC WAY NW,112,Collier Heights,I,33.77293,-84.47841
AGG ASSAULT,122912538,10172012,340 CONNALLY ST SE,605,Capitol Gateway,V,33.74452,-84.38144
LARCENY-FROM VEHICLE,122900461,10162012,2107 DEFOORS FERRY RD NW,204,Cross Creek,C,33.81341,-84.42552
LARCENY-NON VEHICLE,122901144,10162012,209 EDGEWOOD AVE SE,510,Downtown,M,33.75409,-84.37991
HOMICIDE,122881204064,10152012,934 AVON AVE.,301,Capitol View,X,33.72211,-84.41766
AGG ASSAULT,122890566,10152012,2035 BREWER BLVD,306,Sylvan Hills,X,33.69813,-84.41339
AGG ASSAULT,122891896,10152012,61 NORTH AVE  NW,505,Midtown,E,33.77402,-84.3892
LARCENY-NON VEHICLE,122892671,10152012,1576 JOSEPH E BOONE BLVD NW,105,West Lake,J,33.76331,-84.43914
LARCENY-NON VEHICLE,122881065,10142012,187 13TH ST NE,503,Midtown,E,33.7853,-84.38112
LARCENY-FROM VEHICLE,122881806,10142012,500 10TH ST NE,502,,E,33.78186,-84.373
