crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
BURGLARY-RESIDENCE,113031535,10302011,242 ANDERSON AVE NW,108,Dixie Hills,J,33.76133,-84.45106
LARCENY-FROM VEHICLE,113021988,10292011,737 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77348,-84.36289
LARCENY-FROM VEHICLE,113020825,10292011,218 8TH ST NE,503,Midtown,E,33.77969,-84.38021
LARCENY-NON VEHICLE,113010033,10282011,387 HILL ST SE,605,Grant Park,W,33.74436,-84.37974
BURGLARY-RESIDENCE,113010950,10282011,211 HARWELL RD NW,111,Adamsville,H,33.75869,-84.49533
LARCENY-NON VEHICLE,113011792,10282011,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
ROBBERY-PEDESTRIAN,113000182,10272011,609 OLD WHEAT ST NE,604,Old Fourth Ward,M,33.7556,-84.36746
LARCENY-NON VEHICLE,113001062,10272011,125 MILTON AVE SE,305,Chosewood Park,Y,33.72157,-84.38505
LARCENY-FROM VEHICLE,113001626,10272011,117 SPRING ST NW,508,Downtown,M,33.7578,-84.39133
LARCENY-FROM VEHICLE,112991505,10262011,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126
LARCENY-FROM VEHICLE,112992281,10262011,726 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77423,-84.36414
LARCENY-NON VEHICLE,112990884,10262011,79 POPLAR ST NW,508,Downtown,M,33.75681,-84.38982
ROBBERY-PEDESTRIAN,112980133,10252011,559 MARTIN ST SE,304,Summerhill,V,33.73934,-84.38424
LARCENY-NON VEHICLE,112981090,10252011,3804 MARTIN LUTHER KING  JR. DRIVE,114,Old Gordon,H,33.768,-84.51441
AUTO THEFT,112981664,10252011,500 MEANS ST NW,504,Marietta Street Artery,E,33.77235,-84.40407
BURGLARY-NONRES,112970971,10242011,1281 EASTRIDGE RD SW,408,Venetian Hills,S,33.72036,-84.44523
ROBBERY-PEDESTRIAN,112971475,10242011,204 MOURY AVE SW,305,South Atlanta,Y,33.71907,-84.39329
BURGLARY-NONRES,112970540,10242011,1576 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.7716,-84.44024
AGG ASSAULT,112972180,10242011,1152 MERRILL AVE SW,402,Oakland City,S,33.72848,-84.42551
AUTO THEFT,112960546,10232011,2212 PENELOPE ST NW,108,Dixie Hills,J,33.75582,-84.45756
LARCENY-NON VEHICLE,112961165,10232011,2525 PIEDMONT RD,211,Lindbergh/Morosgo,B,33.824,-84.36521
BURGLARY-RESIDENCE,112961741,10232011,1744 DEVON DR SW,409,Southwest,R,33.70851,-84.48315
AGG ASSAULT,112951044,10222011,641 FRANCIS PL NW,110,Grove Park,J,33.7723,-84.43784
LARCENY-NON VEHICLE,112951778,10222011,237 MITCHELL ST SW,512,Downtown,M,33.75251,-84.39535
BURGLARY-RESIDENCE,112942533,10212011,280 ELM ST NW,102,Vine City,L,33.76233,-84.40916
ROBBERY-PEDESTRIAN,112940801,10212011,800 HUTCHENS RD SE ,313,South River Gardens,Z,33.67102,-84.36187
BURGLARY-RESIDENCE,112941820,10212011,965 SELLS AVE SW,104,Harris Chiles,T,33.74546,-84.41974
AUTO THEFT,112930897,10202011,125 LOGAN ST SE,605,Capitol Gateway,V,33.74455,-84.38351
ROBBERY-PEDESTRIAN,112931573,10202011,409 JOHN WESLEY DOBBS AVE NE,604,Sweet Auburn,M,33.75881,-84.37386
LARCENY-NON VEHICLE,112931895,10202011,3324 PEACHTREE RD NE,208,North Buckhead,B,33.84584,-84.36933
LARCENY-NON VEHICLE,112921489,10192011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68845,-84.49328
ROBBERY-COMMERCIAL,112922087,10192011,597 CASCADE AVE SW,404,Westview,T,33.73871,-84.43425
LARCENY-FROM VEHICLE,112920497,10192011,1065 DONNELLY AVE SW,402,Oakland City,S,33.73065,-84.42197
LARCENY-NON VEHICLE,112910710,10182011,12 BROAD ST SW ;CVS,511,Downtown,M,33.7532,-84.39201
LARCENY-NON VEHICLE,112911424,10182011,285 ANDREW YOUNG INT'L BLVD,510,Downtown,M,33.75955,-84.38258
ROBBERY-PEDESTRIAN,112912238,10182011,2788 DEFOORS FERRY RD NW,201,,C,33.82114,-84.44713
LARCENY-FROM VEHICLE,112902406,10172011,42 HILLIARD ST NE,604,Sweet Auburn,M,33.75556,-84.3767
LARCENY-NON VEHICLE,112900694,10172011,721 AMI STREET SE,304,Summerhill,V,33.73602,-84.38251
LARCENY-NON VEHICLE,112901436,10172011,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262
AGG ASSAULT,112890023,10162011,3445 MARTIN L KING JR DR NW,111,Adamsville,H,33.75614,-84.50021
AUTO THEFT,112891061,10162011,310 SKIPPER PL NW,112,Collier Heights,I,33.78184,-84.49163
LARCENY-NON VEHICLE,112891769,10162011,1275 CAROLINE ST,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,112882160,10152011,219 10TH ST NE,503,Midtown,E,33.78169,-84.38011
BURGLARY-NONRES,112880414,10152011,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82678,-84.36699
LARCENY-FROM VEHICLE,112881535,10152011,4629 WIEUCA RD NE,209,North Buckhead,B,33.87563,-84.37957
LARCENY-NON VEHICLE,112870947,10142011,1041 HOWELL MILL RD NW,501,Home Park,E,33.78318,-84.41125
LARCENY-NON VEHICLE,112872312,10142011,3393 PEACHTREE RD,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,112860507,10132011,885 EDWIN ST NW,110,Grove Park,J,33.77904,-84.44612
BURGLARY-RESIDENCE,112861353,10132011,380 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70615,-84.35743
AUTO THEFT,112861965,10132011,3050 MARTIN LUTHER KING JR DR,405,Harland Terrace,I,33.75177,-84.4857
ROBBERY-PEDESTRIAN,112850343,10122011,500 PIEDMONT AVE NE,509,Downtown,M,33.76795,-84.38211
LARCENY-FROM VEHICLE,112851301,10122011,680 14TH ST NW,501,Home Park,E,33.78553,-84.40954
LARCENY-NON VEHICLE,112851919,10122011,725 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77343,-84.36351
AUTO THEFT,112852500,10122011,152 LUCKIE ST NW,508,Downtown,M,33.75869,-84.39147
LARCENY-FROM VEHICLE,112841853,10112011,978 WESTVIEW DR SW,104,Ashview Heights,T,33.74693,-84.41975
RAPE,112840345,10112011,1754 ADAMS DR. S.W,409,Southwest,R,33.70983,-84.48868
ROBBERY-PEDESTRIAN,112841221,10112011,73 PEACHTREE ST SW,511,Downtown,M,33.75281,-84.39197
BURGLARY-RESIDENCE,112830788,10102011,7 WHATLEY ST SE,307,Lakewood Heights,Y,33.70695,-84.37867
LARCENY-FROM VEHICLE,112831367,10102011,1425 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76364,-84.43461
AUTO THEFT,112831962,10102011,706 WINDSOR ST SW AT BASS ST SW,303,Mechanicsville,V,33.74075,-84.39575
ROBBERY-COMMERCIAL,112821178,10092011,132 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.75871,-84.41774
LARCENY-FROM VEHICLE,112821929,10092011,807 CONLEY RD SE,313,South River Gardens,Z,33.64852,-84.36337
LARCENY-FROM VEHICLE,112820737,10092011,411 PONCE DE LEON AVE.  NE,603,Old Fourth Ward,M,33.77237,-84.3738
LARCENY-FROM VEHICLE,112811748,10082011,800 CHEROKEE AVE SE ,605,Grant Park,W,33.7338,-84.37184
ROBBERY-PEDESTRIAN,112812609,10082011,LEE ST SW / AVON AVE SW,403,Oakland City,S,33.72227,-84.42301
BURGLARY-NONRES,112810847,10082011,826 WESTMONT RD SW,402,Oakland City,S,33.73278,-84.43711
AUTO THEFT,112800757,10072011,300 PETERS ST SW,507,Castleberry Hill,M,33.74651,-84.40219
LARCENY-NON VEHICLE,112801552,10072011,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
BURGLARY-RESIDENCE,112802314,10072011,1073 KIPLING ST SE,308,Thomasville Heights,Z,33.70191,-84.35199
LARCENY-NON VEHICLE,112791626,10062011,984 WELCH ST SE,607,Custer/McDonough/Guice,W,33.70816,-84.35651
LARCENY-NON VEHICLE,112792514,10062011,731 CONFEDERATE AVE SE,605,Grant Park,W,33.73453,-84.36552
BURGLARY-RESIDENCE,112791005,10062011,999 FERN AVE SE,304,Peoplestown,V,33.72718,-84.38537
LARCENY-NON VEHICLE,112781266,10052011,2539 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82403,-84.36328
BURGLARY-RESIDENCE,112780920,10052011,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528
LARCENY-FROM VEHICLE,112782389,10052011,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345
LARCENY-NON VEHICLE,112771207,10042011,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,112771947,10042011,2536 METROPOLITAN PKWY SW,309,Perkerson,X,33.68559,-84.40776
AUTO THEFT,112770510,10042011,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.7451,-84.50858
BURGLARY-NONRES,112760881,10032011,64 WILLIS MILL RD SW,405,Florida Heights,I,33.75121,-84.46621
ROBBERY-PEDESTRIAN,112761592,10032011,688 WOODROW STREET NW  ,112,Collier Heights,I,33.77512,-84.476
LARCENY-FROM VEHICLE,112762454,10032011,158 JOHN HOPE DR SW ,101,The Villages at Castleberry H,T,33.75033,-84.41045
LARCENY-FROM VEHICLE,112750143,10022011,685 GARIBALDI ST SW,303,Mechanicsville,V,33.73619,-84.39938
BURGLARY-RESIDENCE,112751238,10022011,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156
ROBBERY-PEDESTRIAN,112741867,10012011,2 DECATUR ST.,510,Downtown,M,33.75432,-84.3896
LARCENY-NON VEHICLE,112740324,10012011,2456 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75166,-84.46789
LARCENY-NON VEHICLE,123050156,10312012,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
AUTO THEFT,123051480,10312012,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73365,-84.40221
BURGLARY-RESIDENCE,123052456,10312012,1752 PRYOR RD SW,307,Betmar LaVilla,Y,33.70731,-84.39674
AUTO THEFT,123042668,10302012,1959 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.7008,-84.41018
LARCENY-FROM VEHICLE,123041201,10302012,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76124,-84.36391
ROBBERY-RESIDENCE,123041971,10302012,436 W LAKE AVE NW,107,Grove Park,J,33.7674,-84.44119
LARCENY-FROM VEHICLE,123030012,10292012,725 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77343,-84.36351
LARCENY-FROM VEHICLE,123031245,10292012,575 CHAPPELL RD NW,107,Bankhead,K,33.77103,-84.43354
LARCENY-NON VEHICLE,123032398,10292012,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
AUTO THEFT,123021624,10282012,2914 PEEK RD NW,112,Collier Heights,I,33.77532,-84.4818
AGG ASSAULT,123020347,10282012,4423 NORTHSIDE PKWY NW,201,Paces,A,33.86627,-84.45254
BURGLARY-RESIDENCE,122891280,10272012,2107 HOSEA L. WILLIAMS DR.,610,Kirkwood,O,33.75082,-84.3187
AUTO THEFT,123011440,10272012,625 OLIVER ST NW,103,English Avenue,L,33.77178,-84.41522
LARCENY-FROM VEHICLE,123012489,10272012,ABBOTT ST SW / BALDWIN ST SW,104,Harris Chiles,T,33.74631,-84.41978
AUTO THEFT,123000559,10262012,1987 OANA ST SW,306,Sylvan Hills,X,33.70032,-84.41346
LARCENY-NON VEHICLE,123001626,10262012,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
AUTO THEFT,123002496,10262012,428 CONNELL AVE SW,309,Perkerson,X,33.68274,-84.40341
BURGLARY-RESIDENCE,122991018,10252012,2700 PINE TREE RD NE,210,Pine Hills,B,33.82662,-84.3592
BURGLARY-NONRES,122991691,10252012,820 SIDNEY MARCUS BLVD,210,Lindbergh/Morosgo,B,33.8257,-84.36113
LARCENY-NON VEHICLE,122992368,10252012,1132 MATHEWS ST SW,402,West End,T,33.73448,-84.42485
LARCENY-FROM VEHICLE,122980893,10242012,533 Memorial Drive SE,605,Grant Park,W,33.74673,-84.36968
LARCENY-NON VEHICLE,122981864,10242012,1241 MORELAND AVE SE,607,Woodland Hills,W,33.72039,-84.34958
LARCENY-NON VEHICLE,122978043,10232012,8700 SPINE RD,706,,,33.64085,-84.43915
LARCENY-NON VEHICLE,122970895,10232012,2900 PHARR COURT SOUTH NW,206,Peachtree Heights West,B,33.83463,-84.38685
LARCENY-FROM VEHICLE,122971726,10232012,1408 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77082,-84.43435
LARCENY-FROM VEHICLE,122960081,10222012,250 PARK AVENUE WEST NW,508,Downtown,M,33.76116,-84.39438
AUTO THEFT,122961315,10222012,250 PHARR RD,206,Buckhead Village,B,33.83732,-84.3786
ROBBERY-PEDESTRIAN,122962187,10222012,50 UPPER ALABAMA ST SW,511,Downtown,M,33.75317,-84.39128
LARCENY-FROM VEHICLE,122950515,10212012,281 PETERS ST SW,507,Castleberry Hill,M,33.74709,-84.40257
BURGLARY-RESIDENCE,122951487,10212012,1229 WESTBORO DR SW,402,Oakland City,S,33.73219,-84.42787
AUTO THEFT,122940085,10202012,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.7778,-84.40865
LARCENY-NON VEHICLE,122941359,10202012,3755 CARMIA DR SW,414,Princeton Lakes,P,33.65629,-84.51134
ROBBERY-PEDESTRIAN,122930134,10192012,1964 NORTH AVE NW,107,Grove Park,J,33.76828,-84.45208
LARCENY-NON VEHICLE,122931682,10192012,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY-RESIDENCE,122932839,10192012,980 CONFEDERATE CT SE,607,Ormewood Park,W,33.72853,-84.36243
LARCENY-NON VEHICLE,122921697,10182012,1125 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77374,-84.35039
BURGLARY-RESIDENCE,122920128,10182012,1950 DETROIT AVE NW,107,Grove Park,J,33.76681,-84.45091
AUTO THEFT,122912819,10172012,534 ANGIER AVE NE,603,Old Fourth Ward,M,33.76654,-84.36976
BURGLARY-RESIDENCE,122910944,10172012,714 WINDSOR ST SW,303,Mechanicsville,V,33.7354,-84.39801
LARCENY-NON VEHICLE,122911955,10172012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-NON VEHICLE,122902294,10162012,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737
LARCENY-NON VEHICLE,122900828,10162012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
BURGLARY-RESIDENCE,122901487,10162012,1011 FAIR ST SW,104,Ashview Heights,T,33.74914,-84.42067
LARCENY-FROM VEHICLE,122891289,10152012,2345 COUNTRY CLUB LN SW,409,Southwest,R,33.6915,-84.49551
BURGLARY-NONRES,122891010,10152012,878 NORWOOD RD SE,308,Norwood Manor,Z,33.69718,-84.36085
LARCENY-FROM VEHICLE,122892107,10152012,518 BOULEVARD NE,603,Old Fourth Ward,M,33.76845,-84.3722
LARCENY-FROM VEHICLE,122880377,10142012,805 PIEDMONT AVE NE,505,Midtown,E,33.77659,-84.38127
AGG ASSAULT,122881391,10142012,251 RICHARDSON ST SW,303,Mechanicsville,V,33.74083,-84.39636
