crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
BURGLARY-RESIDENCE,102970198,10242010,1043 CONLEY RD SE,313,South River Gardens,Z,33.64877,-84.35604
LARCENY-FROM VEHICLE,102971698,10242010,222 PETERS ST SW,507,Castleberry Hill,M,33.74824,-84.40041
AUTO THEFT,102970689,10242010,950 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78374,-84.41819
LARCENY-NON VEHICLE,102961121,10232010,1543 MARY GEORGE AVE NW,110,Carver Hills,G,33.80163,-84.45971
LARCENY-FROM VEHICLE,102961503,10232010,3332 PEACHTREE RD NE,208,North Buckhead,B,33.84692,-84.37018
AUTO THEFT,102960369,10232010,100 10TH ST NW,503,Midtown,E,33.78095,-84.39033
AUTO THEFT,102952816,10232010,131 LITTLE ST SE,304,Summerhill,V,33.73296,-84.3836
AUTO THEFT,102950580,10222010,405 FAIRBURN RD SW,407,Wildwood (NPU-H),H,33.74367,-84.50959
LARCENY-FROM VEHICLE,102951265,10222010,3115 PIEDMONT RD NE,211,Peachtree Park,B,33.84156,-84.36947
BURGLARY-RESIDENCE,102951847,10222010,1120 PINE RIDGE RD NE,210,Pine Hills,B,33.84403,-84.34835
LARCENY-FROM VEHICLE,102940316,10212010,690 11TH ST NW,501,Home Park,E,33.78267,-84.40983
LARCENY-NON VEHICLE,102941098,10212010,100 MARIETTA ST NW,511,Downtown,M,33.7565,-84.39232
BURGLARY-RESIDENCE,102941836,10212010,113 FLORA AVE NE,609,Edgewood,O,33.75668,-84.34362
LARCENY-FROM VEHICLE,102931379,10212010,1214 OLEANDER ST,105,Hunter Hills,K,33.75486,-84.42704
LARCENY-FROM VEHICLE,102932104,10202010,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
LARCENY-FROM VEHICLE,102930765,10202010,910 GREENWOOD AVE NE,601,Virginia Highland,F,33.77691,-84.35756
BURGLARY-RESIDENCE,102931377,10202010,2037 HOLLYWOOD ROAD,203,Riverside,D,33.81101,-84.47091
LARCENY-FROM VEHICLE,102920582,10192010,1094 E CONFEDERATE AVE SE      ,607,Ormewood Park,W,33.72492,-84.35193
LARCENY-NON VEHICLE,102921540,10192010,3280 PEACHTREE RD NE,208,North Buckhead,B,33.84443,-84.3711
LARCENY-NON VEHICLE,102922436,10192010,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77094,-84.38178
LARCENY-FROM VEHICLE,102912229,10182010,466 NORTHSIDE DR NW,103,English Avenue,L,33.76726,-84.40495
LARCENY-NON VEHICLE,102911184,10182010,2155 MEADOR AVE SE,310,Swallow Circle/Baywood,Z,33.69536,-84.38075
LARCENY-FROM VEHICLE,102910408,10182010,835 OGLETHORPE AVE SW,401,West End,T,33.73592,-84.41564
BURGLARY-RESIDENCE,102911004,10182010,710 WINDSOR ST SW;,303,Mechanicsville,V,33.7355,-84.39801
LARCENY-FROM VEHICLE,102900366,10172010,265 PETERS ST SW,507,Castleberry Hill,M,33.74729,-84.40202
LARCENY-NON VEHICLE,102901161,10172010,1660 WELLSWOOD DR SE,607,Custer/McDonough/Guice,W,33.70917,-84.3558
LARCENY-NON VEHICLE,102891421,10162010,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
BURGLARY-RESIDENCE,102890087,10162010,1185 COLLIER RD NW,204,,C,33.81136,-84.42537
LARCENY-FROM VEHICLE,102890965,10162010,559 MORGAN ST NE,603,Old Fourth Ward,M,33.76899,-84.36894
BURGLARY-RESIDENCE,102881964,10152010,271 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.81413,-84.39643
AUTO THEFT,102880518,10152010,1760 NORTHSIDE DR NW,205,Channing Valley,C,33.80402,-84.40791
BURGLARY-RESIDENCE,102881338,10152010,1836 EVANS DR SW,306,Sylvan Hills,X,33.70385,-84.42219
LARCENY-FROM VEHICLE,102870478,10142010,385 LINDBERGH DR NE,211,Peachtree Hills,B,33.82132,-84.3755
LARCENY-FROM VEHICLE,102871192,10142010,3232 TALLON LANE SW,409,Southwest,R,33.70155,-84.49656
LARCENY-NON VEHICLE,102871667,10142010,WYNNWOOD DR SW / LARCHWOOD RD SW,405,Florida Heights,I,33.74763,-84.45843
AGG ASSAULT,102872627,10142010,3594 ROU ROYAL AVE SW,413,Rue Royal,P,33.68497,-84.50602
BURGLARY-RESIDENCE,102862041,10132010,1074 1ST ST NW,109,Carey Park,G,33.78428,-84.4672
BURGLARY-NONRES,102860230,10132010,1310 WHITE ST SW,402,West End,T,33.73712,-84.43044
LARCENY-FROM VEHICLE,102861165,10132010,2069 DELANO DR NE,610,Kirkwood,O,33.75506,-84.31986
LARCENY-FROM VEHICLE,102851454,10122010,435 10TH ST NE,503,Midtown,E,33.78168,-84.37298
BURGLARY-RESIDENCE,102852120,10122010,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782
LARCENY-FROM VEHICLE,102850492,10122010,881 GLEN ARDEN WAY NE,601,Virginia Highland,F,33.78475,-84.35837
BURGLARY-RESIDENCE,102851054,10122010,190 MARIETTA ST,603,Old Fourth Ward,M,33.77171,-84.37201
AUTO THEFT,102840442,10112010,1544 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79652,-84.36967
LARCENY-NON VEHICLE,102841098,10112010,660 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.765,-84.36578
LARCENY-FROM VEHICLE,102841540,10112010,PARK DR NE / PIEDMONT PARK NE,502,,E,33.78636,-84.37181
LARCENY-NON VEHICLE,102848052,10112010,CONCOURSE A @8700 SPINE RD ; DELTA DIRECT,50,,,33.64085,-84.43915
LARCENY-FROM VEHICLE,102831386,10102010,I-285 SB RAMP SW / ARTHUR LANGFORD EB RAMP SW,413,,P,33.68884,-84.50171
LARCENY-FROM VEHICLE,102830278,10102010,3377 PEACHTREE RD NE,210,Lenox,B,33.84779,-84.36633
LARCENY-FROM VEHICLE,102820554,10092010,2277 PEACHTREE RD NE,211,,E,33.81595,-84.39051
AGG ASSAULT,102821222,10092010,1849 FLAGLER AVE NE,213,Piedmont Heights,F,33.80524,-84.37534
ROBBERY-PEDESTRIAN,102820002,10092010,166 WARREN ST SE,610,Kirkwood,O,33.74863,-84.32604
LARCENY-NON VEHICLE,102811822,10082010,232 FORSYTH ST SW,512,Downtown,M,33.7485,-84.39664
LARCENY-NON VEHICLE,102811179,10082010,235 HOWELL TER SW,407,Adamsville,H,33.75181,-84.50512
AUTO THEFT,102800499,10072010,430 LINDBERGH DR NE,206,Garden Hills,B,33.82116,-84.37356
AUTO THEFT,102801176,10072010,2400 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.82006,-84.36502
BURGLARY-RESIDENCE,102802045,10072010,3893 BONNIE LN SE,313,South River Gardens,Z,33.64825,-84.35819
LARCENY-FROM VEHICLE,102790582,10062010,186 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74968,-84.40386
BURGLARY-RESIDENCE,102791319,10062010,2640 CHURCH ST NW,203,Riverside,D,33.80989,-84.47464
LARCENY-FROM VEHICLE,102792231,10062010,1362 CASCADE FALLS DR SW,409,Cascade Heights,I,33.7179,-84.49846
AUTO THEFT,102780600,10052010,1031 STATE ST NW,501,Home Park,E,33.7829,-84.39854
LARCENY-NON VEHICLE,102781186,10052010,3535 PEACHTREE RD NE,210,Lenox,B,33.85182,-84.3595
LARCENY-NON VEHICLE,102782019,10052010,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
AUTO THEFT,102770918,10042010,TRINITY AVE SW / BROAD ST SW,512,Downtown,M,33.75012,-84.39536
AUTO THEFT,102771564,10042010,HEADLAND DR SW / GREENBRIAR PKWY SW,411,Greenbriar,R,33.6899,-84.48829
BURGLARY-RESIDENCE,102770515,10042010,881 OAKHILL AVE SW;,301,Adair Park,V,33.7309,-84.40959
BURGLARY-RESIDENCE,102760467,10032010,1079 LEAH LN SE,612,East Atlanta,W,33.7266,-84.3297
LARCENY-NON VEHICLE,102761241,10032010,3376 PEACHTREE RD NE,208,North Buckhead,B,33.84934,-84.3664
LARCENY-NON VEHICLE,102752483,10022010,STELLA DR NW / POWERS FERRY RD NW,202,Chastain Park,A,33.87653,-84.39751
AUTO THEFT,102750122,10022010,2085 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69845,-84.40819
LARCENY-FROM VEHICLE,102750836,10022010,100 LUCKIE ST NW,508,Downtown,M,33.75738,-84.3893
LARCENY-NON VEHICLE,102742070,10012010,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278
AUTO THEFT,102740281,10012010,661 KILLIAN ST SE,605,Grant Park,W,33.73749,-84.36583
BURGLARY-NONRES,102741483,10012010,2115 MONROE DR NE,212,Piedmont Heights,F,33.81007,-84.3713
AUTO THEFT,113040624,10312011,199 MELLRICH AVE NE,610,Kirkwood,O,33.75826,-84.31255
BURGLARY-RESIDENCE,113041234,10312011,1206 NOBLE CREEK DR NW,204,Cross Creek,C,33.81463,-84.42364
LARCENY-NON VEHICLE,113041795,10312011,2020 CAMPBELLTON RD SW,409,Adams Park,R,33.70653,-84.45745
LARCENY-NON VEHICLE,113042262,10312011,3040 HEADLAND DR SW ,411,Greenbriar,R,33.68961,-84.48907
LARCENY-FROM VEHICLE,113022336,10302011,3 CHARLESTON AVE SE,307,Lakewood Heights,Y,33.70798,-84.37913
LARCENY-FROM VEHICLE,113031248,10302011,1380 ATLANTIC DR,501,Atlantic Station,E,33.79119,-84.39501
LARCENY-FROM VEHICLE,113021577,10292011,190 MARIETTA ST,507,Downtown,M,33.75757,-84.39487
LARCENY-NON VEHICLE,113020593,10292011,868 ROCK ST NW,102,Vine City,L,33.76194,-84.41583
LARCENY-NON VEHICLE,113021297,10292011,300 PETERS ST SW,507,Castleberry Hill,M,33.74651,-84.40219
LARCENY-FROM VEHICLE,113010758,10282011,3755 CARMIA DR SW,414,Princeton Lakes,P,33.6569,-84.51004
AUTO THEFT,113011595,10282011,69 JOHN WESLEY DOBBS AVE,510,Downtown,M,33.7572,-84.38795
LARCENY-FROM VEHICLE,113012336,10282011,275 BAKER ST,508,Downtown,M,33.76206,-84.39568
LARCENY-FROM VEHICLE,113000693,10272011,2285 METROPOLITAN PKWY SW,309,Perkerson,X,33.69195,-84.4086
LARCENY-NON VEHICLE,113001394,10272011,80 JESSE HILL JR DR SE @GRADY,510,Downtown,M,33.75168,-84.38198
LARCENY-NON VEHICLE,113002334,10272011,1801 HOWELL MILL RD NW;,204,Berkeley Park,D,33.80448,-84.41348
BURGLARY-RESIDENCE,112991914,10262011,1101 JONES AVE NW,110,Grove Park,J,33.78505,-84.45211
AUTO THEFT,112990656,10262011,521 HAROLD AVE NE,608,Lake Claire,N,33.76844,-84.33041
LARCENY-NON VEHICLE,112991298,10262011,1537 DONALD LEE HOLLOWELL PKWY NW,110,Grove Park,J,33.77189,-84.43829
AUTO THEFT,112980870,10252011,1200 GLENWOOD AVE SE,612,East Atlanta,W,33.74052,-84.34797
LARCENY-FROM VEHICLE,112981473,10252011,1450 PONCE DE LEON AVE NE,608,Druid Hills,N,33.77521,-84.33956
LARCENY-FROM VEHICLE,112942361,10252011,3535 PEACHTREE RD,210,Lenox,B,33.85182,-84.3595
AGG ASSAULT,112971348,10242011,1429 METROPOLITAN PKWY SW,301,Capitol View,X,33.71582,-84.40815
AGG ASSAULT,112970315,10242011,880 BRIARCLIFF TER NE ,601,Virginia Highland,F,33.77844,-84.35062
LARCENY-FROM VEHICLE,112971907,10242011,1745 PEACHTREE ST NE,207,Brookwood Hills,E,33.8018,-84.39187
BURGLARY-RESIDENCE,112960266,10232011,735 WILLOUGHBY WAY NE,603,Old Fourth Ward,M,33.76373,-84.36319
BURGLARY-RESIDENCE,112960941,10232011,44 ORMOND ST SE,304,Summerhill,V,33.73192,-84.3865
AUTO THEFT,112961469,10232011,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
AUTO THEFT,112952255,10222011,683 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77353,-84.4097
BURGLARY-RESIDENCE,112951413,10222011,2854 DELRAY DR NW,113,Lincoln Homes,G,33.79689,-84.47702
ROBBERY-PEDESTRIAN,112950544,10222011,970 SPRING ST NW,503,Midtown,E,33.78123,-84.38946
ROBBERY-PEDESTRIAN,112940300,10212011,2520 JONESBORO RD SE,308,Leila Valley,Z,33.68593,-84.36338
LARCENY-NON VEHICLE,112941356,10212011,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,112930377,10202011,3200 LENOX RD NE,210,Pine Hills,B,33.84221,-84.35822
BURGLARY-RESIDENCE,112931340,10202011,3715 FORREST PARK RD SE,313,South River Gardens,Z,33.65353,-84.35723
BURGLARY-RESIDENCE,112932779,10202011,2798 PEEK RD NW,112,Collier Heights,I,33.77743,-84.47815
LARCENY-FROM VEHICLE,112921101,10192011,73 CLIFTON ST SE,610,Kirkwood,O,33.75129,-84.33204
AGG ASSAULT,112921866,10192011,1040 MAYSON TURNER RD NW,105,Washington Park,K,33.76148,-84.42064
AUTO THEFT,112920069,10192011,1738 TAYLOR ST,204,Underwood Hills,D,33.80164,-84.42059
BURGLARY-NONRES,112910090,10182011,949 DILL AVE SW,301,Capitol View,X,33.71854,-84.41924
AUTO THEFT,112911199,10182011,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
LARCENY-NON VEHICLE,112911918,10182011,1800 PEACHTREE ST NW,207,Ardmore,E,33.80389,-84.39339
LARCENY-NON VEHICLE,112912602,10182011,2003 OAKVIEW RD SE,610,Kirkwood,O,33.75064,-84.32236
LARCENY-NON VEHICLE,112900314,10172011,548 NORTHSIDE DR NW,103,English Avenue,L,33.7697,-84.40508
AGG ASSAULT,112901140,10172011,259 RICHARDSON ST SW,303,Mechanicsville,V,33.74116,-84.39741
LARCENY-FROM VEHICLE,112901967,10172011,280 ELIZABETH ST NE,602,Inman Park,N,33.76212,-84.35805
LARCENY-FROM VEHICLE,112890640,10162011,76 4TH ST NW,505,Midtown,E,33.77487,-84.38975
AGG ASSAULT,112891478,10162011,2255 LENOX RD NE,213,Lindridge/Martin Manor,F,33.81576,-84.34887
LARCENY-FROM VEHICLE,112881915,10152011,3321 LENOX RD,210,Buckhead Heights,B,33.84629,-84.35714
BURGLARY-RESIDENCE,112880132,10152011,1065 MCDANIEL ST SW,302,Pittsburgh,V,33.7258,-84.40183
LARCENY-FROM VEHICLE,112881283,10152011,163 PONCE DE LEON AVE NE,505,Midtown,E,33.77211,-84.38209
LARCENY-FROM VEHICLE,112870345,10142011,8TH ST NW / SPRING ST NW,503,Midtown,E,33.77947,-84.38863
LARCENY-NON VEHICLE,112871593,10142011,71 UNIVERSITY AVE SW,304,Peoplestown,V,33.72157,-84.39007
AGG ASSAULT,112860039,10132011,1112 COLQUITT AVE NE,602,Inman Park,N,33.76519,-84.35064
LARCENY-FROM VEHICLE,112861068,10132011,855 PENN AVE NE,505,Midtown,E,33.77798,-84.37821
LARCENY-NON VEHICLE,112861765,10132011,2453 CORONET WAY NW,201,,C,33.8209,-84.44958
ROBBERY-PEDESTRIAN,112862761,10132011,1988 FLAT SHOALS RD SE,612,East Atlanta,W,33.72639,-84.3226
LARCENY-FROM VEHICLE,112851121,10122011,634 WESLEY DR NW,205,Memorial Park,C,33.81879,-84.40853
BURGLARY-RESIDENCE,112851578,10122011,455 FENNEL WAY SW,407,Wilson Mill Meadows,H,33.75059,-84.51813
AUTO THEFT,112852362,10122011,3790 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65709,-84.51235
LARCENY-NON VEHICLE,112841534,10112011,1194 MCDONALD DR SE,305,Chosewood Park,Y,33.72125,-84.38276
BURGLARY-RESIDENCE,112842326,10112011,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849
LARCENY-FROM VEHICLE,112840942,10112011,3861 ROSWELL RD NE,209,North Buckhead,B,33.8596,-84.37979
LARCENY-FROM VEHICLE,112830554,10102011,712 PASLEY AVE SE,612,East Atlanta,W,33.73477,-84.33725
LARCENY-FROM VEHICLE,112831222,10102011,1105 EUCLID AVE NE,602,Inman Park,N,33.76403,-84.35081
AGG ASSAULT,112831733,10102011,1600 STANTON RD SW,408,,R,33.71109,-84.44358
LARCENY-FROM VEHICLE,112822150,10102011,316 ALTOONA PL SW,404,Westview,T,33.74657,-84.4348
BURGLARY-RESIDENCE,112821533,10092011,751 FAIRBURN RD SW,407,Fairburn Mays,H,33.73454,-84.51059
AUTO THEFT,112820322,10092011,431 MARIETTA ST NW,504,Downtown,M,33.76495,-84.39684
LARCENY-FROM VEHICLE,112822290,10092011,43 MANGUM ST NW,507,Downtown,M,33.75526,-84.39931
AUTO THEFT,112812319,10082011,3493 DONALD L. HOLLOWELL PKWY,114,Bankhead Courts,H,33.79392,-84.50078
LARCENY-NON VEHICLE,112810409,10082011,267 PETERS ST SW,507,Castleberry Hill,M,33.74744,-84.40186
LARCENY-NON VEHICLE,112800187,10072011,197 SILVER SPRINGS CIR SW,405,Florida Heights,I,33.75048,-84.4655
AUTO THEFT,112801279,10072011,1944 PIEDMONT CIR NE,212,Piedmont Heights,F,33.81165,-84.36787
LARCENY-NON VEHICLE,112802045,10072011,277 FLAT SHOALS AVE SE,606,East Atlanta,W,33.74323,-84.34793
LARCENY-NON VEHICLE,112808030,10072011,7700 SPINE RD,703,,,33.63839,-84.44198
BURGLARY-RESIDENCE,112792134,10062011,75 HAMMOCK PL SE,304,Summerhill,V,33.74113,-84.38536
AUTO THEFT,112793037,10062011,1544 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79789,-84.37101
LARCENY-FROM VEHICLE,112791458,10062011,185 MONTAG CIR NE,602,Inman Park,N,33.76013,-84.36218
AUTO THEFT,112780188,10052011,990 NEW TOWN CIR SE,308,Cascade Avenue/Road,S,33.72553,-84.4627
BURGLARY-RESIDENCE,112781907,10052011,2167 PANSY ST NW,108,Dixie Hills,J,33.75843,-84.45892
AUTO THEFT,112770935,10042011,2900 PHARR COURT S,206,Peachtree Heights West,B,33.83477,-84.38598
LARCENY-NON VEHICLE,112771520,10042011,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,112772570,10042011,1034 MARYLAND AVE NE ,601,Virginia Highland,F,33.78279,-84.35717
AUTO THEFT,112760614,10032011,1418 LAVENDER DR NW,105,Hunter Hills,K,33.76118,-84.43458
LARCENY-NON VEHICLE,112761425,10032011,625 PIEDMONT AVE NE,505,Midtown,E,33.77153,-84.38144
LARCENY-FROM VEHICLE,112762194,10032011,488 EDGEWOOD AVE,604,Old Fourth Ward,M,33.7543,-84.37215
ROBBERY-PEDESTRIAN,112752185,10022011,550 WOODWARD AVE SE,605,Grant Park,W,33.7457,-84.36949
BURGLARY-RESIDENCE,112750802,10022011,972 DUNNING ST SE,304,Peoplestown,V,33.72806,-84.38686
LARCENY-NON VEHICLE,112751834,10022011,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
BURGLARY-RESIDENCE,112742500,10012011,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623
LARCENY-NON VEHICLE,112741371,10012011,315 GLENN ST SW,303,Mechanicsville,V,33.73833,-84.39806
AGG ASSAULT,123051221,10312012,2661 BEELER DR SW,309,Perkerson,X,33.68233,-84.40162
AGG ASSAULT,123052112,10312012,228 TROY ST NW,105,Hunter Hills,K,33.76119,-84.42656
LARCENY-NON VEHICLE,123042774,10302012,1003 MCDANIEL ST SW,302,Pittsburgh,V,33.72757,-84.40192
AUTO THEFT,123040599,10302012,1783 JOHNSON RD NW,110,Rockdale,G,33.78541,-84.44539
BURGLARY-RESIDENCE,123041675,10302012,7 BISBEE AVE SE,305,South Atlanta,Y,33.71621,-84.38804
BURGLARY-RESIDENCE,123012705,10302012,880 GLENWOOD AVE,606,Grant Park,W,33.73991,-84.35917
BURGLARY-RESIDENCE,123030900,10292012,2155 FORREST PARK RD SE,308,Norwood Manor,Z,33.69534,-84.3605
LARCENY-NON VEHICLE,123031895,10292012,1107 EUCLID AVE NE,602,Inman Park,N,33.76408,-84.35075
BURGLARY-RESIDENCE,123021403,10282012,656 JETT ST NW,103,English Avenue,L,33.76703,-84.40897
BURGLARY-RESIDENCE,123022274,10282012,1173 OAKLAND LN SW,403,Oakland City,S,33.71965,-84.42687
LARCENY-FROM VEHICLE,123020987,10282012,141 WATSON CIR SE,611,Kirkwood,O,33.74857,-84.31557
LARCENY-FROM VEHICLE,123011214,10272012,589 CAMERON ST SE,605,Grant Park,W,33.73834,-84.36544
LARCENY-NON VEHICLE,123012085,10272012,854 OAK ST SW,401,West End,T,33.74057,-84.41685
AUTO THEFT,123003035,10262012,1050 FOREST VALLEY DR SE,313,South River Gardens,Z,33.65081,-84.35644
LARCENY-NON VEHICLE,123001275,10262012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-NON VEHICLE,123002164,10262012,976 GRANT ST SE,605,Grant Park,W,33.72771,-84.37616
AUTO THEFT,122990524,10252012,1870 CAMPBELLTON RD SW,408,,R,33.70939,-84.44964
ROBBERY-COMMERCIAL,122991447,10252012,824 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77282,-84.41423
BURGLARY-RESIDENCE,122992144,10252012,751 FAIRBURN RD SW,407,Fairburn Mays,H,33.73454,-84.51059
LARCENY-NON VEHICLE,122980525,10242012,1901 MACARTHUR BLVD NW,203,Bolton,D,33.81336,-84.44972
LARCENY-FROM VEHICLE,122981474,10242012,910 8TH ST NE,503,Midtown,E,33.77951,-84.37766
LARCENY-NON VEHICLE,122982455,10242012,50 LOWER ALABAMA ST (UNDERGROUND),511,Downtown,M,33.75194,-84.38964
BURGLARY-NONRES,122970200,10232012,2975 HEADLAND DR SW,411,Greenbriar,R,33.69168,-84.4872
LARCENY-NON VEHICLE,122971436,10232012,670 METROPOLITAN PKWY SW,302,Pittsburgh,V,33.73761,-84.4078
AUTO THEFT,122972304,10232012,1400 W MARIETTA ST NW,106,Rockdale,G,33.78729,-84.43575
AUTO THEFT,122961202,10222012,MCDANIEL @ I-20 EXPRESS WAY ,303,Mechanicsville,V,33.7426,-84.40352
LARCENY-FROM VEHICLE,122961722,10222012,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602
BURGLARY-RESIDENCE,123181315,10222012,22 HOLLY DOWNS CT NW,501,Home Park,E,33.7849,-84.39629
LARCENY-FROM VEHICLE,122951110,10212012,1172 NORTH AVE ,602,Candler Park,N,33.77116,-84.34793
AGG ASSAULT,122952091,10212012,1568 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77151,-84.4397
AUTO THEFT,122940973,10202012,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73365,-84.40221
ROBBERY-PEDESTRIAN,122942438,10202012,1926 MARKONE ST NW,107,Grove Park,J,33.76972,-84.45003
LARCENY-NON VEHICLE,122931372,10192012,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
AUTO THEFT,122932428,10192012,529 GRESHAM AVE SE,612,East Atlanta,W,33.73972,-84.34601
LARCENY-NON VEHICLE,122921470,10182012,1901 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70228,-84.40817
ROBBERY-COMMERCIAL,122922404,10182012,3015 JONESBORO RD SE,312,Orchard Knob,Z,33.67229,-84.37254
LARCENY-NON VEHICLE,122921236,10182012,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532
LARCENY-FROM VEHICLE,122910544,10172012,942 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77391,-84.35653
LARCENY-FROM VEHICLE,122911491,10172012,1062 ARGONNE AVE NE,503,Midtown,E,33.7816,-84.37776
AUTO THEFT,122912675,10172012,594 WIMBLEDON RD NE,212,Piedmont Heights,F,33.80656,-84.36741
LARCENY-FROM VEHICLE,122900523,10162012,3756 CRANFORD DR SW,412,Cascade Green,P,33.71328,-84.50563
LARCENY-FROM VEHICLE,122901185,10162012,1158 SPRING VALLEY LN NE,213,Morningside/Lenox Park,F,33.79196,-84.34905
BURGLARY-RESIDENCE,122891481,10152012,776 ROCHELLE DR SW,402,West End,T,33.73405,-84.43317
AUTO THEFT,122890653,10152012,455 FULTON ST SW,303,Mechanicsville,V,33.74173,-84.40283
ROBBERY-PEDESTRIAN,122891933,10152012,2500 CENTER ST NW,113,Carey Park,G,33.79092,-84.47306
BURGLARY-RESIDENCE,122892773,10152012,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807
LARCENY-FROM VEHICLE,122881171,10142012,1661 LA FRANCE ST NE,609,Edgewood,O,33.76103,-84.33185
AGG ASSAULT,122881856,10142012,3350 GILEAD RD SW,409,Southwest,R,33.6982,-84.49859
BURGLARY-RESIDENCE,122871855,10132012,698 SHELTON AVE SW,301,Adair Park,V,33.73424,-84.41066
