crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-NON VEHICLE,102981827,10252010,1955 COMPTON DR SE ,307,Lakewood Heights,Y,33.7009,-84.38279
LARCENY-FROM VEHICLE,102980557,10252010,2129 CAMPBELLTON RD SW,409,Adams Park,R,33.70645,-84.45846
AGG ASSAULT,102981121,10252010,2116 BARGE RD SW,412,Briar Glen,P,33.69798,-84.50591
BURGLARY-RESIDENCE,102970002,10242010,3106 ABBEY DR SW,414,Princeton Lakes,P,33.667,-84.50861
LARCENY-NON VEHICLE,102971524,10242010,1567 MELROSE DR SW,306,Sylvan Hills,X,33.71208,-84.42252
AGG ASSAULT,102970543,10242010,230 AMAL DR,307,Betmar LaVilla,Y,33.70691,-84.39517
LARCENY-NON VEHICLE,102960945,10242010,1034 EUCLID AVE NE,602,Inman Park,N,33.76238,-84.35342
LARCENY-NON VEHICLE,102961438,10232010,30 ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75365,-84.39118
AGG ASSAULT,102960094,10232010,2079 JOSEPH E BOONE,108,Grove Park,J,33.76401,-84.45609
AGG ASSAULT,102962510,10232010,151 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68148,-84.39422
LARCENY-FROM VEHICLE,102950352,10222010,4515 GREEN CUP LN SW,412,Midwest Cascade,Q,33.72907,-84.53763
AUTO THEFT,102951121,10222010,1745 PEACHTREE ST NE,207,Brookwood Hills,E,33.79939,-84.39207
LARCENY-NON VEHICLE,102951726,10222010,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278
AUTO THEFT,102940177,10212010,1380 ATLANTIC DR NW,501,Atlantic Station,E,33.79282,-84.39779
LARCENY-FROM VEHICLE,102941027,10212010,3181 DONALD LEE HOLLOWELL NW,113,Brookview Heights,G,33.78619,-84.49113
ROBBERY-PEDESTRIAN,102941615,10212010,2016 REYNOLDS DR SW,307,Lakewood Heights,Y,33.69896,-84.40055
LARCENY-FROM VEHICLE,102942468,10212010,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126
LARCENY-NON VEHICLE,102932004,10202010,186 1ST ST SW,104,Ashview Heights,T,33.74966,-84.42518
LARCENY-FROM VEHICLE,102930486,10202010,1195 OAKLAND LN SW,403,Oakland City,S,33.71965,-84.42723
ROBBERY-PEDESTRIAN,102931314,10202010,1001 PIEDMONT AVE NE,502,Midtown,E,33.78202,-84.38022
BURGLARY-RESIDENCE,102920313,10192010,883 CAPITOL VIEW AVE NW,109,Center Hill,J,33.77918,-84.46701
BURGLARY-RESIDENCE,102921387,10192010,3144 HOGAN RD.  SW,411,Greenbriar,R,33.67739,-84.4913
AGG ASSAULT,102922198,10192010,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144
LARCENY-FROM VEHICLE,102912154,10182010,777 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77361,-84.36187
AUTO THEFT,102912037,10182010,2176 COUNTY LINE RD SW,413,Elmco Estates,P,33.69526,-84.53435
BURGLARY-NONRES,102910176,10182010,3050 STONE HOGAN CONN SW,411,Greenbriar,R,33.67808,-84.49554
LARCENY-NON VEHICLE,102910889,10182010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
LARCENY-FROM VEHICLE,102900238,10172010,1008 PARSONS ST SW,104,Ashview Heights,T,33.75096,-84.42085
AUTO THEFT,102900972,10172010,464 EDGEWOOD AVE,604,Sweet Auburn,M,33.75448,-84.37234
BURGLARY-RESIDENCE,102891286,10162010,1707 BREWER BLVD SW,306,Sylvan Hills,X,33.70846,-84.41703
AUTO THEFT,102892022,10162010,SPRING ST NW / WALTON ST NW,508,Downtown,M,33.75752,-84.39191
AGG ASSAULT,102890741,10162010,633 PARKWAY DR NE,603,Old Fourth Ward,M,33.77163,-84.37267
LARCENY-FROM VEHICLE,102881764,10152010,W PEACHTREE ST NE / 13TH ST NE,503,Midtown,E,33.78572,-84.38782
LARCENY-NON VEHICLE,102880147,10152010,610 SPRING STREET,509,Downtown,M,33.77101,-84.38895
BURGLARY-RESIDENCE,102881057,10152010,2156 MONTROSE AVE SW,409,Adams Park,R,33.71919,-84.45901
ROBBERY-PEDESTRIAN,102870388,10142010,640 BOULEVARD NE,603,Old Fourth Ward,M,33.77205,-84.37186
LARCENY-FROM VEHICLE,102871035,10142010,2640 METROPOLITAN PKWY SW,309,Perkerson,X,33.68243,-84.40766
LARCENY-FROM VEHICLE,102871558,10142010,702 PARSONS ST  SW,101,Atlanta University Center,T,33.75126,-84.41046
AGG ASSAULT,102872401,10142010,2980 DELMAR LN NW,111,,I,33.75517,-84.48481
LARCENY-FROM VEHICLE,102861878,10132010,324 4TH ST NE,506,Midtown,E,33.77451,-84.37665
LARCENY-FROM VEHICLE,102862316,10132010,1783 CHESHIRE BRIDGE RD,213,Morningside/Lenox Park,F,33.80814,-84.36397
LARCENY-FROM VEHICLE,102861032,10132010,2231 CAMPBELLTON RD SW,409,Adams Park,R,33.70537,-84.46151
BURGLARY-RESIDENCE,102851293,10122010,2218 STAR MIST DR SW,409,Southwest,R,33.69601,-84.4906
BURGLARY-NONRES,102852008,10122010,1890 METROPOLITAN PKWY,306,Sylvan Hills,X,33.70286,-84.40807
LARCENY-FROM VEHICLE,102850401,10122010,1117 VIRGINIA AVE NE,601,Virginia Highland,F,33.78182,-84.35066
BURGLARY-RESIDENCE,102850947,10122010,1241 ORMEWOOD AVE SE,612,East Atlanta,W,33.73381,-84.34687
AUTO THEFT,102840324,10112010,1092 SHELBY PL SE,607,Woodland Hills,W,33.72371,-84.35181
LARCENY-NON VEHICLE,102840996,10112010,336 ADELLE ST SE,307,Lakewood Heights,Y,33.70108,-84.37797
BURGLARY-RESIDENCE,102841476,10112010,517 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8225,-84.37031
LARCENY-FROM VEHICLE,102842141,10112010,3155 PEACHTREE RD NE,206,Buckhead Village,B,33.84187,-84.37247
AUTO THEFT,102831163,10102010,3011 CAMPBELLTON RD SW,409,Southwest,R,33.69638,-84.48726
AUTO THEFT,102831003,10102010,1020 BOULEVARD SE,605,Grant Park,W,33.72657,-84.36817
LARCENY-NON VEHICLE,102820192,10092010,2020 BOLTON RD NW,203,Riverside,D,33.81125,-84.47594
LARCENY-NON VEHICLE,102821030,10092010,1668 EASTLAND ROAD S.E.,612,East Atlanta,W,33.71898,-84.33038
LARCENY-NON VEHICLE,102822013,10092010,660 BOULEVARD NE,603,Old Fourth Ward,M,33.77234,-84.3718
AUTO THEFT,102811608,10082010,1055 KATHERWOOD DR SW,306,Sylvan Hills,X,33.7103,-84.42284
LARCENY-NON VEHICLE,102810950,10082010,3400 STRATFORD RD,503,Midtown,E,33.77958,-84.37504
BURGLARY-RESIDENCE,102800416,10072010,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51322
LARCENY-NON VEHICLE,102801059,10072010,2780 3RD AVE SW,311,Hammond Park,X,33.67913,-84.40151
LARCENY-NON VEHICLE,102801827,10072010,255 COURTLAND ST NE,509,Downtown,M,33.76157,-84.38314
LARCENY-NON VEHICLE,102790355,10062010,2950 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75324,-84.4853
LARCENY-NON VEHICLE,102791141,10062010,2230 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81592,-84.35268
AGG ASSAULT,102792039,10062010,505 FULTON ST SW,303,Mechanicsville,V,33.74182,-84.40329
BURGLARY-RESIDENCE,102780452,10052010,3655 TUXEDO RD NW,202,Tuxedo Park,A,33.85388,-84.39925
LARCENY-NON VEHICLE,102781022,10052010,1788 ELSWORTH INDUSTRIAL BLVD,204,Underwood Hills,D,33.80415,-84.42757
BURGLARY-RESIDENCE,102781886,10052010,2203 SANDRIDGE PL SW,412,Sandlewood Estates,P,33.70303,-84.54409
LARCENY-FROM VEHICLE,102772065,10042010,I-20 WB EXPY NW / HAMILTON E HOLMES DR NW,108,Dixie Hills,J,33.75709,-84.4689
ROBBERY-PEDESTRIAN,102771397,10042010,42 AUBURN AVE NE,510,Downtown,M,33.75593,-84.38639
AUTO THEFT,102770293,10042010,250 AUBURN AVE NE,510,Downtown,M,33.75575,-84.37958
AUTO THEFT,102760161,10032010,375 18TH ST NW,501,Atlantic Station,E,33.79163,-84.40099
AGG ASSAULT,102761119,10032010,668 SMITH ST SW,303,Mechanicsville,V,33.73676,-84.4007
LARCENY-NON VEHICLE,102761919,10032010,1100 IRA ST SW,302,Pittsburgh,V,33.72487,-84.3998
AGG ASSAULT,102752211,10022010,3020 DELMAR LN NW,111,,I,33.75532,-84.48624
LARCENY-FROM VEHICLE,102750636,10022010,226 COURTLAND ST NE,507,Downtown,M,33.76051,-84.38429
AUTO THEFT,102751502,10022010,888 RALPH D. ABERNATHY,401,West End,T,33.738,-84.41691
ROBBERY-PEDESTRIAN,102742730,10012010,950 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77391,-84.35634
BURGLARY-RESIDENCE,102741387,10012010,1437 AKRIDGE ST NW,105,Hunter Hills,K,33.75849,-84.43502
LARCENY-NON VEHICLE,113040259,10312011,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
LARCENY-NON VEHICLE,113041117,10312011,4040 TELL RD SW,413,Fairburn Tell,P,33.6798,-84.5205
BURGLARY-RESIDENCE,113041640,10312011,34 LAKEVIEW DR NE,610,Kirkwood,O,33.7523,-84.31384
AUTO THEFT,113042149,10312011,3201 MARTIN L KING JR DR NW @ADAMSVILLE RECREATIO,111,,I,33.75392,-84.49196
LARCENY-NON VEHICLE,113030835,10302011,1241 MORELAND AVE SE,607,Woodland Hills,W,33.72055,-84.35045
ROBBERY-PEDESTRIAN,113031055,10302011,900 CONLEY RD SE,313,South River Gardens,Z,33.64985,-84.36127
AUTO THEFT,113022396,10292011,259 RICHARDSON ST SW,303,Mechanicsville,V,33.74116,-84.39741
AUTO THEFT,113020262,10292011,54 HAMMOCK PL SE,304,Grant Park,W,33.73687,-84.37381
LARCENY-FROM VEHICLE,113021127,10292011,2200 PEACHTREE RD.,205,Lenox,B,33.84676,-84.36212
AUTO THEFT,113010620,10282011,816 DIXIE AVE NE,602,Inman Park,N,33.75684,-84.36087
LARCENY-FROM VEHICLE,113011380,10282011,3290 NORTHSIDE PKWY NW,201,,C,33.84526,-84.42668
LARCENY-FROM VEHICLE,113012110,10282011,630 TRAVIS ST NW,103,English Avenue,L,33.77159,-84.40876
LARCENY-NON VEHICLE,113000597,10272011,2200 WISTERIA WAY NE,610,Kirkwood,O,33.76172,-84.31545
LARCENY-NON VEHICLE,113001295,10272011,3535 PEACHTREE RD NE,210,Lenox,B,33.85182,-84.3595
BURGLARY-RESIDENCE,113002149,10272011,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265
LARCENY-NON VEHICLE,112991763,10262011,4025 TUXEDO RD NW,202,Chastain Park,A,33.86427,-84.39295
AUTO THEFT,112990482,10262011,3350 MOUNT GILEAD RD SW,409,Southwest,R,33.6982,-84.49859
LARCENY-NON VEHICLE,112991147,10262011,2 PEACHTREE ST SW,511,Downtown,M,33.75409,-84.39054
LARCENY-NON VEHICLE,112980794,10252011,4360 POWERS FERRY RD NW,202,Chastain Park,A,33.87377,-84.39995
BURGLARY-RESIDENCE,112981308,10252011,1371 KIMBERLY RD SW,412,Ashley Courts,P,33.71871,-84.52137
BURGLARY-RESIDENCE,112982143,10252011,501 DARGAN PL SW,401,West End,T,33.74135,-84.42555
LARCENY-NON VEHICLE,112971145,10242011,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212
ROBBERY-PEDESTRIAN,112971662,10242011,1176 MEMORIAL  DR,609,Edgewood,O,33.74784,-84.34875
BURGLARY-RESIDENCE,112970761,10242011,1571 DEAUVILLE CT NW,110,Carver Hills,G,33.79813,-84.45657
LARCENY-FROM VEHICLE,112960105,10232011,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554
LARCENY-NON VEHICLE,112960850,10232011,1943 PEACHTREE RD NE;,207,Brookwood Hills,E,33.80799,-84.39355
LARCENY-FROM VEHICLE,112961344,10232011,210 PEACHTREE ST NW,508,Downtown,M,33.75943,-84.38837
LARCENY-NON VEHICLE,112951980,10222011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-FROM VEHICLE,112951314,10222011,1605 BOULEVARD LORRAINE SW,409,Adams Park,R,33.71263,-84.46121
LARCENY-FROM VEHICLE,112950283,10222011,800 MARIETTA ST NW,504,Marietta Street Artery,E,33.77381,-84.40575
BURGLARY-RESIDENCE,112932682,10212011,81 MOURY AVE SE,305,South Atlanta,Y,33.71314,-84.38681
LARCENY-FROM VEHICLE,112941176,10212011,960 SPRING ST NW,503,Midtown,E,33.78081,-84.38928
BURGLARY-RESIDENCE,112942195,10212011,1356 HARTFORD AVE SW,301,Capitol View,X,33.71768,-84.41699
LARCENY-FROM VEHICLE,112931228,10202011,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528
LARCENY-FROM VEHICLE,112930319,10202011,120 STAFFORD ST SW,104,Mozley Park,K,33.75162,-84.42689
LARCENY-NON VEHICLE,112932629,10202011,692 BROOKLINE ST SW,301,Adair Park,V,33.72691,-84.41023
LARCENY-FROM VEHICLE,112921715,10192011,40 ELLIS ST NE,510,Downtown,M,33.75849,-84.3858
LARCENY-NON VEHICLE,112922431,10192011,3540 WOODHAVEN RD NW,202,Tuxedo Park,A,33.85159,-84.39984
LARCENY-NON VEHICLE,112920809,10192011,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687
BURGLARY-RESIDENCE,112911079,10182011,1741 LIBERTY,204,Bolton,D,33.8174,-84.44029
LARCENY-NON VEHICLE,112911618,10182011,253 PETERS ST SW,507,Castleberry Hill,M,33.74751,-84.40178
BURGLARY-NONRES,112912508,10182011,2183 VERBENA ST NW,108,Dixie Hills,J,33.75528,-84.46013
ROBBERY-PEDESTRIAN,112902697,10172011,540 SYDNEY ST SE,605,Grant Park,W,33.74114,-84.36953
RAPE,112900964,10172011,100 BELL ST SE,604,Sweet Auburn,M,33.75159,-84.37926
BURGLARY-RESIDENCE,112901736,10172011,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849
LARCENY-FROM VEHICLE,112890417,10162011,732 9TH ST NW,501,Home Park,E,33.78053,-84.41097
AUTO THEFT,112891349,10162011,2789 NARRON CT SW,414,Deerwood,P,33.67792,-84.50784
BURGLARY-RESIDENCE,112881658,10152011,1474 ALLENE AVE SW,301,Capitol View,X,33.7146,-84.41264
AUTO THEFT,112882633,10152011,419 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75419,-84.37389
LARCENY-FROM VEHICLE,112880949,10152011,2716 DEERWOOD LN SW,414,Ben Hill,P,33.67295,-84.51518
HOMICIDE,112872343066,10142011,1980 DONALD LEE HOLLOWELL NW,107,Grove Park,J,33.77593,-84.44938
LARCENY-NON VEHICLE,112871382,10142011,204 RUMSON RD NE,206,Garden Hills,B,33.83103,-84.38063
AGG ASSAULT,112872786,10142011,759 MERCER ST SE,605,Grant Park,W,33.73538,-84.36219
AUTO THEFT,112860906,10132011,3359 WOODHAVEN RD NW,202,Tuxedo Park,A,33.84711,-84.39727
LARCENY-NON VEHICLE,112861610,10132011,1241 MORELAND AVE SE,607,Woodland Hills,W,33.72055,-84.35045
ROBBERY-COMMERCIAL,112862291,10132011,3835 CAMPBELLTON RD SW,412,Kings Forest,P,33.6912,-84.5138
BURGLARY-NONRES,112850922,10122011,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77108,-84.37227
LARCENY-FROM VEHICLE,112851489,10122011,161 SCOTT ST NW,105,Hunter Hills,K,33.75936,-84.43222
BURGLARY-RESIDENCE,112852150,10122011,660 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76462,-84.36561
LARCENY-FROM VEHICLE,112841372,10112011,1311 FULTON INDUSTRIAL BLVD NW,114,Bankhead/Bolton,H,33.78758,-84.4977
LARCENY-NON VEHICLE,112842106,10112011,2539 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82403,-84.36328
AUTO THEFT,112840779,10112011,1095 BLUE RIDGE AVE NE,602,Poncey-Highland,N,33.77233,-84.35154
AUTO THEFT,112830217,10102011,564 BECKWITH CT SW,101,Atlanta University Center,T,33.75195,-84.40574
LARCENY-FROM VEHICLE,112831041,10102011,112 ATLANTA AVE SW,304,Peoplestown,V,33.73032,-84.39155
LARCENY-NON VEHICLE,112831617,10102011,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468
AUTO THEFT,112832174,10102011,2010 BAKER RD NW,107,Grove Park,J,33.76975,-84.45279
AUTO THEFT,112821363,10092011,852 MARIETTA BLVD NW,106,Knight Park/Howell Station,K,33.77817,-84.42696
LARCENY-FROM VEHICLE,112820178,10092011,492 LARKIN ST SW,507,Castleberry Hill,M,33.7476,-84.4037
AUTO THEFT,112821016,10092011,809 MAGNOLIA WAY NW,102,Vine City,L,33.75823,-84.41411
LARCENY-FROM VEHICLE,112812260,10082011,60 PEACHTREE CIR,502,Ansley Park,E,33.79042,-84.38349
AUTO THEFT,112811451,10082011,33 JAMES P BRAWLEY DR NW,102,Vine City,L,33.75561,-84.41254
AUTO THEFT,112810046,10082011,900 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70837,-84.36007
AGG ASSAULT,112801063,10072011,3423 PIEDMONT RD NE,208,North Buckhead,B,33.84791,-84.37336
LARCENY-FROM VEHICLE,112801924,10072011,845 CHARLES ALLEN DR NE,506,Midtown,E,33.77784,-84.37266
AGG ASSAULT,112802651,10072011,911 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.76366,-84.41734
LARCENY-FROM VEHICLE,112791876,10062011,2672 OLD HAPEVILLE RD SW @APS CLEVELAND ES,310,Browns Mill Park,Z,33.68273,-84.39258
ROBBERY-PEDESTRIAN,112792815,10062011,378 9TH ST NE,503,Midtown,E,33.78082,-84.37486
ROBBERY-PEDESTRIAN,112791201,10062011,60 COCA COLA PL SE ,510,Downtown,M,33.75279,-84.37984
AUTO THEFT,112781560,10052011,3033 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68065,-84.49392
AUTO THEFT,112781715,10052011,460 AUBURN AVE NE,604,Sweet Auburn,M,33.75571,-84.37254
ROBBERY-PEDESTRIAN,112782743,10052011,45 RANDOLF ST NE,604,Old Fourth Ward,M,33.75548,-84.36773
AUTO THEFT,112771403,10042011,2875 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69731,-84.41097
LARCENY-FROM VEHICLE,112772434,10042011,979 LANIER BLVD NE,601,Virginia Highland,F,33.78144,-84.35244
BURGLARY-RESIDENCE,112760036,10032011,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623
LARCENY-NON VEHICLE,112761229,10032011,3450 FORREST PARK RD SE,313,South River Gardens,Z,33.65971,-84.35487
BURGLARY-RESIDENCE,112762016,10032011,183 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38507
LARCENY-FROM VEHICLE,112751964,10022011,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051
ROBBERY-PEDESTRIAN,112750554,10022011,19 HILLIARD ST NE,604,Sweet Auburn,M,33.7549,-84.37649
ROBBERY-RESIDENCE,112751609,10022011,324 8TH ST NE,503,Midtown,E,33.77959,-84.37666
AUTO THEFT,112742199,10012011,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76128,-84.37323
LARCENY-FROM VEHICLE,112741109,10012011,248 TRINITY AVE SW,512,Downtown,M,33.75048,-84.39599
LARCENY-FROM VEHICLE,123050845,10312012,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937
BURGLARY-NONRES,123051930,10312012,574 FAIRBURN RD NW,114,Fairburn Heights,H,33.7709,-84.50049
AUTO THEFT,123052688,10312012,236 PEACHTREE ST SW,512,Downtown,M,33.74805,-84.39517
LARCENY-FROM VEHICLE,123040476,10302012,1161 OAK ST SW,401,West End,T,33.74106,-84.42582
BURGLARY-RESIDENCE,123041466,10302012,2685 FAIRBURN RD SW,413,Fairburn Tell,P,33.68098,-84.51561
BURGLARY-RESIDENCE,123042332,10302012,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299
AUTO THEFT,123030722,10292012,400 17TH ST NW,501,Atlantic Station,E,33.78959,-84.40165
BURGLARY-RESIDENCE,123031524,10292012,1290 EASTRIDGE RD SW,408,Venetian Hills,S,33.72019,-84.44468
LARCENY-FROM VEHICLE,123021264,10282012,90 SIMPSON ST NW,508,Downtown,M,33.76321,-84.39075
AUTO THEFT,123021964,10282012,537 PARK AVE SE @GRANT PARK,605,Grant Park,W,33.74031,-84.37167
LARCENY-FROM VEHICLE,123020804,10282012,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70695,-84.37414
LARCENY-NON VEHICLE,123010764,10272012,215 FORSYTH ST SW,512,Downtown,M,33.74799,-84.3973
LARCENY-FROM VEHICLE,123011878,10272012,3170 ABBEY DR SW,414,Princeton Lakes,P,33.66746,-84.51237
BURGLARY-RESIDENCE,123012875,10272012,2001 SYLVAN RD SW,306,Sylvan Hills,X,33.69981,-84.4184
BURGLARY-RESIDENCE,123000963,10262012,1273 ALMONT DR SW,403,Oakland City,S,33.72612,-84.42952
AGG ASSAULT,123001974,10262012,205 PARK AVE WEST SW,508,Downtown,M,33.76224,-84.39533
LARCENY-FROM VEHICLE,123002840,10262012,655 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76133,-84.36687
BURGLARY-RESIDENCE,122991269,10252012,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067
BURGLARY-RESIDENCE,122992021,10252012,2050 GRANGE DR SE,308,Thomasville Heights,Z,33.69898,-84.35945
LARCENY-FROM VEHICLE,122992678,10252012,500 10TH ST NE ,502,,E,33.78186,-84.373
BURGLARY-RESIDENCE,122981275,10242012,1982 SAND DOLLAR CT SW,412,Sandlewood Estates,P,33.70175,-84.54167
BURGLARY-NONRES,122982224,10242012,500 MCWILLIAMS RD SE,310,Lakewood,Z,33.68891,-84.37276
LARCENY-FROM VEHICLE,122972800,10232012,595 NORTH AVE NW,103,English Avenue,L,33.77013,-84.40695
LARCENY-NON VEHICLE,122971201,10232012,1144 MAILING AVE SE,305,Chosewood Park,Y,33.72383,-84.37473
LARCENY-NON VEHICLE,122972015,10232012,1111 EUCLID AVE NE,602,Inman Park,N,33.764,-84.35057
ROBBERY-COMMERCIAL,122961009,10222012,1885 JONESBORO RD SE,307,Lakewood Heights,Y,33.7032,-84.37701
AGG ASSAULT,122961533,10222012,434 PEEPLES ST SW,104,Harris Chiles,T,33.74299,-84.42039
ROBBERY-PEDESTRIAN,122962470,10222012,949 WASHINGTON ST SW,304,Peoplestown,V,33.72911,-84.39106
AUTO THEFT,122950897,10212012,690 UTOY CIR SW,407,Ridgecrest Forest,H,33.74284,-84.52416
LARCENY-FROM VEHICLE,122951821,10212012,1968 PEACHTREE RD NW,207,,E,33.80881,-84.3951
AUTO THEFT,122940682,10202012,166 MERRITTS AVE NW,504,Downtown,M,33.76861,-84.3937
LARCENY-FROM VEHICLE,122942063,10202012,480 CLEVELAND AVE SE;,310,Browns Mill Park,Z,33.68167,-84.37007
AUTO THEFT,122931033,10192012,521 PEACHTREE ST,509,Downtown,M,33.76879,-84.38489
AUTO THEFT,122922756,10192012,52 PEACHTREE ST,508,Underwood Hills,D,33.80186,-84.41965
BURGLARY-RESIDENCE,122921365,10182012,3111 HICKMAN DRIVE,111,,I,33.75454,-84.48899
AUTO THEFT,122922094,10182012,250 GEORGIA AVE SE,605,Grant Park,W,33.73682,-84.37945
BURGLARY-NONRES,122920869,10182012,1447 PIEDMONT AVE NE,502,Midtown,E,33.79396,-84.37186
LARCENY-FROM VEHICLE,122910260,10172012,727 WYLIE ST SE,606,Cabbagetown,N,33.75204,-84.36355
AUTO THEFT,122911320,10172012,3725 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65766,-84.50793
LARCENY-FROM VEHICLE,122912406,10172012,385 10TH ST NE,503,Midtown,E,33.7815,-84.37452
AGG ASSAULT,122900256,10162012,200 PEACHTREE ST NW;,508,Downtown,M,33.75889,-84.38806
LARCENY-NON VEHICLE,122901105,10162012,901 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.76375,-84.41708
LARCENY-NON VEHICLE,122902023,10162012,261 19TH ST NW,501,Atlantic Station,E,33.7913,-84.39679
BURGLARY-RESIDENCE,122890401,10152012,3041 HEADLAND DR SW,411,Greenbriar,R,33.6899,-84.48829
BURGLARY-RESIDENCE,122891664,10152012,4305 CELEBRATION DR SW,412,,P,33.72069,-84.52679
LARCENY-NON VEHICLE,122892541,10152012,305 JOSEPH E LOWERY BLVD NW,102,Vine City,L,33.763,-84.41736
LARCENY-FROM VEHICLE,122880739,10142012,325 SAINT JOHNS AVE SW,307,Lakewood Heights,Y,33.70123,-84.40021
AUTO THEFT,122881698,10142012,815 BRIARCLIFF RD NE,608,Druid Hills,N,33.77664,-84.34759
BURGLARY-RESIDENCE,122871679,10132012,3723 ASBURY LN SW,413,Ben Hill Pines,P,33.68644,-84.51011
ROBBERY-PEDESTRIAN,122872474,10132012,1755 HOLLYWOOD RD NW,110,Scotts Crossing,G,33.80321,-84.46993
