crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-NON VEHICLE,102971385,10242010,RALPH D ABERNATHY BLVD SW / EVANS ST SW,401,West End,T,33.73825,-84.41567
LARCENY-FROM VEHICLE,102970352,10242010,VENABLE ST.,504,Downtown,M,33.76494,-84.39578
LARCENY-FROM VEHICLE,102970989,10242010,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659
LARCENY-FROM VEHICLE,102961360,10232010,1034 PORTLAND AVE,607,Ormewood Park,W,33.73923,-84.35375
LARCENY-NON VEHICLE,102962093,10232010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
AUTO THEFT,102960876,10232010,2362 HERRING RD SW,406,Cascade Avenue/Road,S,33.72483,-84.46279
LARCENY-FROM VEHICLE,102950010,10222010,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992
AUTO THEFT,102950980,10222010,1900 PERRY BLVD NW,110,West Highlands,G,33.79508,-84.45037
BURGLARY-RESIDENCE,102951514,10222010,807 MAGNOLIA WAY NW,102,Vine City,L,33.75823,-84.41408
AUTO THEFT,102952296,10222010,2150 VERBENA ST NW,108,Dixie Hills,J,33.75508,-84.45825
BURGLARY-RESIDENCE,102940860,10212010,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262
LARCENY-FROM VEHICLE,102941424,10212010,190 CHAPPELL RD NW,105,Hunter Hills,K,33.76044,-84.43382
LARCENY-NON VEHICLE,102942264,10212010,356 MORELAND AVE SE,612,East Atlanta,W,33.74358,-84.34901
BURGLARY-RESIDENCE,102931713,10202010,1475 MEMORIAL DR SE,610,Kirkwood,O,33.74725,-84.33922
ROBBERY-PEDESTRIAN,102930041,10202010,891 THURMOND ST NW,102,Vine City,L,33.76059,-84.41678
BURGLARY-RESIDENCE,102931092,10202010,1768 HELEN DR NE,213,Morningside/Lenox Park,F,33.80261,-84.33982
BURGLARY-RESIDENCE,102932695,10202010,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059
AGG ASSAULT,102921081,10192010,1136 CRESCENT AVE NE,503,Midtown,E,33.78579,-84.38434
LARCENY-FROM VEHICLE,102921956,10192010,1599 MEMORIAL DR SE,610,Kirkwood,O,33.74741,-84.33599
LARCENY-FROM VEHICLE,102912102,10182010,3321 Lenox Road,210,Lenox,B,33.84557,-84.35858
BURGLARY-RESIDENCE,102911894,10182010,108 DOGWOOD DR NW,112,Collier Heights,I,33.78156,-84.49449
AGG ASSAULT,102911424,10182010,1332 GRAYMONT DR SW,403,Venetian Hills,S,33.71815,-84.43641
LARCENY-FROM VEHICLE,102910813,10182010,303 PARKWAY DR NE @ATLANTA MEDICAL CEN,604,Old Fourth Ward,M,33.76272,-84.37406
LARCENY-NON VEHICLE,102891196,10172010,814 LIBERTY COMMONS,102,Vine City,L,33.75614,-84.41453
LARCENY-NON VEHICLE,102900757,10172010,265 PEACHTREE ST NE,509,Downtown,M,33.7617,-84.38744
ROBBERY-COMMERCIAL,102901837,10172010,1298 DONNELLY AVE SW,402,West End,T,33.73469,-84.43019
LARCENY-NON VEHICLE,102891870,10162010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
AGG ASSAULT,102890533,10162010,1096 PEEPLES ST SW,402,Oakland City,S,33.72509,-84.4249
BURGLARY-RESIDENCE,102881625,10152010,60 PASCHAL BLVD NW,102,Vine City,L,33.75783,-84.41419
BURGLARY-RESIDENCE,102882552,10152010,1583 PINEVIEW TER SW,403,Cascade Avenue/Road,S,33.72967,-84.4395
LARCENY-NON VEHICLE,102880915,10152010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
AGG ASSAULT,102870102,10142010,500 JAMES P BRAWLEY DR NW,103,English Avenue,L,33.76834,-84.41278
BURGLARY-NONRES,102870803,10142010,655 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76124,-84.36584
BURGLARY-NONRES,102871477,10142010,1514 MONROE DR NE,213,Morningside/Lenox Park,F,33.79589,-84.36825
BURGLARY-RESIDENCE,102872141,10142010,43 LESLIE ST NE,609,Edgewood,O,33.75465,-84.34313
LARCENY-NON VEHICLE,102861619,10132010,1830 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.80924,-84.36251
LARCENY-FROM VEHICLE,102862176,10132010,PEACHTREE ST NE / ELLIS ST NE,510,Downtown,M,33.75843,-84.38761
BURGLARY-RESIDENCE,102860793,10132010,1646 ROGERS AVE SW,404,Westview,T,33.73706,-84.44153
ROBBERY-PEDESTRIAN,102851181,10122010,884 LAKE AVE NE ,602,Inman Park,N,33.7615,-84.35808
LARCENY-FROM VEHICLE,102851916,10122010,15TH ST NE / PEACHTREE ST NE,502,Ansley Park,E,33.78888,-84.38225
ROBBERY-PEDESTRIAN,102850226,10122010,WILLIAMS ST NW / HARRIS ST NW,508,Downtown,M,33.76098,-84.39055
BURGLARY-RESIDENCE,102850850,10122010,2423 BRANTLEY ST NW,203,Riverside,D,33.81125,-84.46843
AGG ASSAULT,102840124,10112010,675 SKIPPER DR NW,112,Collier Heights,I,33.77368,-84.49015
BURGLARY-RESIDENCE,102840787,10112010,1516 NORTHWEST DR NW,113,Brookview Heights,G,33.79623,-84.48686
BURGLARY-RESIDENCE,102841365,10112010,1856 WELLS DR SW,409,Southwest,R,33.70488,-84.46865
LARCENY-FROM VEHICLE,102842048,10112010,171 AUBURN AVE NE;,510,Downtown,M,33.75546,-84.38185
LARCENY-FROM VEHICLE,102831054,10102010,I-20 EB EXPY SE / BOULEVARD SE,605,Grant Park,W,33.7433,-84.36813
BURGLARY-NONRES,102830937,10102010,1901 NISKEY LAKE RD SW,412,,P,33.70263,-84.52951
LARCENY-NON VEHICLE,102830713,10102010,834 HANK AARON DR SE,304,Summerhill,V,33.73206,-84.38764
BURGLARY-RESIDENCE,102820870,10092010,2379 FAIRWAY CIR SW,413,Fairway Acres,P,33.68946,-84.53748
LARCENY-FROM VEHICLE,102821697,10092010,FAIR ST SW / WALKER ST SW,507,Castleberry Hill,M,33.74875,-84.40229
LARCENY-FROM VEHICLE,102811429,10082010,230 10TH ST NE,502,Midtown,E,33.78187,-84.37981
LARCENY-FROM VEHICLE,102812420,10082010,2349 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81924,-84.35086
AUTO THEFT,102812626,10082010,3730 CARMIA DR,414,Princeton Lakes,P,33.65573,-84.5109
BURGLARY-RESIDENCE,102800808,10072010,323 MOUNT ZION RD SW;,311,Hammond Park,X,33.67321,-84.40016
LARCENY-NON VEHICLE,102801511,10072010,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
AUTO THEFT,102802535,10072010,751 FAIRBURN RD SW,407,Fairburn Mays,H,33.73454,-84.51059
LARCENY-FROM VEHICLE,102790976,10062010,230 CLEVELAND AVE SW @KMART CLEVELAND,311,Glenrose Heights,Z,33.68012,-84.39573
BURGLARY-RESIDENCE,102791871,10062010,158 STANHOPE CIR NW,105,Hunter Hills,K,33.75802,-84.42675
LARCENY-NON VEHICLE,102780231,10052010,878 PEACHTREE ST NE,505,Midtown,E,33.7788,-84.38438
LARCENY-NON VEHICLE,102780868,10052010,170 NORTHSIDE DR,507,Castleberry Hill,M,33.7499,-84.40371
LARCENY-NON VEHICLE,102781727,10052010,2043 TURNER RD SE,308,Thomasville Heights,Z,33.69803,-84.35568
LARCENY-FROM VEHICLE,102782350,10052010,PIEDMONT AVE NE / 10TH ST NE,503,Midtown,E,33.78178,-84.38047
LARCENY-NON VEHICLE,102771209,10042010,838 SAN ANTONIO AVE NE,213,Virginia Highland,F,33.78761,-84.36056
ROBBERY-PEDESTRIAN,102771983,10042010,798 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77543,-84.36098
LARCENY-FROM VEHICLE,102760032,10032010,1522 FOREST LAKE AVE,611,The Villages at East Lake,O,33.74459,-84.3127
AGG ASSAULT,102761027,10032010,1486 S. GORDON STREET  SW,404,Westview,T,33.73914,-84.43648
LARCENY-NON VEHICLE,102761637,10032010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
AUTO THEFT,102752046,10022010,712 LAWTON ST SW,401,West End,T,33.73553,-84.42313
BURGLARY-RESIDENCE,102750380,10022010,974 GREENWOOD AVE NE,601,Virginia Highland,F,33.77679,-84.35504
BURGLARY-RESIDENCE,102751113,10022010,655 STOKESWOOD AVE SE,612,East Atlanta,W,33.73631,-84.34502
AGG ASSAULT,102742563,10012010,3527 FAIRBURN PL NW,114,Fairburn Heights,H,33.77219,-84.50289
ROBBERY-COMMERCIAL,102741145,10012010,209 EDGEWOOD AVE SE,510,Downtown,M,33.75409,-84.37991
LARCENY-NON VEHICLE,102741787,10012010,HARRIS ST NE / PEACHTREE ST NE,508,Downtown,M,33.76099,-84.38756
LARCENY-NON VEHICLE,113040986,10312011,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225
AUTO THEFT,113041500,10312011,375 18TH ST NW,501,Atlantic Station,E,33.79163,-84.40099
BURGLARY-RESIDENCE,113042038,10312011,389 GLENN ST SW,303,Mechanicsville,V,33.73822,-84.40091
AUTO THEFT,113030696,10302011,461 BURGUNDY TER SE,312,Rosedale Heights,Z,33.68045,-84.36874
ROBBERY-PEDESTRIAN,113030938,10302011,474 WATERFORD RD NW,112,Collier Heights,I,33.76798,-84.48396
ROBBERY-PEDESTRIAN,113031737,10302011,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345
AUTO THEFT,113022215,10292011,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671
LARCENY-FROM VEHICLE,113020991,10292011,222 TUSKEGEE ST SE,304,Peoplestown,V,33.72938,-84.38098
LARCENY-FROM VEHICLE,113010403,10282011,105 CHESTER AVE SE,606,Reynoldstown,N,33.74998,-84.35797
LARCENY-NON VEHICLE,113011180,10282011,793 BRAEMAR AVE SW,406,Green Forest Acres,I,33.73388,-84.49589
LARCENY-FROM VEHICLE,113011903,10282011,180 W LAKE DR NW,105,West Lake,J,33.76149,-84.44006
AUTO THEFT,113000408,10272011,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.8201,-84.36481
BURGLARY-RESIDENCE,113001190,10272011,2190 BOULEVARD GRANADA SW,409,Adams Park,R,33.71681,-84.46022
BURGLARY-RESIDENCE,113001862,10272011,1767 MAPLE WALK CIR SW,307,Betmar LaVilla,Y,33.7059,-84.39816
LARCENY-NON VEHICLE,112991616,10262011,2511 OLDKNOW DR NW,109,Center Hill,J,33.77191,-84.46969
LARCENY-FROM VEHICLE,112992407,10262011,774 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.774,-84.36206
BURGLARY-NONRES,112991009,10262011,736 CLEVELAND AVE SW,311,Hammond Park,X,33.68121,-84.41247
LARCENY-NON VEHICLE,112980612,10252011,610 NORTHSIDE DR NW,103,English Avenue,L,33.77111,-84.40717
BURGLARY-RESIDENCE,112981216,10252011,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403
LARCENY-NON VEHICLE,112981770,10252011,555 MCDANIEL ST SW,303,Mechanicsville,V,33.7404,-84.4026
AUTO THEFT,112971068,10242011,1785 PINEDALE DR NW,107,Grove Park,J,33.76651,-84.44589
LARCENY-NON VEHICLE,112971585,10242011,60 COCA COLA PL SE,510,Downtown,M,33.75306,-84.3798
LARCENY-FROM VEHICLE,112970605,10242011,2171 PEACHTREE RD NE,207,,E,33.81347,-84.39228
LARCENY-NON VEHICLE,112971747,10242011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,112960711,10232011,1145 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73858,-84.42535
LARCENY-FROM VEHICLE,112961225,10232011,420 NEW JERSEY AVE NW,108,Grove Park,J,33.7665,-84.45615
AGG ASSAULT,112943014,10222011,70 HAMILTON E HOLMES DR NW @ BAKER RD,111,,J,33.76914,-84.47194
LARCENY-FROM VEHICLE,112951154,10222011,921 MYRTLE ST. NE.,503,Midtown,E,33.77975,-84.37945
LARCENY-FROM VEHICLE,112950091,10222011,493 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74053,-84.3462
BURGLARY-RESIDENCE,112942783,10212011,1538 MURPHY AVE SW,306,Sylvan Hills,X,33.71302,-84.42586
LARCENY-NON VEHICLE,112940946,10212011,1424 W PACES FERRY RD NW,201,Paces,A,33.84628,-84.4343
BURGLARY-RESIDENCE,112941907,10212011,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563
AUTO THEFT,112931039,10202011,1560 METROPOLITAN PKWY. SW,306,Sylvan Hills,X,33.71194,-84.40422
BURGLARY-RESIDENCE,112932876,10202011,212 HARWELL PL NW,112,Collier Heights,I,33.78074,-84.49253
LARCENY-FROM VEHICLE,112932161,10202011,659 PEACHTREE ST NE,505,Midtown,E,33.77258,-84.38449
LARCENY-FROM VEHICLE,112921554,10192011,46 GLENALD WAY NW,204,Cross Creek,C,33.81773,-84.42699
ROBBERY-PEDESTRIAN,112922227,10192011,1068 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78375,-84.35495
LARCENY-FROM VEHICLE,112920611,10192011,480 OAKDALE RD NE,608,Candler Park,N,33.76737,-84.34181
LARCENY-NON VEHICLE,112910926,10182011,875 BERNE ST SE,607,Ormewood Park,W,33.7364,-84.35892
LARCENY-NON VEHICLE,112911477,10182011,1943 PEACHTREE RD NE,207,Brookwood Hills,E,33.80799,-84.39355
AUTO THEFT,112912361,10182011,1739 PRYOR RD SW,307,Betmar LaVilla,Y,33.70815,-84.39553
BURGLARY-RESIDENCE,112902548,10172011,2674 IVYDALE CT SW,410,Campbellton Road,R,33.69922,-84.47627
LARCENY-FROM VEHICLE,112900787,10172011,61 CLAY ST SE,610,Kirkwood,O,33.75168,-84.33066
LARCENY-FROM VEHICLE,112901582,10172011,1086 BOULEVARD DR NE,606,Reynoldstown,N,33.7538,-84.35152
LARCENY-FROM VEHICLE,112890300,10162011,174 HAYNES ST SW,507,Castleberry Hill,M,33.74945,-84.39996
BURGLARY-RESIDENCE,112891183,10162011,523 CONNALLY STREET SE,304,Summerhill,V,33.74036,-84.38185
AGG ASSAULT,112892050,10162011,577 ROCKWELL ST SW,302,Pittsburgh,V,33.73208,-84.40659
BURGLARY-RESIDENCE,112882355,10152011,444 UTOY CIR SW,407,Ridgecrest Forest,H,33.74226,-84.52664
AUTO THEFT,112880704,10152011,1705 JONESBORO RD SE,307,Lakewood Heights,Y,33.70546,-84.37904
LARCENY-NON VEHICLE,112881590,10152011,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,112871156,10142011,631 SPRING ST NW,505,Midtown,E,33.77178,-84.38873
LARCENY-FROM VEHICLE,112872458,10142011,384 WOODWARD WAY,205,Woodfield,C,33.82019,-84.41178
AUTO THEFT,112860652,10132011,2078 SUMLIN AVE NW,109,Grove Park,J,33.7797,-84.45577
LARCENY-FROM VEHICLE,112852645,10132011,1701 NORTHSIDE DRIVE,207,Loring Heights,E,33.8013,-84.40591
AUTO THEFT,112862171,10132011,3730 CARMIA DR SW,414,Princeton Lakes,P,33.65528,-84.5102
BURGLARY-RESIDENCE,112850619,10122011,1666 STOKES AVE SW,404,Westview,T,33.74072,-84.44235
AUTO THEFT,112851372,10122011,421 OAK DR SE,312,Orchard Knob,Z,33.66708,-84.37973
LARCENY-NON VEHICLE,112852024,10122011,265 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76161,-84.38592
BURGLARY-RESIDENCE,112852622,10122011,1700 GIBEN RD SW ; BLDG 89,307,Amal Heights,Y,33.70882,-84.39936
LARCENY-FROM VEHICLE,112841953,10112011,I-75-85 NB EXPY SW / ARTHUR LANGFORD WB PKWY SW,307,Lakewood Heights,Y,33.69717,-84.40467
LARCENY-FROM VEHICLE,112840578,10112011,130 26TH ST NW,207,Brookwood,E,33.80201,-84.39791
LARCENY-FROM VEHICLE,112830004,10102011,100 CENTENNIAL OLYMPIC P DR NW,507,Downtown,M,33.75733,-84.39635
BURGLARY-NONRES,112830857,10102011,2610 METROPOLITAN PKWY SW,309,Perkerson,X,33.68333,-84.40734
LARCENY-NON VEHICLE,112831466,10102011,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-NON VEHICLE,112832033,10102011,1966 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77586,-84.44882
LARCENY-NON VEHICLE,112821251,10092011,215 FORSYTH ST ,512,Downtown,M,33.74892,-84.3968
ROBBERY-PEDESTRIAN,112822066,10092011,602 HANK AARON SW,304,Summerhill,V,33.73684,-84.38787
AUTO THEFT,112820865,10092011,580 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70504,-84.36332
BURGLARY-RESIDENCE,112812027,10082011,1941 DETROIT AVE NW,107,Grove Park,J,33.76723,-84.45044
LARCENY-NON VEHICLE,112811261,10082011,232 FORSYTH ST SW ,512,Downtown,M,33.74852,-84.39636
LARCENY-NON VEHICLE,112811021,10082011,202 CANDLER ROAD S.E.,611,East Lake,O,33.74754,-84.29153
LARCENY-FROM VEHICLE,112800878,10072011,140 WALKER ST SW,507,Castleberry Hill,M,33.75067,-84.40037
LARCENY-FROM VEHICLE,112801666,10072011,40 PEACHTREE VALLEY RD NE,207,,E,33.81135,-84.39032
AUTO THEFT,112802466,10072011,2125 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76479,-84.4579
LARCENY-FROM VEHICLE,112791751,10062011,117 SPRING ST SW,507,Castleberry Hill,M,33.75144,-84.39653
AUTO THEFT,112792600,10062011,396 PIEDMONT AVE NE,509,Downtown,M,33.76491,-84.3826
LARCENY-NON VEHICLE,112791100,10062011,2250 PERRY BLVD NW @APS YOUNG MS,110,Scotts Crossing,G,33.80482,-84.4617
BURGLARY-RESIDENCE,112781366,10052011,1401 DONALD LEE HOLLOWELL PKWY NW,106,,J,33.77141,-84.43377
BURGLARY-NONRES,112781176,10052011,2760 FAIRLANE DR SE;,312,Rosedale Heights,Z,33.67945,-84.38016
AGG ASSAULT,112782563,10052011,1700 STANTON RD SW,408,,R,33.70907,-84.44364
LARCENY-NON VEHICLE,112771276,10042011,900 LOIS ST NW,106,,J,33.78189,-84.43597
LARCENY-NON VEHICLE,112772177,10042011,3074 WATERS RD SW,312,Glenrose Heights,Z,33.67069,-84.39683
ROBBERY-RESIDENCE,112770781,10042011,2359 BEECHER RD SW,406,Cascade Avenue/Road,S,33.72492,-84.46438
LARCENY-NON VEHICLE,112761024,10032011,826 WOODBOURNE DR SW,306,Sylvan Hills,X,33.70941,-84.4158
BURGLARY-NONRES,112761802,10032011,3131 CAMPBELLTON RD SW,409,Southwest,R,33.69258,-84.49266
BURGLARY-RESIDENCE,112762572,10032011,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
LARCENY-FROM VEHICLE,112750358,10022011,1402 N HIGHLAND AVE NE,213,Morningside/Lenox Park,F,33.79282,-84.35257
AGG ASSAULT,112751400,10022011,247 MORELAND AVE SE,606,Reynoldstown,N,33.74699,-84.34958
LARCENY-NON VEHICLE,112742023,10012011,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,112740566,10012011,257 PETERS ST SW,507,Castleberry Hill,M,33.74744,-84.40186
LARCENY-FROM VEHICLE,123050534,10312012,1073 PIEDMONT AVE NE @PIEDMONT PARK,502,Midtown,E,33.78384,-84.37897
LARCENY-FROM VEHICLE,123051607,10312012,1991 SANDLAKE DR SW,412,Sandlewood Estates,P,33.70155,-84.54342
BURGLARY-RESIDENCE,123052571,10312012,834 CONFEDERATE CT SE,607,Ormewood Park,W,33.72918,-84.36201
AUTO THEFT,123042738,10302012,298 GLENN ST SW,303,Mechanicsville,V,33.73794,-84.39731
LARCENY-FROM VEHICLE,123041345,10302012,2670 DONALD LEE HOLLOWELL PKWY,112,Collier Heights,I,33.77666,-84.47472
BURGLARY-RESIDENCE,123042168,10302012,1000 LOMA LINDA ST SW,402,Bush Mountain,S,33.72772,-84.43241
AUTO THEFT,123030495,10292012,1005 BALDWIN ST SW,104,Ashview Heights,T,33.74647,-84.42057
LARCENY-NON VEHICLE,123031408,10292012,876 E PACES FERRY RD NE,210,Lenox,B,33.84574,-84.3584
LARCENY-NON VEHICLE,123032570,10292012,1888 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.81038,-84.36122
LARCENY-FROM VEHICLE,123021747,10282012,142 SIMPSON ST NW ,508,Downtown,M,33.76324,-84.39178
ROBBERY-RESIDENCE,123020526,10282012,500 ENGLISH AVE NW,103,English Avenue,L,33.76822,-84.41349
LARCENY-FROM VEHICLE,123010243,10272012,952 LUCILE AVE SW,104,Harris Chiles,T,33.74209,-84.41863
LARCENY-FROM VEHICLE,123011668,10272012,740 CAMERON M ALEXANDER BLVD NW,103,English Avenue,L,33.76779,-84.4116
LARCENY-FROM VEHICLE,123012652,10272012,496 LAKE AVE NE,602,Inman Park,N,33.76164,-84.35787
LARCENY-NON VEHICLE,123000699,10262012,2025 PEACHTREE RD NE,207,,E,33.80965,-84.39144
LARCENY-FROM VEHICLE,123001724,10262012,250 GEORGIA AVE SE,605,Grant Park,W,33.73682,-84.37945
ROBBERY-PEDESTRIAN,123002642,10262012,778 MAGNOLIA WAY NW,102,Vine City,L,33.75804,-84.41371
LARCENY-NON VEHICLE,122991158,10252012,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659
AGG ASSAULT,122991806,10252012,626 S EUGENIA PL NW,107,Grove Park,J,33.77249,-84.45431
LARCENY-NON VEHICLE,122992548,10252012,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.81948,-84.36425
LARCENY-NON VEHICLE,122981100,10242012,715 CLEVELAND AVE SE,313,South River Gardens,Z,33.67909,-84.36618
AGG ASSAULT,122982017,10242012,160 POLAR ROCK DR SW,310,Polar Rock,Z,33.69584,-84.39366
LARCENY-NON VEHICLE,122972617,10232012,1981 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76486,-84.45174
LARCENY-NON VEHICLE,122971037,10232012,1201 PEACHTREE ST NE,502,Midtown,E,33.78751,-84.38336
LARCENY-NON VEHICLE,122971820,10232012,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619
AUTO THEFT,122960809,10222012,1060 VICTORY DR SW,306,Sylvan Hills,X,33.70667,-84.42276
LARCENY-NON VEHICLE,122961395,10222012,357 PARK AVE SE,605,Grant Park,W,33.74478,-84.37003
BURGLARY-RESIDENCE,122962318,10222012,317 8TH ST NE,506,Midtown,E,33.77941,-84.3769
BURGLARY-RESIDENCE,122950655,10212012,1286 AVON AVE SW,403,Oakland City,S,33.72211,-84.43006
LARCENY-NON VEHICLE,122951618,10212012,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
ROBBERY-COMMERCIAL,122940166,10202012,2371 GLENWOOD AVE SE,611,East Lake,O,33.73966,-84.30934
LARCENY-FROM VEHICLE,122941509,10202012,2741 HOWELL MILL RD NW ,205,Castlewood,C,33.83016,-84.41615
LARCENY-FROM VEHICLE,122930664,10192012,576 GOLDSBORO RD NE,608,Candler Park,N,33.76974,-84.34372
BURGLARY-RESIDENCE,122931861,10192012,2051 LIBERTY CT NW,204,Bolton,D,33.81801,-84.44148
BURGLARY-RESIDENCE,122932935,10192012,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
LARCENY-NON VEHICLE,122921908,10182012,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76116,-84.36448
LARCENY-NON VEHICLE,122920596,10182012,3315 PEACHTREE RD NE,208,Peachtree Park,B,33.84642,-84.36815
ROBBERY-RESIDENCE,122912741,10172012,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059
BURGLARY-RESIDENCE,122911180,10172012,1470 RYAN ST SW,403,Oakland City,S,33.71492,-84.42995
LARCENY-FROM VEHICLE,122912187,10172012,849 CLEVELAND AVE SW,309,Perkerson,X,33.68178,-84.41687
BURGLARY-RESIDENCE,122902490,10162012,265 TAFT ST SW,307,Joyland,Y,33.71063,-84.39762
LARCENY-NON VEHICLE,122900903,10162012,64 BOULEVARD SE,604,Old Fourth Ward,M,33.75253,-84.37131
LARCENY-FROM VEHICLE,122901786,10162012,15 GEORGE WYTHE PL NW,204,Westover Plantation,C,33.82343,-84.43781
AUTO THEFT,122891424,10152012,872 ARGONNE AVE NE,505,Midtown,E,33.77856,-84.37776
LARCENY-FROM VEHICLE,122891065,10152012,715 PEACHTREE ST NE,505,Midtown,E,33.774,-84.38412
LARCENY-FROM VEHICLE,122892207,10152012,1324 ALMONT DR SW,403,Oakland City,S,33.7257,-84.43128
AUTO THEFT,122880610,10142012,813 BOLTON RD NW,114,Fairburn Heights,H,33.77749,-84.50078
