crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
BURGLARY-NONRES,102930492,10202010,855 OAK ST SW,401,West End,T,33.74104,-84.41574
AUTO THEFT,102931320,10202010,2790 COLLIER DR NW,112,Collier Heights,I,33.7639,-84.47908
LARCENY-NON VEHICLE,102920347,10192010,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
AGG ASSAULT,102921401,10192010,CONLEY RD SE / JONESBORO RD SE,313,South River Gardens,Z,33.6484,-84.36555
LARCENY-FROM VEHICLE,102922265,10192010,3321 LENOX RD NE,210,Lenox,B,33.84592,-84.35845
LARCENY-FROM VEHICLE,102912178,10182010,HIGHLAND AVE NE / SAMPSON ST NE,604,Old Fourth Ward,M,33.76133,-84.36553
AGG ASSAULT,102912041,10182010,1483 ARTHUR LANGFORD PKWY,307,Joyland,Y,33.71107,-84.39899
BURGLARY-NONRES,102910200,10182010,1055 KATHERWOOD DR SW,306,Sylvan Hills,X,33.70997,-84.42376
AUTO THEFT,102910894,10182010,982 WYLIE STREET,606,Reynoldstown,N,33.75262,-84.35496
AUTO THEFT,102900240,10172010,1318 GLENWOOD AVE SE,612,East Atlanta,W,33.74021,-84.34451
LARCENY-NON VEHICLE,102900987,10172010,80 JESSIE HILL DR SE,510,Downtown,M,33.75168,-84.38198
LARCENY-NON VEHICLE,102891315,10162010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
ROBBERY-PEDESTRIAN,102892067,10162010,1257 MORELAND AVE SE,607,Woodland Hills,W,33.72011,-84.35048
LARCENY-FROM VEHICLE,102890808,10162010,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345
LARCENY-FROM VEHICLE,102881770,10152010,156 FORSYTH ST SW,512,Downtown,M,33.75017,-84.39515
LARCENY-NON VEHICLE,102880213,10152010,MARKET ST NW / 19TH ST NW,501,Atlantic Station,E,33.79342,-84.39501
LARCENY-NON VEHICLE,102881108,10152010,322 GLENN ST SW,303,Mechanicsville,V,33.73797,-84.39846
ROBBERY-PEDESTRIAN,102870390,10142010,2424 SUNRIDGE DR,310,Browns Mill Park,Z,33.688,-84.3833
LARCENY-FROM VEHICLE,102871046,10142010,TIGER FLOWERS DR NW / ANDERSON AVE NW,108,Dixie Hills,J,33.76011,-84.45049
LARCENY-FROM VEHICLE,102871559,10142010,227 COURTLAND ST NE,509,Downtown,M,33.76067,-84.38354
LARCENY-NON VEHICLE,102872402,10142010,311 NELSON ST SW,507,Castleberry Hill,M,33.75203,-84.39808
LARCENY-NON VEHICLE,102861884,10132010,999 PEACHTREE ST NE,503,Midtown,E,33.78099,-84.38298
AGG ASSAULT,102862319,10132010,349 MATHEWSON PL SW,404,Westview,T,33.74563,-84.43654
AUTO THEFT,102861057,10132010,2367 CASCADE ROAD S.W.,406,Cascade Heights,I,33.72166,-84.4657
LARCENY-NON VEHICLE,102851296,10122010,824 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77282,-84.41423
LARCENY-FROM VEHICLE,102852011,10122010,3334 PEACHTREE RD/1 BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075
LARCENY-FROM VEHICLE,102850421,10122010,3390 FAIRBURN RD SW,414,Ben Hill,P,33.66253,-84.52334
ROBBERY-COMMERCIAL,102850975,10122010,3030 HEADLAND DR SW,411,Greenbriar,R,33.68947,-84.48782
AUTO THEFT,102840359,10112010,1497 AKRIDGE ST NW,105,Hunter Hills,K,33.75861,-84.43702
BURGLARY-RESIDENCE,102841005,10112010,2376 FORREST PARK RD SE,308,Rebel Valley Forest,Z,33.68925,-84.35986
BURGLARY-RESIDENCE,102841481,10112010,2011 DETROIT AVE NW,107,Grove Park,J,33.76725,-84.45277
LARCENY-FROM VEHICLE,102842172,10112010,TRINITY AVE SW / WASHINGTON ST SW,512,Downtown,M,33.74782,-84.39021
LARCENY-NON VEHICLE,102831214,10102010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
AGG ASSAULT,102830050,10102010,BENTEEN AVE SE / FEDERAL TER SE,607,Benteen Park,W,33.71441,-84.36669
LARCENY-FROM VEHICLE,102820265,10092010,360 PHARR RD NE,206,Buckhead Village,B,33.83752,-84.37574
BURGLARY-RESIDENCE,102821093,10092010,1902 PEACHTREE PARK DR NE,207,,E,33.81357,-84.38952
BURGLARY-RESIDENCE,102822024,10092010,930 SELLS AVE SW,104,Harris Chiles,T,33.74532,-84.41839
LARCENY-FROM VEHICLE,102811652,10082010,500 10TH ST NE,502,,E,33.78186,-84.373
LARCENY-NON VEHICLE,102810990,10082010,165 COURTLAND ST NE,510,Downtown,M,33.75895,-84.3834
AUTO THEFT,102800422,10072010,1046 SANDERS AVE SE,606,Ormewood Park,W,33.74218,-84.35322
LARCENY-FROM VEHICLE,102801108,10072010,2153 FAIRHAVEN CIR NE,211,Peachtree Hills,B,33.81384,-84.38498
BURGLARY-RESIDENCE,102801857,10072010,706 BROOKLINE ST SW,301,Adair Park,V,33.72688,-84.41073
LARCENY-FROM VEHICLE,102790463,10062010,400 LUCKIE ST NW,504,Downtown,M,33.76564,-84.39669
LARCENY-NON VEHICLE,102791146,10062010,375 18TH ST NW,501,Atlantic Station,E,33.79163,-84.40099
BURGLARY-RESIDENCE,102792040,10062010,425 CLIFTON ST SE,612,East Atlanta,W,33.74222,-84.33242
BURGLARY-NONRES,102780462,10052010,3565 MARTIN LUTHER KING JR DRIVE S.W.,111,Adamsville,H,33.7601,-84.50466
LARCENY-NON VEHICLE,102781116,10052010,86 PEACHTREE ST SW,511,Downtown,M,33.75186,-84.39133
BURGLARY-RESIDENCE,102781916,10052010,1185 COLLIER RD NW,204,,C,33.81136,-84.42537
LARCENY-NON VEHICLE,102772067,10042010,2250 PERRY BLVD NW,110,Scotts Crossing,G,33.80537,-84.46244
BURGLARY-NONRES,102771423,10042010,65 ROGERS ST NE,609,Kirkwood,O,33.75483,-84.32775
LARCENY-FROM VEHICLE,102770295,10042010,900 DEKALB AVE NE,602,Inman Park,N,33.75471,-84.35795
LARCENY-NON VEHICLE,102760173,10032010,3315 PEACHTREE RD NE,208,Peachtree Park,B,33.84642,-84.36815
LARCENY-NON VEHICLE,102761126,10032010,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77469,-84.36561
BURGLARY-RESIDENCE,102761932,10032010,3057 PHARR COURT NORTH NW,206,Peachtree Heights West,B,33.83859,-84.38408
LARCENY-FROM VEHICLE,102752335,10022010,74 SPRING NW,512,Downtown,M,33.75259,-84.39539
ROBBERY-COMMERCIAL,102750658,10022010,865 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77822,-84.35225
BURGLARY-RESIDENCE,102741844,10012010,1991 DELOWE DR SW,410,Campbellton Road,R,33.70103,-84.45746
LARCENY-NON VEHICLE,102748040,10012010,6000 S TERMINAL BYWY,50,,,33.6395,-84.44319
LARCENY-NON VEHICLE,102741417,10012010,3040 PEACHTREE RD NW,206,Peachtree Heights West,B,33.83829,-84.38094
BURGLARY-RESIDENCE,113040315,10312011,2328 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70439,-84.4634
LARCENY-FROM VEHICLE,113041123,10312011,955 SPRING ST NW,503,Midtown,E,33.78083,-84.38866
AUTO THEFT,113041652,10312011,1240 W PEACHTREE ST NW,502,Midtown,E,33.78874,-84.38857
ROBBERY-PEDESTRIAN,113042181,10312011,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276
BURGLARY-RESIDENCE,113030853,10302011,2905 SPRINGDALE RD SW,311,Hammond Park,X,33.67546,-84.41793
LARCENY-FROM VEHICLE,113031095,10302011,370 LUCKIE ST.,504,Downtown,M,33.76478,-84.39624
LARCENY-FROM VEHICLE,113022399,10292011,100 CENTENNIAL OLYMPIC P DR NW,507,Downtown,M,33.75733,-84.39635
ROBBERY-PEDESTRIAN,113020280,10292011,501 CONNELL ST ,309,Perkerson,X,33.68128,-84.4077
AUTO THEFT,113021131,10292011,375 AUBURN AVE NE,604,Sweet Auburn,M,33.75523,-84.37513
BURGLARY-RESIDENCE,113010629,10282011,1004 LIBERTY PKWY NW,204,,C,33.81749,-84.44412
LARCENY-FROM VEHICLE,113011391,10282011,1332 LA FRANCE ST NE,609,Edgewood,O,33.7605,-84.34415
LARCENY-FROM VEHICLE,113012121,10282011,211 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68141,-84.39595
LARCENY-NON VEHICLE,113000600,10272011,950 GARIBALDI ST SW,302,Pittsburgh,V,33.72889,-84.3991
BURGLARY-RESIDENCE,113001299,10272011,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276
LARCENY-NON VEHICLE,113002190,10272011,1314 PIEDMONT AVENUE,502,Ansley Park,E,33.79081,-84.37525
LARCENY-FROM VEHICLE,112991812,10262011,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442
LARCENY-NON VEHICLE,112990506,10262011,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602
LARCENY-NON VEHICLE,112991164,10262011,3252 RENAULT RD SE,312,Orchard Knob,Z,33.66636,-84.37791
LARCENY-NON VEHICLE,112980804,10252011,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
BURGLARY-RESIDENCE,112981318,10252011,493 CHAPPELL RD NW,106,Bankhead,K,33.76875,-84.43316
ROBBERY-PEDESTRIAN,112982154,10252011,2618 SANTA MONICA DR NW,112,Collier Heights,I,33.76596,-84.47355
LARCENY-NON VEHICLE,112971163,10242011,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85248,-84.36058
LARCENY-FROM VEHICLE,112971713,10242011,2798 PEEK RD NW,112,Collier Heights,I,33.77743,-84.47815
LARCENY-FROM VEHICLE,112970780,10242011,1415 PINEHURST,408,Venetian Hills,S,33.71692,-84.45194
AUTO THEFT,112960149,10232011,3379 STONE RD SW,414,,P,33.67304,-84.50104
LARCENY-NON VEHICLE,112960895,10232011,407 AUBURN AVE NE,604,Sweet Auburn,M,33.75539,-84.37399
BURGLARY-RESIDENCE,112961348,10232011,3040 DELMAR LN NW,111,,I,33.75532,-84.48624
LARCENY-NON VEHICLE,112952022,10222011,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619
RAPE,112951362,10222011,193 MOURY AVE SW,305,The Villages at Carver,Y,33.71549,-84.39197
AUTO THEFT,112950316,10222011,300 SPRING ST NW,508,Downtown,M,33.76226,-84.38902
LARCENY-FROM VEHICLE,112943057,10212011,MORELAND AVE NE / MCLENDON AVE NE,608,Candler Park,N,33.76496,-84.34915
LARCENY-NON VEHICLE,112941183,10212011,390 STOVALL ST SE,606,Ormewood Park,W,33.7436,-84.35429
AUTO THEFT,112942227,10212011,2525 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,112931234,10202011,1101 MOORES MILL RD NW,201,Westminster/Milmar,C,33.83618,-84.42371
LARCENY-FROM VEHICLE,112932718,10202011,1000 MARIETTA ST NW,504,Marietta Street Artery,E,33.77914,-84.41116
BURGLARY-NONRES,112921013,10192011,446 HOLLY ST NW,107,Grove Park,J,33.76727,-84.43776
AUTO THEFT,112921719,10192011,207 PEACHTREE CENTER AVE NE,509,Midtown,E,33.77137,-84.38707
ROBBERY-PEDESTRIAN,112922457,10192011,79 JACKSON ST SE,604,Sweet Auburn,M,33.75211,-84.37436
LARCENY-FROM VEHICLE,112920863,10192011,259 RICHARDSON ST SW,303,Mechanicsville,V,33.74083,-84.39654
LARCENY-FROM VEHICLE,112911088,10182011,17 ELLIS ST NE,510,Downtown,M,33.75833,-84.38692
AGG ASSAULT,112911634,10182011,828 MCDONOUGH BLVD SE,607,Benteen Park,W,33.70926,-84.35977
LARCENY-FROM VEHICLE,112912518,10182011,300 DEERING RD NW,207,Loring Heights,E,33.79609,-84.39743
AUTO THEFT,112908012,10172011,6033 SOUTH TERMINAL BY WAY,704,,,33.6397,-84.44434
LARCENY-FROM VEHICLE,112900981,10172011,146 PEACHTREE CENTER,510,Downtown,M,33.7586,-84.38618
BURGLARY-RESIDENCE,112901743,10172011,400 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70504,-84.35817
LARCENY-FROM VEHICLE,112890427,10162011,658 PENN AVE NE ,505,Midtown,E,33.77258,-84.37904
BURGLARY-RESIDENCE,112891389,10162011,718 SHELTON AVE SW,301,Adair Park,V,33.73425,-84.41134
LARCENY-NON VEHICLE,112881669,10152011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY-RESIDENCE,112882636,10152011,1420 RALPH D ABERNATHY BLVD SW,404,Westview,T,33.74028,-84.43465
LARCENY-FROM VEHICLE,112881024,10152011,2854 CASCADE RD SW,409,Cascade Heights,I,33.72013,-84.48071
LARCENY-FROM VEHICLE,112870066,10142011,916 MYRTLE ST NE,503,Midtown,E,33.77969,-84.37967
LARCENY-NON VEHICLE,112871439,10142011,3730 CARMIA DR SW,414,Princeton Lakes,P,33.65528,-84.5102
BURGLARY-RESIDENCE,112872818,10142011,1551 BOULEVARD LORRAINE SW,409,Adams Park,R,33.71385,-84.45989
LARCENY-NON VEHICLE,112860911,10132011,70 LENOX POINTE NE,210,Pine Hills,B,33.82595,-84.3536
LARCENY-NON VEHICLE,112861617,10132011,GREENBRIAR PKWY SW / THE FONTAINEBLEAU SW,411,Greenbriar,R,33.68805,-84.48979
BURGLARY-RESIDENCE,112862310,10132011,361 17TH ST NW,501,Atlantic Station,E,33.79127,-84.39851
BURGLARY-RESIDENCE,112850949,10122011,270 MILTON AVE SE;,305,Chosewood Park,Y,33.71887,-84.37965
LARCENY-FROM VEHICLE,112851495,10122011,1757 MELROSE DR SW,306,Sylvan Hills,X,33.70672,-84.42054
AUTO THEFT,112852152,10122011,100 10TH ST NW,503,Midtown,E,33.78143,-84.39037
AUTO THEFT,112841395,10112011,238 HUNNICUTT ST NW,504,Downtown,M,33.76655,-84.39534
AUTO THEFT,112842169,10112011,675 W PEACHTREE ST NE,505,Midtown,E,33.773,-84.38723
AUTO THEFT,112840783,10112011,431 HARDENDORF AVE NE,608,Lake Claire,N,33.76595,-84.33158
AUTO THEFT,112830247,10102011,2340 LEILA LN SE,308,Leila Valley,Z,33.69015,-84.35477
LARCENY-NON VEHICLE,112831051,10102011,931 MONROE DR NE,506,Midtown,E,33.77973,-84.3676
LARCENY-FROM VEHICLE,112831619,10102011,2405 FAIRBURN RD SW,413,,P,33.6889,-84.51291
AUTO THEFT,112832193,10102011,1238 DEKALB AVE NE,608,Candler Park,N,33.76105,-84.34751
LARCENY-NON VEHICLE,112821403,10092011,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,112820183,10092011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
LARCENY-NON VEHICLE,112821072,10092011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
BURGLARY-RESIDENCE,112812276,10082011,66 HARDWICK ST SE,305,South Atlanta,Y,33.70979,-84.38455
LARCENY-FROM VEHICLE,112811527,10082011,161 PEACHTREE CENTER AVE,510,Downtown,M,33.75889,-84.38596
LARCENY-NON VEHICLE,112810092,10082011,2363 CENTRAL DR NW,108,Dixie Hills,J,33.75888,-84.46447
BURGLARY-RESIDENCE,112801099,10072011,716 ELBERT ST SW,301,Adair Park,V,33.72809,-84.41108
LARCENY-FROM VEHICLE,112801927,10072011,15 PEACHTREE ST SW,511,Downtown,M,33.75369,-84.39043
AUTO THEFT,112802671,10072011,346 SPRING ST NW,508,Downtown,M,33.76401,-84.38898
LARCENY-NON VEHICLE,112791944,10062011,110 MARIETTA ST NW,511,Downtown,M,33.75674,-84.39257
AUTO THEFT,112792851,10062011,3493 DONALD L. HOLLOWELL PKWY,114,Bankhead Courts,H,33.79392,-84.50078
LARCENY-NON VEHICLE,112791226,10062011,1607 JONESBORO RD SE,307,Lakewood Heights,Y,33.70821,-84.38112
BURGLARY-RESIDENCE,112781573,10052011,903 BEECHER ST SW,401,West End,T,33.73361,-84.41739
LARCENY-FROM VEHICLE,112781732,10052011,405 FAIRBURN RD SW,407,Wildwood (NPU-H),H,33.74367,-84.50959
BURGLARY-RESIDENCE,112782817,10052011,71 ATLANTA AVE SE,304,Peoplestown,V,33.73013,-84.38557
ROBBERY-PEDESTRIAN,112771427,10042011,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968
LARCENY-FROM VEHICLE,112772444,10042011,3402 LENOX RD NE ,210,Lenox,B,33.84872,-84.36069
LARCENY-FROM VEHICLE,112760085,10032011,958 CRESCENT AVE NE,503,Midtown,E,33.78149,-84.38476
AUTO THEFT,112761236,10032011,806 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77661,-84.36403
BURGLARY-RESIDENCE,112762020,10032011,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
LARCENY-FROM VEHICLE,112752008,10022011,234 8TH ST NE,503,Midtown,E,33.77961,-84.3794
BURGLARY-NONRES,112750563,10022011,98 ANDERSON AVE NW,108,Penelope Neighbors,J,33.75253,-84.44595
LARCENY-FROM VEHICLE,112751668,10022011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
LARCENY-NON VEHICLE,112742200,10012011,683 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73646,-84.41838
RAPE,112741113,10012011,1311 MAYSON TURNER RD NW,106,Bankhead,K,33.76434,-84.42963
AUTO THEFT,123050873,10312012,1416 GAULT ST SE,305,Chosewood Park,Y,33.71562,-84.37209
LARCENY-FROM VEHICLE,123051934,10312012,1106 IRA ST SW;,302,Pittsburgh,V,33.72473,-84.39982
AUTO THEFT,123052726,10312012,113 SEWANEE AVE NW,108,Dixie Hills,J,33.75677,-84.46503
LARCENY-FROM VEHICLE,123040477,10302012,748 S GRAND AVE NW,109,Center Hill,J,33.7755,-84.46288
ROBBERY-COMMERCIAL,123041504,10302012,122 CLEVELAND AVE SW,312,Glenrose Heights,Z,33.68101,-84.3924
LARCENY-FROM VEHICLE,123042365,10302012,564 WOODWARD AVE SE,605,Grant Park,W,33.74571,-84.36899
BURGLARY-RESIDENCE,123030757,10292012,113 ATLANTA AVE SE,304,Peoplestown,V,33.73016,-84.38422
LARCENY-NON VEHICLE,123031607,10292012,2900 PEACHTREE RD NW,206,Peachtree Heights West,B,33.83399,-84.3841
LARCENY-FROM VEHICLE,123021294,10282012,1108 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76666,-84.37833
AUTO THEFT,123021996,10282012,1668 EASTLAND RD SE,612,East Atlanta,W,33.71898,-84.33038
LARCENY-FROM VEHICLE,123020811,10282012,1584 ROGERS AVE SW,404,Westview,T,33.73705,-84.43955
AUTO THEFT,123010891,10272012,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164
LARCENY-FROM VEHICLE,123011879,10272012,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.79333,-84.47416
AUTO THEFT,123018009,10272012,1 HARTSFIELD CENTER,701,,X,33.65369,-84.42723
LARCENY-NON VEHICLE,123001027,10262012,3459 ADKINS RD NW,114,Fairburn Heights,H,33.7738,-84.50424
AGG ASSAULT,123002036,10262012,898 KINGS GRANT DR NW,112,Collier Heights,I,33.7784,-84.48183
ROBBERY-PEDESTRIAN,122990039,10252012,878 PROCTOR ST NW,103,English Avenue,L,33.76488,-84.41663
LARCENY-NON VEHICLE,122991278,10252012,12 BROAD,511,Downtown,M,33.7532,-84.39201
BURGLARY-RESIDENCE,122992033,10252012,251 W LAKE DR NW,105,West Lake,J,33.76174,-84.43921
LARCENY-FROM VEHICLE,122992754,10252012,30 LESLIE ST NE,609,Edgewood,O,33.75425,-84.34364
BURGLARY-RESIDENCE,122981276,10242012,915 MARGARET PL NW,110,Grove Park,J,33.77938,-84.44861
LARCENY-NON VEHICLE,122982259,10242012,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
ROBBERY-PEDESTRIAN,122972809,10232012,4005 CAMPBELLTON RD SW,412,Ben Hill Terrace,P,33.69389,-84.51952
LARCENY-FROM VEHICLE,122971266,10232012,60 12TH ST NE,503,Midtown,E,33.78464,-84.38557
BURGLARY-RESIDENCE,122972051,10232012,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425
BURGLARY-RESIDENCE,122961019,10222012,3443 KINGSBORO RD NE,210,Buckhead Heights,B,33.84984,-84.35795
BURGLARY-RESIDENCE,122961556,10222012,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023
BURGLARY-RESIDENCE,122962527,10222012,939 DIVISION ST,106,Bankhead,K,33.76447,-84.41838
BURGLARY-NONRES,122950964,10212012,1387 NORTHSIDE DR NW,207,Loring Heights,E,33.79266,-84.40727
LARCENY-NON VEHICLE,122951882,10212012,296 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74632,-84.40611
LARCENY-FROM VEHICLE,122940710,10202012,475 OAKDALE RD NE,608,Candler Park,N,33.76732,-84.3416
LARCENY-NON VEHICLE,122942259,10202012,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
BURGLARY-RESIDENCE,122931064,10192012,3691 HOGAN RD SW,414,Deerwood,P,33.67394,-84.50966
LARCENY-NON VEHICLE,122932107,10192012,195 ARIZONA AVE NE,609,Edgewood,O,33.75902,-84.3312
BURGLARY-RESIDENCE,122921400,10182012,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70166,-84.46412
LARCENY-NON VEHICLE,122922134,10182012,275 PRYOR ST SW,512,Downtown,M,33.74747,-84.39415
BURGLARY-RESIDENCE,122920935,10182012,3700 MAYS XING SW,407,Fairburn Mays,H,33.73309,-84.51122
BURGLARY-RESIDENCE,122910284,10172012,1102 JOSEPH E. BOONE BLVD NW,105,Washington Park,K,33.76328,-84.42362
LARCENY-FROM VEHICLE,122911392,10172012,88 PEACHTREE CIR. NE.,502,Ansley Park,E,33.79116,-84.38363
LARCENY-NON VEHICLE,122912465,10172012,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
AUTO THEFT,122900282,10162012,890 MEMORIAL DR SE,606,Reynoldstown,N,33.74702,-84.3584
BURGLARY-RESIDENCE,122901115,10162012,1870 CAMPBELLTON RD SW,408,,R,33.70939,-84.44964
LARCENY-FROM VEHICLE,122902043,10162012,3398 PIEDMONT RD NE,208,Buckhead Forest,B,33.84712,-84.37385
BURGLARY-NONRES,122890420,10152012,3740 CAMPBELLTON RD SW,413,,P,33.69013,-84.51072
AUTO THEFT,122891698,10152012,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702
BURGLARY-RESIDENCE,122892554,10152012,233 ORMOND ST SE,304,Peoplestown,V,33.73145,-84.38027
AUTO THEFT,122880762,10142012,960 SELLS AVE SW,104,Harris Chiles,T,33.74528,-84.41973
BURGLARY-RESIDENCE,122881724,10142012,3468 MEADOWLANE PL SW,412,Meadowbrook Forest,P,33.69196,-84.50142
AGG ASSAULT,122871689,10132012,655 CLEVELAND AVE SW,309,Perkerson,X,33.6824,-84.41029
LARCENY-FROM VEHICLE,122872512,10132012,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212
