crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-FROM VEHICLE,102978010,10242010,N DECK @6023 N TERMINAL BYWY ;EXIT,50,,,33.64217,-84.447
AUTO THEFT,102971467,10242010,569 MILAM AVE SW,309,Perkerson,X,33.69422,-84.40708
LARCENY-FROM VEHICLE,102971494,10242010,127 ANDREW YOUNG INTERNA BLVD NW,508,Downtown,M,33.76028,-84.3915
AGG ASSAULT,102970488,10242010,1991 DELOWE DR SW,410,Campbellton Road,R,33.70103,-84.45746
LARCENY-NON VEHICLE,102970520,10242010,387 HILL ST SE,605,Grant Park,W,33.74436,-84.37974
AGG ASSAULT,102971066,10242010,1115 SELWIN AVE SW,403,Oakland City,S,33.72456,-84.42638
BURGLARY-RESIDENCE,102971074,10242010,3908 BONNIE LN SE,313,South River Gardens,Z,33.6487,-84.35773
LARCENY-NON VEHICLE,102961398,10232010,2256 CAMP GROUND RD SW,412,Kings Forest,P,33.6926,-84.51356
LARCENY-NON VEHICLE,102961404,10232010,SPRING ST NW / ABERCROMBIE PL NW,505,Midtown,E,33.77694,-84.38963
LARCENY-NON VEHICLE,102962123,10232010,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
ROBBERY-PEDESTRIAN,102962135,10232010,130 ELECTRIC AVE NW,102,Vine City,L,33.75811,-84.4044
ROBBERY-COMMERCIAL,102960944,10232010,1598 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77167,-84.4406
AUTO THEFT,102962367,10232010,1220 GRAYMONT DR SW,403,Venetian Hills,S,33.72188,-84.43626
AUTO THEFT,102950261,10222010,3565 BOULDER PARK DR SW,407,Adamsville,H,33.75034,-84.50444
LARCENY-NON VEHICLE,102950264,10222010,610 SPRING ST NW,509,Downtown,M,33.77101,-84.38895
LARCENY-NON VEHICLE,102951058,10222010,901 BOLTON RD NW,114,Bankhead/Bolton,H,33.77921,-84.49779
BURGLARY-RESIDENCE,102951067,10222010,641 HUGH ST SW,301,Adair Park,V,33.73387,-84.4088
LARCENY-NON VEHICLE,102951589,10222010,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
AUTO THEFT,102951668,10222010,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68199,-84.40785
LARCENY-FROM VEHICLE,102952411,10222010,76 4TH ST NW,505,Midtown,E,33.77487,-84.38975
ROBBERY-PEDESTRIAN,102952465,10222010,YORK AVE SW / LEE ST SW,401,West End,T,33.73707,-84.41408
LARCENY-FROM VEHICLE,102940973,10212010,2835 BROWNS MILL RD SE,312,Glenrose Heights,Z,33.67742,-84.38448
AUTO THEFT,102940977,10212010,3160 HOWELL MILL RD NW,201,,C,33.84166,-84.42773
BURGLARY-RESIDENCE,102941497,10212010,827 FRASER ST SE,304,Summerhill,V,33.73215,-84.38698
LARCENY-FROM VEHICLE,102941533,10212010,1011 MONROE DR NE,601,Virginia Highland,F,33.78234,-84.36813
ROBBERY-PEDESTRIAN,102942423,10212010,404 MCAFEE ST NW,504,Downtown,M,33.76558,-84.39468
LARCENY-FROM VEHICLE,102942437,10212010,PEACHTREE ST NE / 26TH ST NW,207,Brookwood Hills,E,33.80266,-84.39289
LARCENY-FROM VEHICLE,102931882,10202010,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
BURGLARY-RESIDENCE,102931896,10202010,881 OAKHILL AVE SW,301,Adair Park,V,33.7309,-84.40959
AGG ASSAULT,102930365,10202010,PIEDMONT AVE NE/ 15TH ST NE,508,Downtown,M,33.76226,-84.38755
BURGLARY-NONRES,102930403,10202010,2044 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70658,-84.4568
BURGLARY-RESIDENCE,102931207,10202010,2102 MACON DR SW,310,Polar Rock,Z,33.69695,-84.38907
AGG ASSAULT,102931282,10202010,1900 MONROE DR NE,212,Piedmont Heights,F,33.80625,-84.37518
AGG ASSAULT,102920085,10192010,401 ANGIER AVE NE,603,Old Fourth Ward,M,33.76622,-84.37381
LARCENY-FROM VEHICLE,102920162,10192010,662 W PEACHTREE ST NW,505,Midtown,E,33.77288,-84.38777
LARCENY-NON VEHICLE,102921286,10192010,415 WESTCHESTER BLVD NW,107,Grove Park,J,33.7665,-84.45369
BURGLARY-RESIDENCE,102921287,10192010,1189 HUBBARD ST SW,302,Pittsburgh,V,33.7225,-84.40283
ROBBERY-PEDESTRIAN,102922054,10192010,1334 BOULEVARD SE,607,Benteen Park,W,33.71874,-84.36841
LARCENY-NON VEHICLE,102922103,10192010,66 MOURY AVE SE,305,South Atlanta,Y,33.7125,-84.38591
LARCENY-NON VEHICLE,102912120,10182010,920 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77413,-84.35724
LARCENY-FROM VEHICLE,102912125,10182010,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.7778,-84.40865
LARCENY-FROM VEHICLE,102912004,10182010,21 GROVE PARK PL NW,110,Grove Park,J,33.77702,-84.43859
BURGLARY-RESIDENCE,102912012,10182010,149 KEVIN CT NW,111,,I,33.75929,-84.4867
BURGLARY-RESIDENCE,102910026,10182010,3105 DAWSON LN SW,414,Princeton Lakes,P,33.66906,-84.51101
LARCENY-FROM VEHICLE,102910032,10182010,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,207,,E,33.81,-84.39583
ROBBERY-RESIDENCE,102910840,10182010,2091 BENT CREEK WAY,410,Campbellton Road,R,33.70122,-84.46651
BURGLARY-NONRES,102910841,10182010,3423 PIEDMONT RD NE,208,North Buckhead,B,33.84791,-84.37336
BURGLARY-NONRES,102900189,10172010,1829 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71,-84.44863
LARCENY-FROM VEHICLE,102900202,10172010,EDGEWOOD AVE NE / BOULEVARD NE,604,Old Fourth Ward,M,33.7543,-84.37215
AGG ASSAULT,102900817,10172010,1975 ALISON CT SW,410,Campbellton Road,R,33.70081,-84.45327
LARCENY-FROM VEHICLE,102900854,10172010,931 MONROE DR. NE.,506,Midtown,E,33.77973,-84.3676
LARCENY-FROM VEHICLE,102901905,10172010,BRADY AVE NW / HOWELL MILL RD NW,501,Home Park,E,33.78406,-84.41206
LARCENY-FROM VEHICLE,102901932,10172010,1492 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79551,-84.37067
LARCENY-FROM VEHICLE,102891920,10162010,401 18TH,501,Atlantic Station,E,33.79113,-84.40201
AUTO THEFT,102891939,10162010,232 FORSYTH ST,512,Downtown,M,33.74852,-84.39636
LARCENY-FROM VEHICLE,102890672,10162010,623 DARLINGTON COMMONS CT NE,211,Peachtree Park,B,33.83061,-84.36544
LARCENY-FROM VEHICLE,102890705,10162010,375 RALPH MCGILL BLVD NE,604,Old Fourth Ward,M,33.76368,-84.37587
LARCENY-NON VEHICLE,102881666,10152010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
LARCENY-NON VEHICLE,102881696,10152010,3832 N CAMP CREEK PKWY SW,414,Deerwood,P,33.67529,-84.51356
BURGLARY-RESIDENCE,102870628,10152010,809 MAGNOLIA ST,102,Vine City,L,33.75823,-84.41411
LARCENY-FROM VEHICLE,102880043,10152010,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116
LARCENY-NON VEHICLE,102880993,10152010,737 HARWELL RD NW,112,Collier Heights,I,33.77532,-84.49536
LARCENY-NON VEHICLE,102881031,10152010,2900 PEACHTREE RD NW,206,Peachtree Heights West,B,33.83399,-84.3841
LARCENY-FROM VEHICLE,102870302,10142010,SPRING ST NW / 8TH ST NW,503,Midtown,E,33.7795,-84.38881
LARCENY-FROM VEHICLE,102870307,10142010,222 14TH ST NE,502,Midtown,E,33.78728,-84.38055
BURGLARY-RESIDENCE,102870919,10142010,1036 BECKWITH ST SW,104,Ashview Heights,T,33.75235,-84.42181
LARCENY-NON VEHICLE,102871009,10142010,45 13TH ST NE,503,Midtown,E,33.78553,-84.38604
LARCENY-FROM VEHICLE,102871527,10142010,LARKIN ST SW / LAWSHE ST SW,101,The Villages at Castleberry H,T,33.74805,-84.41108
BURGLARY-RESIDENCE,102871531,10142010,1381 KIMBERLY WAY SW,412,Ashley Courts,P,33.71745,-84.52265
LARCENY-FROM VEHICLE,102872300,10142010,1968 PEACHTREE RD NW,207,,E,33.80901,-84.39342
BURGLARY-RESIDENCE,102872304,10142010,1783 JOHNSON RD NW,110,Rockdale,G,33.78541,-84.44539
LARCENY-NON VEHICLE,102861658,10132010,11 KIRKWOOD RD NE,610,Kirkwood,O,33.75161,-84.32156
ROBBERY-PEDESTRIAN,102861695,10132010,2001 SYLVAN RD SW;,306,Sylvan Hills,X,33.70063,-84.41993
AGG ASSAULT,102862254,10132010,208 12TH ST NE,503,Midtown,E,33.78438,-84.38058
LARCENY-NON VEHICLE,102862287,10132010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY-RESIDENCE,102860873,10132010,2060 ALISON CT SW,410,Campbellton Road,R,33.70062,-84.45594
LARCENY-NON VEHICLE,102860899,10132010,1560 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.71194,-84.40422
BURGLARY-NONRES,102851210,10122010,489 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75411,-84.37155
AGG ASSAULT,102851242,10122010,357 ADELLE ST SE,307,Lakewood Heights,Y,33.70043,-84.37725
BURGLARY-RESIDENCE,102851955,10122010,3522 DALE LN SW,412,Meadowbrook Forest,P,33.69248,-84.50478
AGG ASSAULT,102851958,10122010,1097 WESTVIEW DR SW,104,Ashview Heights,T,33.74737,-84.42375
AUTO THEFT,102850284,10122010,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262
AUTO THEFT,102850317,10122010,373 PARK AVE SE,605,Grant Park,W,33.74437,-84.37003
BURGLARY-RESIDENCE,102850889,10122010,134 TURMAN AVE SE,305,Lakewood Heights,Y,33.7085,-84.38436
AGG ASSAULT,102850902,10122010,510 BOULEVARD NE,603,Old Fourth Ward,M,33.76818,-84.37199
BURGLARY-NONRES,102840282,10112010,3279 ROSWELL RD NE,208,Buckhead Forest,B,33.84482,-84.37999
AUTO THEFT,102840287,10112010,2125 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76479,-84.4579
BURGLARY-RESIDENCE,102840873,10112010,1711 SOUTH GORDON STREET,404,Westview,T,33.74003,-84.44403
ROBBERY-COMMERCIAL,102840883,10112010,1459 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71443,-84.35009
LARCENY-NON VEHICLE,102841423,10112010,439 HIGHLAND AVE,604,Old Fourth Ward,M,33.76101,-84.37345
LARCENY-FROM VEHICLE,102841428,10112010,1403 NORTHWEST DR NW,113,Monroe Heights,G,33.79417,-84.48327
LARCENY-FROM VEHICLE,102842100,10112010,2293 PEACHTREE RD,211,,E,33.81713,-84.38942
BURGLARY-RESIDENCE,102842126,10112010,1971 SANDCREEK DR SW;,412,Sandlewood Estates,P,33.70375,-84.54489
BURGLARY-RESIDENCE,102831114,10102010,2680 MANGO CIRCLE ,113,Monroe Heights,G,33.79611,-84.48281
LARCENY-NON VEHICLE,102831126,10102010,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
LARCENY-FROM VEHICLE,102830976,10102010,585 WELLS ST SW,303,Pittsburgh,V,33.7399,-84.40686
LARCENY-FROM VEHICLE,102830980,10102010,W PEACHTREE ST NE @ 12TH ST NE,503,Midtown,E,33.78458,-84.38782
BURGLARY-RESIDENCE,102812551,10092010,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.71771,-84.52315
BURGLARY-RESIDENCE,102812612,10092010,3443 KINGSBORO RD NE,210,Buckhead Heights,B,33.84984,-84.35795
BURGLARY-RESIDENCE,102820958,10092010,128 HAYGOOD AVE SE,304,Peoplestown,V,33.72662,-84.3838
BURGLARY-RESIDENCE,102821005,10092010,37 BISBEE AVE SE,305,South Atlanta,Y,33.71611,-84.38695
LARCENY-NON VEHICLE,102821916,10092010,2685 METROPOLITAN PKWY,309,Perkerson,X,33.68274,-84.40902
AUTO THEFT,102821949,10092010,232 FORSYTH ST SW,512,Downtown,M,33.74852,-84.39636
ROBBERY-RESIDENCE,102811541,10082010,50 BROWN AVE SE,305,South Atlanta,Y,33.71376,-84.38662
BURGLARY-RESIDENCE,102811557,10082010,2425 BURTZ ST NW,203,Riverside,D,33.80747,-84.47011
ROBBERY-PEDESTRIAN,102810885,10082010,333 ANGIER AVE NE,603,Old Fourth Ward,M,33.76659,-84.37678
ROBBERY-COMMERCIAL,102810908,10082010,1175 MORELAND AVE SE,607,Woodland Hills,W,33.72243,-84.34957
BURGLARY-NONRES,102800129,10072010,448 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73691,-84.40289
BURGLARY-RESIDENCE,102800132,10072010,962 WYLIE ST SE,606,Reynoldstown,N,33.75268,-84.35557
LARCENY-FROM VEHICLE,102800952,10072010,103 HARRIS STREET,508,Downtown,M,33.76107,-84.39083
LARCENY-NON VEHICLE,102800992,10072010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY-RESIDENCE,102801672,10072010,2095 BARGE RD SW,412,Ben Hill Acres,P,33.6973,-84.50664
BURGLARY-RESIDENCE,102801682,10072010,580 UTOY CIR SW,407,Ridgecrest Forest,H,33.74262,-84.52369
LARCENY-NON VEHICLE,102790069,10062010,990 SPARKS ST SW,402,Oakland City,S,33.72634,-84.42053
AUTO THEFT,102790084,10062010,767 HILL ST SE,605,Grant Park,W,33.73349,-84.37869
LARCENY-FROM VEHICLE,102791067,10062010,WILDWOOD RD NE @ WINDEMERE RD,213,Morningside/Lenox Park,F,33.80373,-84.36382
LARCENY-NON VEHICLE,102791078,10062010,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
BURGLARY-RESIDENCE,102791932,10062010,177 MOURY AVE SW,305,The Villages at Carver,Y,33.71348,-84.39052
LARCENY-FROM VEHICLE,102791954,10062010,309 MOUNT ZION RD SW,311,Hammond Park,X,33.67302,-84.3996
AUTO THEFT,102780384,10052010,15 ROANOKE AVE NE,211,Peachtree Hills,B,33.81895,-84.38491
AUTO THEFT,102780386,10052010,898 OAK ST SW,401,West End,T,33.74057,-84.41738
BURGLARY-RESIDENCE,102780970,10052010,2399 PARKLAND DRIVE,211,Lindbergh/Morosgo,B,33.81948,-84.36425
AUTO THEFT,102781006,10052010,3030 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68066,-84.49371
LARCENY-NON VEHICLE,102781801,10052010,177 MOURY AVE SW,305,The Villages at Carver,Y,33.71348,-84.39052
LARCENY-NON VEHICLE,102781840,10052010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
ROBBERY-PEDESTRIAN,102782393,10052010,1025 EISENHOWER CIR,313,South River Gardens,Z,33.66009,-84.35627
LARCENY-FROM VEHICLE,102772178,10042010,605 BOULEVARD NE,603,Old Fourth Ward,M,33.77097,-84.3714
LARCENY-NON VEHICLE,102771356,10042010,1041 WILLOWOOD LN SW,412,Midwest Cascade,Q,33.72697,-84.54057
LARCENY-NON VEHICLE,102771365,10042010,70 PEACHTREE ST NW,508,Downtown,M,33.75551,-84.38903
AGG ASSAULT,102770099,10042010,2591 ETHERIDGE DR,113,Carey Park,G,33.79092,-84.47306
AGG ASSAULT,102770219,10042010,443 DARGAN PL SW,401,West End,T,33.74282,-84.42519
BURGLARY-RESIDENCE,102760096,10032010,925 COLEMAN ST SW,302,Pittsburgh,V,33.72972,-84.40421
AUTO THEFT,102760107,10032010,RALPH D ABERNATHY BLVD SW / JOSEPH E LOWERY BLVD SW,401,West End,T,33.73799,-84.41772
LARCENY-FROM VEHICLE,102761097,10032010,3459 BUCKHEAD LOOP NE,208,North Buckhead,B,33.85119,-84.36313
AGG ASSAULT,102761099,10032010,509 BOULEVARD NE,603,Old Fourth Ward,M,33.76819,-84.37177
BURGLARY-RESIDENCE,102761720,10032010,200 RENAISSANCE PKWY NE,603,Old Fourth Ward,M,33.76896,-84.38069
BURGLARY-RESIDENCE,102761808,10032010,2585 BEELER DR SW,309,Perkerson,X,33.6844,-84.40234
LARCENY-FROM VEHICLE,102752082,10022010,1120 MEMORIAL DR SE,606,Reynoldstown,N,33.74739,-84.35069
LARCENY-NON VEHICLE,102752109,10022010,1901 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70228,-84.40817
AUTO THEFT,102750512,10022010,1552 MAY AVE SE,612,East Atlanta,W,33.73917,-84.33693
LARCENY-FROM VEHICLE,102750585,10022010,706 LEXINGTON AVE SW,301,Adair Park,V,33.72336,-84.411
AGG ASSAULT,102751320,10022010,1700 THOMASVILLE DR SE,308,Thomasville Heights,Z,33.7037,-84.35503
BURGLARY-RESIDENCE,102751400,10022010,937 DIVISION ST,106,Bankhead,K,33.76446,-84.41823
LARCENY-NON VEHICLE,102742649,10012010,755 HANK AARON DR SW @TURNER FIELD,304,Summerhill,V,33.73624,-84.389
AUTO THEFT,102742683,10012010,1081 ESTES DR SW,306,Sylvan Hills,X,33.69868,-84.42021
AUTO THEFT,102741248,10012010,1000,104,Harris Chiles,T,33.74526,-84.42036
LARCENY-NON VEHICLE,102741254,10012010,230 CLEVELAND AVE SW,311,Glenrose Heights,Z,33.68012,-84.39573
AUTO THEFT,113040102,10312011,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442
AUTO THEFT,113040141,10312011,3257 VERDANT DR SW,411,Greenbriar,R,33.68365,-84.49581
BURGLARY-RESIDENCE,113041091,10312011,294 BROWNLEE RD SW,406,,I,33.74943,-84.49637
BURGLARY-RESIDENCE,113041093,10312011,4237 RICKENBACKER WAY NE,209,North Buckhead,B,33.87029,-84.37767
LARCENY-NON VEHICLE,113041583,10312011,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528
AUTO THEFT,113041605,10312011,1428 CHATTAHOOCHEE AVE NW,203,Hills Park,D,33.80689,-84.43467
ROBBERY-PEDESTRIAN,113042109,10312011,58 WEYMAN AVE SW,304,Peoplestown,V,33.72481,-84.38989
ROBBERY-RESIDENCE,113042116,10312011,586 MCGILL PL NE,603,Old Fourth Ward,M,33.76499,-84.37741
LARCENY-FROM VEHICLE,113030788,10302011,4307 CHASTAIN DR NE,209,East Chastain Park,B,33.86686,-84.3832
LARCENY-FROM VEHICLE,113030801,10302011,3403 NOBLE CREEK DR NW,204,Cross Creek,C,33.81607,-84.42716
LARCENY-FROM VEHICLE,113031026,10302011,3011 HEADLAND DR SW,411,Greenbriar,R,33.68984,-84.48675
AUTO THEFT,113031030,10302011,1648 HARBIN RD SW,409,Laurens Valley,R,33.71111,-84.4828
AUTO THEFT,113031807,10302011,1245 DONNELLY AVE SW,402,West End,T,33.73388,-84.42812
BURGLARY-RESIDENCE,113031808,10302011,1379 BLUEFIELD DR SW,403,Oakland City,S,33.72529,-84.433
LARCENY-NON VEHICLE,113020145,10292011,3434 PEACHTREE RD NE,208,North Buckhead,B,33.85037,-84.3634
BURGLARY-RESIDENCE,113020150,10292011,2900 PHARR COURT SOUTH NW,206,Peachtree Heights West,B,33.83477,-84.38598
LARCENY-FROM VEHICLE,113021075,10292011,2457 MARTIN L KING JR DR NW,111,Harland Terrace,I,33.7523,-84.46786
AUTO THEFT,113021080,10292011,818 ANTONE ST NW;,207,Berkeley Park,D,33.7977,-84.41546
LARCENY-FROM VEHICLE,113010534,10282011,918 MARIETTA BLVD NW,106,Knight Park/Howell Station,K,33.78067,-84.42959
LARCENY-FROM VEHICLE,113010549,10282011,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593
AGG ASSAULT,113011290,10282011,144 MILLS ST NW,504,Downtown,M,33.76521,-84.39228
LARCENY-NON VEHICLE,113011305,10282011,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467
LARCENY-NON VEHICLE,113012015,10282011,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
BURGLARY-RESIDENCE,113012056,10282011,1329 LIBERTY PKWY NW,204,Bolton,D,33.81771,-84.44074
LARCENY-NON VEHICLE,113000465,10272011,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
AUTO THEFT,113000532,10272011,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
LARCENY-NON VEHICLE,113001231,10272011,854 REGINA DR NW,109,Center Hill,J,33.77893,-84.47272
LARCENY-FROM VEHICLE,113001246,10272011,3160 HOWELL MILL RD NW,201,,C,33.84055,-84.42855
BURGLARY-RESIDENCE,113001914,10272011,259 RICHARDSON ST,303,Summerhill,V,33.74057,-84.38521
LARCENY-FROM VEHICLE,113001974,10272011,3157 PEACHTREE RD NE,206,Buckhead Village,B,33.84064,-84.37653
LARCENY-NON VEHICLE,112991687,10262011,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-NON VEHICLE,112991709,10262011,1461 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71369,-84.35008
BURGLARY-RESIDENCE,112990007,10262011,1991 DELOWE DR SW,410,Campbellton Road,R,33.70103,-84.45746
BURGLARY-NONRES,112990174,10262011,1320 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.7907,-84.42691
LARCENY-FROM VEHICLE,112991027,10262011,1155 PEACHTREE ST NE,503,Midtown,E,33.78603,-84.38292
AGG ASSAULT,112991041,10262011,416 RAWSON ST SW,303,Mechanicsville,V,33.74255,-84.40147
LARCENY-FROM VEHICLE,112980702,10252011,239 GRANT ST SE,605,Oakland,W,33.74798,-84.37673
LARCENY-NON VEHICLE,112980704,10252011,3405 LENOX RD. NE,210,Lenox,B,33.848,-84.35947
LARCENY-NON VEHICLE,112981261,10252011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
LARCENY-NON VEHICLE,112981280,10252011,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278
BURGLARY-RESIDENCE,112981941,10252011,2666 IVYDALE CT SW,410,Campbellton Road,R,33.69958,-84.47607
LARCENY-FROM VEHICLE,112982055,10252011,339 NELSON ST SW,507,Castleberry Hill,M,33.75149,-84.39906
LARCENY-NON VEHICLE,112971103,10242011,2410 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82162,-84.37153
BURGLARY-RESIDENCE,112971111,10242011,617 ELINOR PL NW,110,Grove Park,J,33.77178,-84.43589
