crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
BURGLARY-RESIDENCE,102941369,10212010,3191 DALE LN SW,409,Southwest,R,33.69428,-84.49297
AUTO THEFT,102942224,10212010,183 MOUNT ZION RD SW,311,Glenrose Heights,Z,33.67299,-84.39626
LARCENY-NON VEHICLE,102931644,10202010,LAWTON PL SW / LAWTON ST SW,402,West End,T,33.73675,-84.42338
LARCENY-NON VEHICLE,102932426,10202010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-FROM VEHICLE,102931045,10202010,CONE ST NW / LUCKIE ST NW,508,Downtown,M,33.75786,-84.39012
AGG ASSAULT,102932634,10202010,OGLETHORPE AVE SW / QUEEN ST SW,402,West End,T,33.73579,-84.42547
LARCENY-NON VEHICLE,102921035,10192010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
LARCENY-NON VEHICLE,102921810,10192010,150 GARNETT ST SW,512,Downtown,M,33.7474,-84.39298
LARCENY-NON VEHICLE,102918063,10182010,GATE A30 @8700 SPINE RD,50,,,33.64302,-84.43979
BURGLARY-RESIDENCE,102911794,10182010,376 ATWOOD ST SW,401,West End,T,33.74481,-84.4286
AUTO THEFT,102911372,10182010,4422 ROSWELL ROAD,209,East Chastain Park,B,33.8762,-84.38037
LARCENY-FROM VEHICLE,102910770,10182010,99 UNIVERSITY AVE SW;,304,Peoplestown,V,33.72181,-84.39107
LARCENY-FROM VEHICLE,102901704,10172010,351 MORELAND AVE NE,608,Candler Park,N,33.76393,-84.34873
LARCENY-FROM VEHICLE,102900689,10172010,715 PEACHTREE ST. NE.,505,Midtown,E,33.774,-84.38412
ROBBERY-PEDESTRIAN,102901802,10172010,1362 GLENWOOD AVE SE,612,East Atlanta,W,33.7402,-84.34293
ROBBERY-COMMERCIAL,102891813,10162010,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68199,-84.40785
BURGLARY-RESIDENCE,102890498,10162010,3200 LENOX RD NE,210,Pine Hills,B,33.84221,-84.35822
BURGLARY-RESIDENCE,102892312,10162010,804 MONROE DR NE,506,Midtown,E,33.77638,-84.37056
BURGLARY-RESIDENCE,102882420,10152010,2368 SAINT JAMES DR NW,109,Almond Park,G,33.7852,-84.46598
BURGLARY-RESIDENCE,102880804,10152010,71 ESTEN STREET S.E.,606,Reynoldstown,N,33.75178,-84.35301
AUTO THEFT,102870014,10142010,401 16TH ST NW,501,Atlantic Station,E,33.78912,-84.40052
LARCENY-FROM VEHICLE,102870778,10142010,801 CARDOVA DR NE,212,Lindridge/Martin Manor,F,33.81648,-84.36164
LARCENY-FROM VEHICLE,102871468,10142010,1161 METROPOLITAN PKWY SW,301,Adair Park,V,33.72314,-84.40797
AUTO THEFT,102872091,10142010,807 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795
LARCENY-FROM VEHICLE,102861534,10132010,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116
BURGLARY-RESIDENCE,102862164,10132010,2359 BEECHER RD SW,406,Cascade Avenue/Road,S,33.72492,-84.46438
BURGLARY-RESIDENCE,102860698,10132010,1819 KING GEORGE LN SW,412,Kings Forest,P,33.70505,-84.5156
ROBBERY-PEDESTRIAN,102851126,10122010,1233 MCPHERSON AVE SE,612,East Atlanta,W,33.7435,-84.34716
LARCENY-FROM VEHICLE,102851847,10122010,398 PARKWAY DR NE,603,Old Fourth Ward,M,33.76531,-84.37383
BURGLARY-RESIDENCE,102850191,10122010,3140 PARC CT SW,409,Southwest,R,33.69853,-84.4958
BURGLARY-RESIDENCE,102850793,10122010,2978 1ST AVE SW,311,Hammond Park,X,33.67394,-84.40195
AUTO THEFT,102840091,10112010,1781 S GORDON ST SW,404,Westview,T,33.73928,-84.44645
BURGLARY-RESIDENCE,102840722,10112010,1991 DELOWE DR SW,410,Campbellton Road,R,33.70103,-84.45746
ROBBERY-RESIDENCE,102841294,10112010,901 BOLTON ROAD NW,109,Center Hill,J,33.77725,-84.46072
BURGLARY-RESIDENCE,102842015,10112010,1020 REUNION PL SW,412,Midwest Cascade,Q,33.7253,-84.52805
ROBBERY-PEDESTRIAN,102831030,10102010,211 CLEVELAND AVE SW ,312,Rosedale Heights,Z,33.68057,-84.38255
LARCENY-NON VEHICLE,102830891,10102010,601 DARLINGTON COMMONS CT NE,211,Peachtree Park,B,33.83162,-84.36593
BURGLARY-RESIDENCE,102830633,10102010,660 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76462,-84.36561
LARCENY-FROM VEHICLE,102820820,10092010,331 HERRINGTON DR NE,209,North Buckhead,B,33.86696,-84.37678
LARCENY-FROM VEHICLE,102821645,10092010,1560 SPRING ST,502,Midtown,E,33.79724,-84.38896
LARCENY-NON VEHICLE,102811351,10082010,1017 WESTVIEW ST ,104,Ashview Heights,T,33.74929,-84.4213
RAPE,102812352,10082010,711 PIEDMONT AVE NE,505,Midtown,E,33.77446,-84.38202
AUTO THEFT,102810763,10082010,2565 SPRINGDALE RD SW,309,Perkerson,X,33.68464,-84.41556
LARCENY-NON VEHICLE,102800723,10072010,660 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76462,-84.36561
LARCENY-NON VEHICLE,102801476,10072010,590 CASCADE AVE SW ,402,West End,T,33.73812,-84.43276
AGG ASSAULT,102802470,10072010,642 CATHERINE ST. S.W,302,Adair Park,V,33.72593,-84.40792
LARCENY-NON VEHICLE,102790967,10062010,2432 2ND ST NW,110,Scotts Crossing,G,33.80299,-84.46778
LARCENY-FROM VEHICLE,102791839,10062010,412 LINDEN AVE NE,603,Old Fourth Ward,M,33.77011,-84.37377
LARCENY-FROM VEHICLE,102780177,10052010,641 LORIDANS DR NE,209,North Buckhead,B,33.87334,-84.36649
AUTO THEFT,102780846,10052010,2599 HOOD AVE NW,109,Center Hill,J,33.77062,-84.47048
AUTO THEFT,102781642,10052010,W PACES FERRY RD NW / TUXEDO RD NW,202,Argonne Forest,C,33.84546,-84.4026
ROBBERY-PEDESTRIAN,102782296,10052010,675 METROPOLITAN PKWY SW,301,Adair Park,V,33.73653,-84.41018
LARCENY-NON VEHICLE,102771133,10042010,574 FAIRBURN RD NW,114,Fairburn Heights,H,33.7709,-84.50049
BURGLARY-RESIDENCE,102771932,10042010,72 DELMOOR DR NW,111,,I,33.75748,-84.49032
ROBBERY-PEDESTRIAN,102751506,10032010,1388 DONALD LEE HOLLOWELL PKWY,105,Hunter Hills,K,33.7633,-84.43337
AUTO THEFT,102760954,10032010,960 E PACES FERRY RD NE,210,Buckhead Heights,B,33.84691,-84.35618
ROBBERY-PEDESTRIAN,102761631,10032010,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
BURGLARY-RESIDENCE,102751967,10022010,3589 PARC CIR SW,409,Southwest,R,33.70061,-84.49739
BURGLARY-RESIDENCE,102750326,10022010,1079 CONSTITUTION RD SE,308,Leila Valley,Z,33.69277,-84.35388
LARCENY-NON VEHICLE,102751051,10022010,3481 MEADOWRIDGE DR SW,414,Brentwood,P,33.67361,-84.50241
BURGLARY-RESIDENCE,102742535,10012010,2167 LANG DR SW,310,Polar Rock,Z,33.69521,-84.39255
LARCENY-NON VEHICLE,102740990,10012010,2000 MOORES MILL RD NW ;TREEHOUSE ANIMAL CLINIC,201,,C,33.82081,-84.45063
BURGLARY-RESIDENCE,102741734,10012010,881 MITCHELL ST SW,101,Atlanta University Center,T,33.75361,-84.4165
AUTO THEFT,113040935,10312011, 100 AUBURN POINTE DR SE ,604,Sweet Auburn,M,33.75124,-84.3795
BURGLARY-RESIDENCE,113041452,10312011,297 GLENN ST SW,303,Mechanicsville,V,33.73833,-84.3973
BURGLARY-RESIDENCE,113042006,10312011,823 DELMAR CT SE,607,Ormewood Park,W,33.73273,-84.36019
LARCENY-FROM VEHICLE,113030648,10302011,1709 MCLENDON AVE NE,608,Lake Claire,N,33.76462,-84.33154
LARCENY-FROM VEHICLE,113030332,10302011,61 NORTH AVE NW,505,Midtown,E,33.77133,-84.38942
AUTO THEFT,113031606,10302011,275 SPRING ST SW,507,Castleberry Hill,M,33.74717,-84.3984
LARCENY-FROM VEHICLE,113022121,10292011,154 KROG ST NE,602,Inman Park,N,33.75885,-84.364
BURGLARY-RESIDENCE,113020924,10292011,318 GLENN ST SW,303,Mechanicsville,V,33.73796,-84.39806
AUTO THEFT,113010182,10282011,3565 MARTIN L KING JR DR NW ,111,Adamsville,H,33.75961,-84.50546
LARCENY-NON VEHICLE,113011096,10282011,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
ROBBERY-COMMERCIAL,113011834,10282011,2473 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77659,-84.46625
BURGLARY-RESIDENCE,113000294,10272011,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
LARCENY-NON VEHICLE,113001137,10272011,1150 MURPHY AVE SW,301,Oakland City,S,33.72296,-84.42045
BURGLARY-RESIDENCE,113001683,10272011,812 BRADDOCK ST SW,306,Sylvan Hills,X,33.71047,-84.4153
BURGLARY-RESIDENCE,112991575,10262011,2323 VENETIAN DR SW,409,Adams Park,R,33.71813,-84.46498
LARCENY-NON VEHICLE,112992316,10262011,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
LARCENY-NON VEHICLE,112990919,10262011,680 KENNESAW AVE NE,603,Old Fourth Ward,M,33.77311,-84.37007
LARCENY-NON VEHICLE,112980309,10252011,129 NORTH AVE NE,509,Downtown,M,33.77103,-84.38318
LARCENY-FROM VEHICLE,112981127,10252011,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77331,-84.40403
LARCENY-FROM VEHICLE,112981737,10252011,324 SPRING ST NW ,508,Downtown,M,33.76349,-84.38925
LARCENY-NON VEHICLE,112971032,10242011,3855 RUBY H HARPER BLVD SE,313,Blair Villa/Poole Creek,Z,33.649,-84.38047
LARCENY-FROM VEHICLE,112971538,10242011,781 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77585,-84.36316
LARCENY-NON VEHICLE,112970588,10242011,1340 BOULEVARD SE,607,Benteen Park,W,33.71811,-84.36842
ROBBERY-RESIDENCE,112972280,10242011,2406 1ST ST NW,110,Scotts Crossing,G,33.80436,-84.46747
AUTO THEFT,112960643,10232011,170 BOULEVARD SE,606,Cabbagetown,N,33.75012,-84.36933
LARCENY-FROM VEHICLE,112961197,10232011,2 BAKER ST NE,509,Downtown,M,33.76226,-84.38755
LARCENY-NON VEHICLE,112968027,10232011,6000 S TERMINAL PKWY,704,,,33.63915,-84.44264
BURGLARY-RESIDENCE,112951088,10222011,1127 JONES AVE NW,110,Grove Park,J,33.78573,-84.4517
LARCENY-FROM VEHICLE,112950032,10222011,250 PETER STREET,507,Castleberry Hill,M,33.74797,-84.40116
LARCENY-FROM VEHICLE,112942545,10212011,1061 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77346,-84.42217
LARCENY-NON VEHICLE,112940864,10212011,2465 ABNER PL NW,110,Carver Hills,G,33.79999,-84.46731
LARCENY-NON VEHICLE,112941880,10212011,395 CHAMBERLAIN ST SE,604,Sweet Auburn,M,33.75352,-84.37453
LARCENY-NON VEHICLE,112930954,10202011,600 VIRGINIA AVE NE,601,Virginia Highland,F,33.78151,-84.36713
LARCENY-NON VEHICLE,112931596,10202011,465 BOULEVARD SE,605,Grant Park,W,33.74178,-84.36825
LARCENY-NON VEHICLE,112931942,10202011,3192 BELFORT RD SE;,312,Orchard Knob,Z,33.66792,-84.37676
ROBBERY-PEDESTRIAN,112921512,10192011,98 DAHLIA AVE  NW,108,Dixie Hills,J,33.75535,-84.46246
LARCENY-NON VEHICLE,112922181,10192011,3053 MOUNT GILEAD RD SW,409,Southwest,R,33.69416,-84.49189
LARCENY-FROM VEHICLE,112920578,10192011,3255 WELLINGTON WALK SW,414,Princeton Lakes,P,33.66164,-84.51521
BURGLARY-NONRES,112910810,10182011,2328 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70324,-84.46341
AUTO THEFT,112911455,10182011,907 MARTIN L KING JR DR NW,102,Vine City,L,33.7548,-84.41692
LARCENY-FROM VEHICLE,112912301,10182011,105 PEACHTREE ST SW,512,Downtown,M,33.75178,-84.3925
LARCENY-NON VEHICLE,112902458,10172011,833 ROCHELLE DR SW,402,Oakland City,S,33.73244,-84.43418
LARCENY-NON VEHICLE,112900718,10172011,2886 MEMORIAL DR SE,611,East Lake,O,33.74741,-84.29245
BURGLARY-RESIDENCE,112901502,10172011,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593
LARCENY-FROM VEHICLE,112890216,10162011,49 BOULEVARD SE,604,Sweet Auburn,M,33.75253,-84.3721
LARCENY-FROM VEHICLE,112891154,10162011,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74522,-84.40561
LARCENY-NON VEHICLE,112891868,10162011,747 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76685,-84.36242
AUTO THEFT,112882230,10152011,2114 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75023,-84.45704
AUTO THEFT,112880594,10152011,939 PIEDMONT ROAD,503,Midtown,E,33.78033,-84.3804
LARCENY-NON VEHICLE,112881568,10152011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80448,-84.41348
LARCENY-NON VEHICLE,112871043,10142011,3020 DELMAR LN NW,111,,I,33.75488,-84.48588
AGG ASSAULT,112872388,10142011,2103 EMERY PL NE,610,Kirkwood,O,33.757,-84.3187
AUTO THEFT,112860549,10132011,393 W ONTARIO AVE SW,404,Westview,T,33.74453,-84.4399
BURGLARY-NONRES,112861462,10132011,352 DIXIE HILLS CIR NW,107,Grove Park,J,33.76496,-84.44967
LARCENY-FROM VEHICLE,112862038,10132011,2741 HOWELL MILL RD NW ,205,Castlewood,C,33.83016,-84.41615
AUTO THEFT,112850501,10122011,2800 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75431,-84.4793
BURGLARY-RESIDENCE,112851350,10122011,1018 MCDANIEL ST SW,302,Pittsburgh,V,33.72712,-84.40141
LARCENY-NON VEHICLE,112851990,10122011,994 MYRTLE ST NE,503,Midtown,E,33.7816,-84.37952
LARCENY-NON VEHICLE,112852580,10122011,3180 PEACHTREE RD NE,208,Buckhead Forest,B,33.84117,-84.37557
ROBBERY-PEDESTRIAN,112841916,10112011,2041 PRYOR RD SW,310,Polar Rock,Z,33.6978,-84.39912
BURGLARY-NONRES,112840517,10112011,907 MARTIN L KING JR DR NW,102,Vine City,L,33.7548,-84.41692
LARCENY-NON VEHICLE,112841267,10112011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
LARCENY-NON VEHICLE,112830842,10102011,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144
LARCENY-NON VEHICLE,112831413,10102011,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467
LARCENY-NON VEHICLE,112832017,10102011,226 AUBURN AVE NE,510,Downtown,M,33.75562,-84.38054
LARCENY-FROM VEHICLE,112821209,10092011,2232 DUNSEATH AVE NW,203,Bolton,D,33.81697,-84.44929
ROBBERY-PEDESTRIAN,112822020,10092011,724 CHARLES ALLEN DR NE,506,Midtown,E,33.77437,-84.37304
LARCENY-NON VEHICLE,112820834,10092011,752 GLENWOOD AVE SE;,605,Grant Park,W,33.74091,-84.36279
BURGLARY-RESIDENCE,112811845,10082011,1567 WOODLAND AVE SE,607,Custer/McDonough/Guice,W,33.71147,-84.35321
AUTO THEFT,112812716,10082011,1365 PEACHTREE ST NE,502,Midtown,E,33.79209,-84.38532
LARCENY-NON VEHICLE,112810930,10082011,1943 PEACHTREE RD NE,207,Brookwood Hills,E,33.80799,-84.39355
AGG ASSAULT,112800843,10072011,2256 MEMORIAL DRIVE S.E.,611,Kirkwood,O,33.74759,-84.31362
LARCENY-NON VEHICLE,112801633,10072011,660 BOULEVARD NE,603,Old Fourth Ward,M,33.77272,-84.37166
LARCENY-FROM VEHICLE,112802419,10072011,505 OVERBROOK DR NW,205,Collier Hills,C,33.81267,-84.4046
BURGLARY-RESIDENCE,112791670,10062011,31 PEYTON PL SW,405,Harland Terrace,I,33.75243,-84.47645
AUTO THEFT,112792564,10062011,1960 PERKERSON RD SW,306,Sylvan Hills,X,33.70089,-84.4177
LARCENY-NON VEHICLE,112791045,10062011,328 4TH ST NE,506,Midtown,E,33.77466,-84.37661
AUTO THEFT,112781342,10052011,850 OAK ST SW,401,West End,T,33.74053,-84.41671
BURGLARY-RESIDENCE,112781091,10052011,1658 BURTON ST SE,305,South Atlanta,Y,33.70917,-84.38328
LARCENY-NON VEHICLE,112782496,10052011,232 FORSYTH ST SW,512,Downtown,M,33.74852,-84.39636
LARCENY-NON VEHICLE,112771237,10042011,998 LINAM ST SE,304,Peoplestown,V,33.72733,-84.38588
AGG ASSAULT,112771976,10042011,1247 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76427,-84.42867
LARCENY-NON VEHICLE,112770649,10042011,1350 MAYSON TURNER RD NW,106,Bankhead,K,33.76498,-84.43115
LARCENY-NON VEHICLE,112760945,10032011,3195 FAIRBURN RD SW,414,Ben Hill,P,33.66716,-84.51645
BURGLARY-RESIDENCE,112761745,10032011,1580 HARBIN RD SW,409,Laurens Valley,R,33.71269,-84.48283
LARCENY-FROM VEHICLE,112762555,10032011,194 ROACH ST. NW,101,The Villages at Castleberry H,T,33.74933,-84.40978
AUTO THEFT,112750246,10022011,2118 BENT CREEK WAY SW,410,Campbellton Road,R,33.69885,-84.46479
LARCENY-FROM VEHICLE,112751320,10022011,141 JOHN WESLEY DOBBS AVE NE,510,Downtown,M,33.75701,-84.3831
AGG ASSAULT,112741943,10012011,1247 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76361,-84.42842
LARCENY-FROM VEHICLE,112740501,10012011,1599 MEMORIAL DR SE,610,Kirkwood,O,33.74614,-84.33607
LARCENY-FROM VEHICLE,123050333,10312012,396 PIEDMONT AVE NE,509,Downtown,M,33.76491,-84.3826
LARCENY-NON VEHICLE,123051507,10312012,18 MARIETTA STREET NE,507,Downtown,M,33.75557,-84.38427
AUTO THEFT,123052500,10312012,404 CATIVO DR SW,405,Chalet Woods,I,33.74483,-84.4702
AUTO THEFT,123042726,10302012,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70382,-84.46637
LARCENY-NON VEHICLE,123041263,10302012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-FROM VEHICLE,123042092,10302012,3715 NORTHSIDE PKWY NW,202,Mt. Paran/Northside,A,33.85557,-84.43152
LARCENY-FROM VEHICLE,123030301,10292012,1970 JONES AVE NW,110,Grove Park,J,33.78688,-84.45218
LARCENY-FROM VEHICLE,123031328,10292012,717 MYRTLE ST NE,505,Midtown,E,33.77414,-84.3798
ROBBERY-PEDESTRIAN,123032544,10292012,914 COLLIER RD NW,205,Wildwood (NPU-C),C,33.80868,-84.41711
AUTO THEFT,123021689,10282012,479 WOODWARD AVE SE,605,Grant Park,W,33.74518,-84.3718
AGG ASSAULT,123020456,10282012,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637
ROBBERY-PEDESTRIAN,123010176,10272012,1474 NISKEY LAKE TRL SW,412,Niskey Lake,P,33.71545,-84.53049
LARCENY-NON VEHICLE,123011531,10272012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-FROM VEHICLE,123012603,10272012,1726 CENTRA VILLA DR SW,408,Venetian Hills,S,33.70887,-84.45526
AUTO THEFT,123000606,10262012,1959 OANA ST SW,306,Sylvan Hills,X,33.70109,-84.41344
LARCENY-FROM VEHICLE,123001688,10262012,133 TRINITY AVE,512,Downtown,M,33.74905,-84.39215
LARCENY-NON VEHICLE,123002530,10262012,824 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77282,-84.41423
LARCENY-FROM VEHICLE,122991090,10252012,676  HIGHLAND AVE NE,603,Old Fourth Ward,M,33.76142,-84.36492
BURGLARY-RESIDENCE,122991760,10252012,2751 MARGARET MITCHELL DR NW,201,Margaret Mitchell,A,33.83071,-84.43798
LARCENY-NON VEHICLE,122992404,10252012,72 ATLANTA AVE SE,304,Peoplestown,V,33.73063,-84.38558
LARCENY-NON VEHICLE,122980969,10242012,901 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80005,-84.4172
AUTO THEFT,122981991,10242012,I-75 NB EXPY SW / S CENTRAL AVE SW,313,Blair Villa/Poole Creek,Z,33.65231,-84.39602
LARCENY-NON VEHICLE,122972569,10232012,143 MT. ZION RD,312,Glenrose Heights,Z,33.67308,-84.39436
LARCENY-NON VEHICLE,122970993,10232012,117 CENTER ST NW,504,Downtown,M,33.76798,-84.39325
LARCENY-NON VEHICLE,122971760,10232012,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
LARCENY-NON VEHICLE,122960682,10222012,56 THAYER AVENUE SE,305,South Atlanta,Y,33.7157,-84.3863
LARCENY-FROM VEHICLE,122961333,10222012,1598 CHILDRESS DR SW,409,Southwest,R,33.71138,-84.49021
AUTO THEFT,122962256,10222012,263 JUDY LN SW,310,Browns Mill Park,Z,33.68509,-84.39689
AUTO THEFT,122950595,10212012,2798 PEEK RD NW,112,Collier Heights,I,33.77743,-84.47815
LARCENY-FROM VEHICLE,122951550,10212012,135 W WIEUCA RD NW,202,Chastain Park,A,33.87589,-84.39202
LARCENY-NON VEHICLE,122940121,10202012,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
LARCENY-NON VEHICLE,122941416,10202012,3494 MARK PL NW,114,Fairburn Heights,H,33.77381,-84.50207
BURGLARY-NONRES,122930470,10192012,3500 JONESBORO RD SE,313,South River Gardens,Z,33.65951,-84.37095
BURGLARY-RESIDENCE,122931773,10192012,1302 EUCLID AVE NE,608,Candler Park,N,33.76839,-84.34533
AGG ASSAULT,122932897,10192012,288 WYNNWOOD DR SW,405,Florida Heights,I,33.74798,-84.4582
LARCENY-NON VEHICLE,122921769,10182012,2195 BROWNS MILL RD SE,310,Lakewood,Z,33.69406,-84.37414
AUTO THEFT,122920226,10182012,171 AUBURN AVE NE ,510,Downtown,M,33.75555,-84.38225
LARCENY-FROM VEHICLE,122918036,10172012,2351 RENTAL CAR CENTER PKWY,707,,,33.63977,-84.46358
ROBBERY-PEDESTRIAN,122911079,10172012,534 ANGIER AVE NE,603,Old Fourth Ward,M,33.76654,-84.36976
BURGLARY-RESIDENCE,122912075,10172012,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276
LARCENY-NON VEHICLE,122902355,10162012,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
AUTO THEFT,122900875,10162012,229 PEACHTREE STEET,509,Downtown,M,33.74839,-84.39544
AGG ASSAULT,122901635,10162012,232 CLEVELAND AVE SE;,312,Rosedale Heights,Z,33.68074,-84.38153
AUTO THEFT,122891396,10152012,341 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77222,-84.37559
BURGLARY-RESIDENCE,122891031,10152012,389 ORMOND ST,605,Grant Park,W,33.73114,-84.37473
LARCENY-NON VEHICLE,122892168,10152012,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403
LARCENY-FROM VEHICLE,122880488,10142012,1021 PEACHTREE ST NE,503,Midtown,E,33.78257,-84.38311
LARCENY-NON VEHICLE,122881511,10142012,3310 W ROXBORO RD NE,210,Pine Hills,B,33.84541,-84.34889
BURGLARY-RESIDENCE,122882088,10142012,529 BOULEVARD NE,603,Old Fourth Ward,M,33.76892,-84.37175
