crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
ROBBERY-PEDESTRIAN,102790098,10062010,921 WESTMORELAND CIR NW,110,West Highlands,G,33.78956,-84.44919
AUTO THEFT,102791082,10062010,826 BEECHER ST SW,401,West End,T,33.73333,-84.41478
BURGLARY-RESIDENCE,102791964,10062010,295 WYNNWOOD DR SW,405,Florida Heights,I,33.74775,-84.45872
BURGLARY-RESIDENCE,102780422,10052010,2454 BAYWOOD DR SE,310,Browns Mill Park,Z,33.68749,-84.38791
AUTO THEFT,102781007,10052010,2217 VIRGINIA PL NE,211,Peachtree Hills,B,33.81532,-84.38083
LARCENY-NON VEHICLE,102781841,10052010,2267 JONESBORO RD SE,310,Lakewood,Z,33.69205,-84.36595
ROBBERY-PEDESTRIAN,102772185,10042010,344 PARK AVE SE,605,Grant Park,W,33.74508,-84.3696
LARCENY-FROM VEHICLE,102771386,10042010,1259 TUCKAWANNA DR SW,406,Cascade Heights,I,33.72123,-84.48515
LARCENY-FROM VEHICLE,102770249,10042010,924 OGLETHORPE AVE SW,401,West End,T,33.73559,-84.4181
AUTO THEFT,102760113,10032010,221 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76045,-84.38556
LARCENY-FROM VEHICLE,102761109,10032010,3490 HAMILTON BLVD SE,312,Glenrose Heights,Z,33.66117,-84.38829
LARCENY-NON VEHICLE,102761819,10032010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,102752156,10022010,441 16TH ST NW,501,Atlantic Station,E,33.78874,-84.40468
LARCENY-FROM VEHICLE,102750622,10022010,644 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77183,-84.3529
BURGLARY-RESIDENCE,102751449,10022010,1143 SMITH ST SW,302,Pittsburgh,V,33.72349,-84.40106
LARCENY-NON VEHICLE,102742686,10012010,1847 HONEYSUCKLE LN SW,410,Campbellton Road,R,33.7065,-84.45345
AUTO THEFT,102741277,10012010,55 MCDONOUGH BLVD SE,305,South Atlanta,Y,33.72024,-84.38654
LARCENY-NON VEHICLE,113040162,10312011,1684 DERRY AVE SW,404,Westview,T,33.74328,-84.44285
AGG ASSAULT,113041106,10312011,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
LARCENY-FROM VEHICLE,113041615,10312011,1050 HERNDON ST NW,106,Knight Park/Howell Station,K,33.78338,-84.42298
AGG ASSAULT,113042127,10312011,900 DILL AVE SW,301,Capitol View,X,33.71798,-84.41753
AUTO THEFT,113030823,10302011,214 JOHN WESLEY DOBBS AVE NE,510,Downtown,M,33.75741,-84.38075
LARCENY-FROM VEHICLE,113031037,10302011,190 MARIETTA ST NW,507,Downtown,M,33.75757,-84.39487
AUTO THEFT,113031845,10302011,3033 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.6827,-84.49488
LARCENY-FROM VEHICLE,113020198,10292011,221 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76045,-84.38556
LARCENY-NON VEHICLE,113021108,10292011,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278
LARCENY-NON VEHICLE,113010600,10282011,2784 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.77927,-84.47996
LARCENY-NON VEHICLE,113011322,10282011,375 18TH ST NW,501,Atlantic Station,E,33.79163,-84.40099
LARCENY-FROM VEHICLE,113012057,10282011,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,113000533,10272011,501 MITCHELL ST SW,101,Atlanta University Center,T,33.75397,-84.40352
BURGLARY-RESIDENCE,113001264,10272011,1255 CAMPBELLTON RD SW,403,Oakland City,S,33.71702,-84.42927
BURGLARY-RESIDENCE,113002093,10272011,2800 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75431,-84.4793
BURGLARY-RESIDENCE,112991710,10262011,156 MOURY AVE SW,305,The Villages at Carver,Y,33.71265,-84.38851
AUTO THEFT,112990262,10262011,2750 VINEYARDS DR SE,312,Rosedale Heights,Z,33.67977,-84.36937
BURGLARY-RESIDENCE,112991095,10262011,837 CENTER HILL AVE NW,109,Center Hill,J,33.778,-84.46387
LARCENY-FROM VEHICLE,112980754,10252011,2263 LARCHWOOD RD SW,405,Florida Heights,I,33.7478,-84.46104
LARCENY-NON VEHICLE,112981303,10252011,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
ROBBERY-PEDESTRIAN,112982105,10252011,552 ROCKWELL ST SW,302,Pittsburgh,V,33.73173,-84.40576
LARCENY-NON VEHICLE,112971115,10242011,3201 MARTIN L KING JR DR NW,111,,I,33.75428,-84.49165
AUTO THEFT,112971637,10242011,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523
LARCENY-NON VEHICLE,112970707,10242011,714 MORELAND AVE SE,612,East Atlanta,W,33.73477,-84.34883
LARCENY-FROM VEHICLE,112960037,10232011,646 LINDBERGH WAY NE,211,Lindbergh/Morosgo,B,33.82072,-84.367
AUTO THEFT,112960793,10232011,294 PENELOPE DR NW,108,Penelope Neighbors,J,33.75478,-84.4496
ROBBERY-RESIDENCE,112961275,10232011,944 MAGNA CARTA DR NW,112,Collier Heights,I,33.77729,-84.47906
ROBBERY-PEDESTRIAN,112951928,10222011,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964
BURGLARY-RESIDENCE,112951262,10222011,916 COLEMAN ST SW,302,Pittsburgh,V,33.72991,-84.40384
AUTO THEFT,112950255,10222011,662 W PEACHTREE ST NW,505,Midtown,E,33.77288,-84.38777
ROBBERY-PEDESTRIAN,112942941,10212011,460 NORTH AVE,601,Virginia Highland,F,33.77389,-84.36196
BURGLARY-RESIDENCE,112941114,10212011,2125 JOSEPH E. BOONE,108,Center Hill,J,33.76479,-84.4579
LARCENY-NON VEHICLE,112942166,10212011,117 CLAIRE DR SE,307,Lakewood Heights,Y,33.70487,-84.38445
LARCENY-NON VEHICLE,112931198,10202011,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278
AGG ASSAULT,112930195,10202011,1331 GIDEONS DR SW,104,Mozley Park,K,33.752,-84.43078
LARCENY-NON VEHICLE,112932500,10202011,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77469,-84.36561
BURGLARY-RESIDENCE,112921691,10192011,4002 PEACHTREE PARK DR NE,207,,E,33.81367,-84.38973
BURGLARY-RESIDENCE,112922385,10192011,3123 HICKMAN DR NW,111,,I,33.75459,-84.48906
ROBBERY-RESIDENCE,112920729,10192011,46 THIRKELD AVE SE,305,South Atlanta,Y,33.71462,-84.38668
LARCENY-NON VEHICLE,112911065,10182011,1065 PEACHTREE STREET NE,503,Midtown,E,33.78363,-84.38295
ROBBERY-PEDESTRIAN,112911580,10182011,501 CONNELL AVE SW,309,Perkerson,X,33.68425,-84.40502
BURGLARY-RESIDENCE,112912505,10182011,3006 DELMAR LN NW,111,,I,33.75524,-84.48543
BURGLARY-RESIDENCE,112902676,10172011,1754 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70698,-84.3745
LARCENY-NON VEHICLE,112900944,10172011,55 MCDONOUGH BLVD SE,305,South Atlanta,Y,33.71987,-84.38667
LARCENY-FROM VEHICLE,112901708,10172011,955 FOUNDERS DR SW,104,Harris Chiles,T,33.74455,-84.41985
LARCENY-FROM VEHICLE,112890379,10162011,40 JESSE HILL JR DR NE,510,Downtown,M,33.75578,-84.38035
LARCENY-NON VEHICLE,112891317,10162011,633 JOSEPH E. LOWERY SW,401,West End,T,33.73781,-84.41783
AUTO THEFT,112892246,10162011,1821 W ANDERSON AVE NW,108,Dixie Hills,J,33.75533,-84.44742
LARCENY-FROM VEHICLE,112882612,10152011,142 SIMPSON ST NW,508,Downtown,M,33.76324,-84.39178
AUTO THEFT,112880938,10152011,436 CHAMBERLAIN ST SE ,604,Sweet Auburn,M,33.75377,-84.37317
HOMICIDE,112882095068,10152011,1845 LAKEWOOD TER SE,307,Lakewood Heights,Y,33.70381,-84.37988
LARCENY-NON VEHICLE,112871341,10142011,25 SOUTHSIDE INDUSTRIAL PKWY SE,313,Blair Villa/Poole Creek,Z,33.64992,-84.3885
AUTO THEFT,112872725,10142011,1123 EUCLID AVE NE,602,Inman Park,N,33.76458,-84.35009
LARCENY-FROM VEHICLE,112860795,10132011,3321 LENOX RD NE,210,Lenox,B,33.84592,-84.35845
LARCENY-FROM VEHICLE,112861597,10132011,942 PEACHTREE ST NE,503,Midtown,E,33.78043,-84.38456
LARCENY-NON VEHICLE,112862260,10132011,490 FAIRBURN RD SW,407,Fairburn Mays,H,33.74107,-84.50997
LARCENY-NON VEHICLE,112850817,10122011,618 BOULEVARD NE,603,Old Fourth Ward,M,33.77145,-84.37209
LARCENY-FROM VEHICLE,112851472,10122011,265 PHARR RD NE,206,Garden Hills,B,33.83668,-84.3788
AUTO THEFT,112852108,10122011,1959 LAKEWOOD AVE SW,307,Lakewood Heights,Y,33.70262,-84.38491
LARCENY-NON VEHICLE,112841347,10112011,2539 PIEDMONT ROAD,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-NON VEHICLE,112842087,10112011,506 MORELAND AVE NE,602,Inman Park,N,33.76813,-84.34952
LARCENY-FROM VEHICLE,112840676,10112011,187 12TH ST NE,503,Midtown,E,33.78411,-84.38132
LARCENY-NON VEHICLE,112830117,10102011,3324 PEACHTREE RD NE,208,North Buckhead,B,33.84595,-84.36852
LARCENY-NON VEHICLE,112830997,10102011,3393 LENOX RD NE,210,Lenox,B,33.84746,-84.35953
LARCENY-FROM VEHICLE,112831605,10102011,157 VINE ST SW,101,Atlanta University Center,T,33.75024,-84.408
LARCENY-FROM VEHICLE,112832110,10102011,3368 PEACHTREE RD NE,208,North Buckhead,B,33.84713,-84.36802
AUTO THEFT,112821320,10092011,904 MARIETTA BLVD NW,106,Knight Park/Howell Station,K,33.78042,-84.42942
AUTO THEFT,112820098,10092011,872 PIEDMONT AVE NE,505,Midtown,E,33.77851,-84.3813
AUTO THEFT,112820944,10092011,1015 PIEDMONT AVE NE,502,Midtown,E,33.78232,-84.38018
LARCENY-FROM VEHICLE,112812127,10082011,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869
AUTO THEFT,112811387,10082011,2971 HEADLAND DR,411,Greenbriar,R,33.68961,-84.48907
LARCENY-FROM VEHICLE,112811159,10082011,1042 LENA ST NW,105,Washington Park,K,33.7564,-84.42301
LARCENY-NON VEHICLE,112801011,10072011,3787 MARTIN L KING JR DR NW,114,Old Gordon,H,33.76808,-84.51181
LARCENY-NON VEHICLE,112801843,10072011,800 PEACHTREE ST NE,505,Midtown,E,33.77655,-84.38478
LARCENY-NON VEHICLE,112802554,10072011,65 ROGERS ST SE,610,Kirkwood,O,33.75147,-84.32949
LARCENY-NON VEHICLE,112791820,10062011,2180 DEFOORS FERRY RD NW,204,Underwood Hills,D,33.81459,-84.4308
LARCENY-FROM VEHICLE,112792762,10062011,3908 ROSWELL RD NE,209,East Chastain Park,B,33.86175,-84.38044
BURGLARY-NONRES,112791191,10062011,660 UNIVERSITY AVE SW,301,Adair Park,V,33.7216,-84.40926
BURGLARY-RESIDENCE,112781531,10052011,146 CANDLELIGHT LN SW,407,Baker Hills,H,33.75836,-84.52011
LARCENY-NON VEHICLE,112781682,10052011,433 PEEPLES ST SW,104,Harris Chiles,T,33.74329,-84.42156
LARCENY-NON VEHICLE,112782683,10052011,500  MONROE DR,502,,E,33.78186,-84.373
LARCENY-FROM VEHICLE,112771389,10042011,4279 ROSWELL RD NE,209,North Buckhead,B,33.87121,-84.37931
AGG ASSAULT,112772399,10042011,2459 BELLVIEW AVE NW,109,Center Hill,J,33.77728,-84.46792
AUTO THEFT,112212148,10042011,1380 ATLANTIC DRIVE NW,501,Atlantic Station,E,33.79282,-84.39779
AUTO THEFT,112761170,10032011,341 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77222,-84.37559
AUTO THEFT,112761966,10032011,605 BOULEVARD NE,603,Old Fourth Ward,M,33.77097,-84.3714
LARCENY-FROM VEHICLE,112762623,10032011,437 MEMORIAL DR SE,605,Grant Park,W,33.74639,-84.37285
LARCENY-FROM VEHICLE,112750500,10022011,699 11TH ST NW,501,Home Park,E,33.78326,-84.41016
LARCENY-NON VEHICLE,112751531,10022011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
AGG ASSAULT,112742126,10012011,322 GLENN ST SW,303,Mechanicsville,V,33.73797,-84.39846
LARCENY-FROM VEHICLE,112740838,10012011,135 WALTON ST NW,508,Downtown,M,33.75812,-84.39226
LARCENY-NON VEHICLE,123050819,10312012,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
LARCENY-NON VEHICLE,123051870,10312012,776 BRIARCLIFF RD NE,601,Atkins Park,F,33.77563,-84.34865
LARCENY-FROM VEHICLE,123052683,10312012,905 PIEDMONT AVE NE,505,Midtown,E,33.77926,-84.38101
LARCENY-FROM VEHICLE,123040430,10302012,718 SHELTON AVE SW,301,Adair Park,V,33.73425,-84.41134
AGG ASSAULT,123041452,10302012,818 POLLARD BLVD SW ,304,Summerhill,V,33.73249,-84.39017
LARCENY-NON VEHICLE,123042329,10302012,895 RALPH D ABERNATHY BLVD SW,401,West End,T,33.7398,-84.41751
LARCENY-FROM VEHICLE,123030673,10292012,490 LARCHMONT DR NW,112,Collier Heights,I,33.76716,-84.48677
LARCENY-NON VEHICLE,123031469,10292012,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602
AUTO THEFT,123021191,10282012,1151 AVON AVE SW,408,Oakland City,S,33.72263,-84.4257
LARCENY-NON VEHICLE,123021917,10282012,3344 PEACHTREE RD NE,208,,E,33.81364,-84.38966
LARCENY-FROM VEHICLE,123020734,10282012,1631 PAXON ST SE,610,Kirkwood,O,33.7505,-84.33405
LARCENY-NON VEHICLE,123010695,10272012,1925 MONROE DR NE,212,Piedmont Heights,F,33.80856,-84.37506
BURGLARY-RESIDENCE,123011843,10272012,1991 DELOWE DR SW,410,Campbellton Road,R,33.70103,-84.45746
LARCENY-NON VEHICLE,123012745,10272012,457 JEFFERSON CHASE CIR SE,312,Glenrose Heights,Z,33.66654,-84.38299
LARCENY-NON VEHICLE,123000917,10262012,77 RANDOLPH ST NE,604,Old Fourth Ward,M,33.75634,-84.36785
BURGLARY-RESIDENCE,123001877,10262012,2076 BENT CREEK WAY SW,410,Campbellton Road,R,33.70149,-84.46659
LARCENY-FROM VEHICLE,123002819,10262012,1587 HOWELL MILL RD NW,207,Berkeley Park,D,33.79835,-84.41575
BURGLARY-RESIDENCE,122991239,10252012,805 SPENCER ST NW,102,Vine City,L,33.75995,-84.41389
LARCENY-FROM VEHICLE,122991968,10252012,224 CHICAMAUGA AVE SW,104,Mozley Park,K,33.74908,-84.43198
AGG ASSAULT,122992658,10252012,798 ELOISE CT SE,605,Grant Park,W,33.7345,-84.36109
BURGLARY-RESIDENCE,122981230,10242012,4376 JETT RD,202,Chastain Park,A,33.87387,-84.40103
LARCENY-NON VEHICLE,122982203,10242012,97 DAHLGREN ST SE,609,Edgewood,O,33.75091,-84.34562
ROBBERY-PEDESTRIAN,122972713,10232012,4420 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69588,-84.53252
ROBBERY-RESIDENCE,122971130,10232012,404 GRIFFIN ST NW,103,English Avenue,L,33.7657,-84.4114
LARCENY-NON VEHICLE,122971982,10232012,965 DUNNING ST SE,304,Peoplestown,V,33.72822,-84.38724
BURGLARY-RESIDENCE,122960896,10222012,2832 ARGYLE DR NW,113,Lincoln Homes,G,33.79907,-84.48071
LARCENY-NON VEHICLE,122961524,10222012,590 CASCADE ROAD SW,402,West End,T,33.73812,-84.43276
LARCENY-NON VEHICLE,122962453,10222012,2914 MEMORIAL DR SE,611,East Lake,O,33.74753,-84.29124
LARCENY-FROM VEHICLE,122950871,10212012,370 NORTHSIDE DR NW,103,English Avenue,L,33.76527,-84.40498
ROBBERY-COMMERCIAL,122951811,10212012,2914 MEMORIAL DR SE,611,East Lake,O,33.74753,-84.29124
AUTO THEFT,122940563,10202012,1141 OAKLAND DR SW,403,Oakland City,S,33.72384,-84.42767
LARCENY-NON VEHICLE,122941966,10202012,209 PEACHTREE ST NE,510,Downtown,M,33.75951,-84.38748
LARCENY-NON VEHICLE,122931018,10192012,692 KIRKWOOD AVE,606,Cabbagetown,N,33.75041,-84.36457
LARCENY-FROM VEHICLE,122931941,10192012,2020 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.81022,-84.41347
LARCENY-FROM VEHICLE,122922875,10182012,437 MEMORIAL DR SE,605,Grant Park,W,33.74639,-84.37285
LARCENY-FROM VEHICLE,122922035,10182012,117 PEACHTREE ST SW,512,Downtown,M,33.75161,-84.39297
AGG ASSAULT,122920811,10182012,1660 STANTON RD SW,408,,R,33.70997,-84.44331
LARCENY-FROM VEHICLE,122910100,10172012,1045 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78343,-84.35457
LARCENY-FROM VEHICLE,122911311,10172012,1495 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80887,-84.43622
BURGLARY-NONRES,122912322,10172012,1387 NORTHSIDE DR NW,207,Loring Heights,E,33.79266,-84.40727
LARCENY-FROM VEHICLE,122891476,10162012,255 SPRING STREET SW,512,Downtown,M,33.76156,-84.38892
BURGLARY-RESIDENCE,122901056,10162012,543 SIMMONS ST NW,106,Bankhead,K,33.76959,-84.42025
LARCENY-NON VEHICLE,122901975,10162012,4281 NORTHSIDE DR NW,202,Chastain Park,A,33.87208,-84.40825
AUTO THEFT,122890153,10152012,667 PEEPLES ST SW,401,West End,T,33.73686,-84.42059
LARCENY-NON VEHICLE,122891154,10152012,186 AUBURN AVE NE,510,Downtown,M,33.75563,-84.38148
LARCENY-FROM VEHICLE,122892475,10152012,3201 MARTIN L KING JR DR NW,111,,I,33.75428,-84.49165
LARCENY-FROM VEHICLE,122880680,10142012,426 CHAPPELL RD NW,107,Grove Park,J,33.76708,-84.43284
AUTO THEFT,122881667,10142012,501 MITCHELL ST SW,101,Atlanta University Center,T,33.75412,-84.40379
LARCENY-NON VEHICLE,122888020,10142012,7062 SPINE RD.,706,,,33.64068,-84.44204
LARCENY-FROM VEHICLE,122872439,10132012,1026 WESTVIEW DR SW ,104,Ashview Heights,T,33.74761,-84.42166
