crime,number,date,location,beat,neighbourhood,npu,latitude,longitude
LARCENY-NON VEHICLE,102831017,10122010,2656 DONALD LEE HOLLOWELL PKWY NW ,113,Center Hill,J,33.77632,-84.47375
LARCENY-FROM VEHICLE,102840619,10112010,954 CHARLES ALLEN DR NE,503,Midtown,E,33.7807,-84.373
AGG ASSAULT,102841188,10112010,868 RAWLINS ST SE,605,Grant Park,W,33.73082,-84.37496
LARCENY-NON VEHICLE,102841872,10112010,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602
LARCENY-FROM VEHICLE,102831832,10102010,2 ATLANTA AVE,304,Peoplestown,V,33.73048,-84.38769
LARCENY-NON VEHICLE,102831543,10102010,1689 HOWELL MILL RD,204,Berkeley Park,D,33.80047,-84.41593
AUTO THEFT,102830496,10102010,LONGLEAF DR NE / N STRATFORD RD NE,209,North Buckhead,B,33.85609,-84.36785
BURGLARY-RESIDENCE,102820732,10092010,623 PARKWAY DR NE,603,Old Fourth Ward,M,33.77156,-84.37267
LARCENY-FROM VEHICLE,102821389,10092010,2975 HEADLAND DR SW,411,Greenbriar,R,33.69168,-84.4872
BURGLARY-RESIDENCE,102811300,10082010,987 HARWELL ST NW,105,Washington Park,K,33.75576,-84.41987
LARCENY-NON VEHICLE,102812151,10082010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
AUTO THEFT,102810557,10082010,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849
LARCENY-NON VEHICLE,102800653,10072010,3208 MARTIN L KING JR,406,,I,33.75188,-84.49244
LARCENY-FROM VEHICLE,102801341,10072010,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541
LARCENY-FROM VEHICLE,102802399,10072010,1000 MARIETTA ST NW,504,Marietta Street Artery,E,33.77914,-84.41116
LARCENY-FROM VEHICLE,102790863,10062010,1138 PEACHTREE ST. NE.,503,Midtown,E,33.78559,-84.38365
LARCENY-NON VEHICLE,102791584,10062010,94 PRYOR ST SW,511,Downtown,M,33.75199,-84.39024
LARCENY-NON VEHICLE,102792490,10062010,1644 WELLSWOOD DR SE,607,Custer/McDonough/Guice,W,33.70968,-84.35578
LARCENY-NON VEHICLE,102780746,10052010,281 BROMACK DR SE,310,Browns Mill Park,Z,33.68857,-84.38001
BURGLARY-RESIDENCE,102781423,10052010,1127 CATO ST NW,110,Grove Park,J,33.78573,-84.45556
BURGLARY-RESIDENCE,102782189,10052010,1185 COLLIER RD NW,204,,C,33.81136,-84.42537
BURGLARY-RESIDENCE,102771041,10042010,1169 BOULDERCREST DR SE,612,East Atlanta,W,33.72231,-84.33221
LARCENY-NON VEHICLE,102771818,10042010,924 MATHEWS ST SW,401,West End,T,33.73454,-84.41818
BURGLARY-RESIDENCE,102770679,10042010,816 CLIFTON RD SE,612,East Atlanta,W,33.73186,-84.32972
AUTO THEFT,102760765,10032010,716 FORREST TRL NW,205,Channing Valley,C,33.80615,-84.41089
AUTO THEFT,102761470,10032010,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276
LARCENY-FROM VEHICLE,102751702,10022010,2756 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75405,-84.47769
LARCENY-FROM VEHICLE,102750291,10022010,2345 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81906,-84.3513
LARCENY-NON VEHICLE,102750899,10022010,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74486,-84.40586
AGG ASSAULT,102742324,10012010,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
AGG ASSAULT,102740832,10012010,412 HILLSIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74059,-84.31469
LARCENY-NON VEHICLE,102741611,10012010,820 HUMPHRIES ST SW,302,Pittsburgh,V,33.73257,-84.40539
LARCENY-FROM VEHICLE,113040832,10312011,1180 W PEACHTREE ST NW,502,Midtown,E,33.78699,-84.38791
BURGLARY-RESIDENCE,113041339,10312011,294 BROWNLEE RD SW,406,,I,33.74943,-84.49637
LARCENY-NON VEHICLE,113041879,10312011,1041 HANK AARON DR SW,304,Peoplestown,V,33.72613,-84.38815
AUTO THEFT,113030397,10302011,1049 GRANT TER SE,304,Peoplestown,V,33.72558,-84.37996
LARCENY-FROM VEHICLE,113030209,10302011,190 MARIETTA ST NW,507,Downtown,M,33.7579,-84.39351
LARCENY-FROM VEHICLE,113031413,10302011,885 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73818,-84.41696
LARCENY-NON VEHICLE,113021900,10292011,609 VIRGINIA AVE NE,601,Virginia Highland,F,33.78138,-84.36691
AUTO THEFT,113020736,10292011,55 MAPLE ST,102,Vine City,L,33.75569,-84.40528
BURGLARY-RESIDENCE,113012375,10282011,25 BRADLEY ST SE,604,Old Fourth Ward,M,33.75351,-84.36894
LARCENY-NON VEHICLE,113010923,10282011,12 BROAD ST ,511,Downtown,M,33.7532,-84.39201
LARCENY-FROM VEHICLE,113011706,10282011,702 LAKESHORE CIR NE,211,Lindridge/Martin Manor,F,33.81653,-84.36547
LARCENY-FROM VEHICLE,113000092,10272011,1302 W PEACHTREE ST NW,502,Midtown,E,33.79007,-84.3883
BURGLARY-RESIDENCE,113001003,10272011,1440 LAKEWOOD AVE SE;,305,South Atlanta,Y,33.71506,-84.38087
AGG ASSAULT,113001574,10272011,1570 VAN VLECK AVE SE,612,East Atlanta,W,33.73646,-84.33645
LARCENY-FROM VEHICLE,112998017,10262011,6011 N TERMINAL BYWY ,705,,,33.64216,-84.44756
LARCENY-FROM VEHICLE,112992198,10262011,1094 PIEDMONT AVE NE,503,Midtown,E,33.78463,-84.37902
LARCENY-FROM VEHICLE,112990851,10262011,1938 PEACHTREE RD NW,207,,E,33.80768,-84.3943
BURGLARY-NONRES,112980100,10252011,55 MCDONOUGH BLVD SE @APS CARVER HS,305,South Atlanta,Y,33.71987,-84.38667
LARCENY-NON VEHICLE,112981049,10252011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
ROBBERY-PEDESTRIAN,112981620,10252011,184 WEST LAKE AVE NW,105,West Lake,J,33.76048,-84.44312
LARCENY-NON VEHICLE,112970939,10242011,91 PEACHTREE ST NE ;WOODRUFF PARK,510,Downtown,M,33.75595,-84.38854
BURGLARY-NONRES,112971464,10242011,1026 LESTER AVE SE,607,Boulevard Heights,W,33.72646,-84.36038
LARCENY-NON VEHICLE,112970473,10242011,600 BRONNER BROS WAY SW,302,Pittsburgh,V,33.73692,-84.40671
LARCENY-FROM VEHICLE,112972089,10242011,95 MARTIN L KING JR DR SW,511,Downtown,M,33.75161,-84.39112
LARCENY-NON VEHICLE,112960498,10232011,2319 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81801,-84.35136
LARCENY-FROM VEHICLE,112961113,10232011,LUCKIE ST NW / IVAN ALLEN JR BLVD NW,508,Downtown,M,33.76464,-84.39614
BURGLARY-RESIDENCE,112961701,10232011,771 WELCH ST SW,302,Pittsburgh,V,33.73396,-84.4048
AUTO THEFT,112951018,10222011,522 BECKWITH CT SW,101,Atlanta University Center,T,33.75194,-84.40496
LARCENY-NON VEHICLE,112951661,10222011,74 PEACHTREE ST SW,511,Downtown,M,33.75243,-84.39137
LARCENY-FROM VEHICLE,112950850,10222011,3340 PEACHTREE RD NE,208,North Buckhead,B,33.84743,-84.37089
LARCENY-NON VEHICLE,112940704,10212011,364 HILL ST SE;,605,Grant Park,W,33.74475,-84.37895
ROBBERY-RESIDENCE,112941778,10212011,735 LAWTON ST SW,402,West End,T,33.73485,-84.42365
ROBBERY-RESIDENCE,112930681,10202011,152 RHODESIA AVE SE,307,Lakewood Heights,Y,33.70753,-84.38335
ROBBERY-PEDESTRIAN,112931532,10202011,310 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70527,-84.35643
LARCENY-FROM VEHICLE,112931774,10202011,2457 MARTIN L KING JR DR NW,111,Harland Terrace,I,33.7523,-84.46786
BURGLARY-RESIDENCE,112921420,10192011,2245 POLAR ROCK PLACE,310,Polar Rock,Z,33.6931,-84.39383
AGG ASSAULT,112922079,10192011,1000 MAYSON TURNER RD NW,105,Washington Park,K,33.76038,-84.41939
LARCENY-FROM VEHICLE,112920448,10192011,952 PEACHTREE ST NE,503,Midtown,E,33.78053,-84.38422
BURGLARY-RESIDENCE,112910549,10182011,3933 BONNIE LN SE,313,South River Gardens,Z,33.64827,-84.35702
BURGLARY-RESIDENCE,112911342,10182011,1219 OAKLAND DR SW,403,Oakland City,S,33.72171,-84.42766
ROBBERY-PEDESTRIAN,112912086,10182011,595 RALPH D ABERNATHY BLVD SW,303,Pittsburgh,V,33.73796,-84.40707
BURGLARY-RESIDENCE,112902380,10172011,2211 CASCADE RD SW,409,Cascade Avenue/Road,S,33.72254,-84.46079
LARCENY-FROM VEHICLE,112900616,10172011,3669 MARTIN L KING JR DR NW,111,Adamsville,H,33.76252,-84.50842
BURGLARY-RESIDENCE,112901402,10172011,1245 MEMORIAL DR SE,609,Edgewood,O,33.7475,-84.34675
BURGLARY-RESIDENCE,112902180,10172011,3890 BONNIE LN SE;,313,South River Gardens,Z,33.64874,-84.35797
BURGLARY-NONRES,112890968,10162011,2302 MARIETTA BLVD NW,203,Bolton,D,33.81845,-84.45154
LARCENY-FROM VEHICLE,112891599,10162011,85 JOHN WESLEY DOBBS AVE NE,510,Downtown,M,33.75684,-84.38475
BURGLARY-NONRES,112882113,10152011,295 MARGARET STREET SE,305,Lakewood Heights,Y,33.71187,-84.37864
LARCENY-FROM VEHICLE,112880362,10152011,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017
LARCENY-FROM VEHICLE,112881513,10152011,15 WALL ST SE,511,Downtown,M,33.75371,-84.39027
BURGLARY-RESIDENCE,112870916,10142011,3084 IMPERIAL CIR SW,409,Southwest,R,33.69859,-84.49507
LARCENY-NON VEHICLE,112872228,10142011,344 NEW JERSEY AVENUE NW,108,Grove Park,J,33.76458,-84.4562
LARCENY-NON VEHICLE,112860378,10132011,1184 SPRING ST NW,502,Midtown,E,33.78697,-84.38959
LARCENY-NON VEHICLE,112861229,10132011,1350 HOWELL MILL RD NW;,207,Blandtown,D,33.79189,-84.41328
LARCENY-NON VEHICLE,112861942,10132011,115 PEACHTREE ST SW,512,Downtown,M,33.75165,-84.39279
LARCENY-FROM VEHICLE,112852698,10122011,298 OAKLAND AVE,605,Grant Park,W,33.74652,-84.37423
LARCENY-NON VEHICLE,112851287,10122011,3475 ROXBORO RD NE,210,Ridgedale Park,B,33.84949,-84.35494
LARCENY-NON VEHICLE,112851871,10122011,41 IRBY AVE NW,205,South Tuxedo Park,B,33.84152,-84.38026
LARCENY-FROM VEHICLE,112852483,10122011,1425 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79388,-84.42575
AUTO THEFT,112841771,10112011,1055 MAYSON TURNER RD NW,105,Center Hill,J,33.77617,-84.47272
AUTO THEFT,112842508,10112011,595 NORTH AVE NW,103,English Avenue,L,33.77013,-84.40695
AUTO THEFT,112841164,10112011,28 MCDONOUGH BLVD SE,305,South Atlanta,Y,33.72037,-84.38526
LARCENY-FROM VEHICLE,112830756,10102011,2765 MARGARET MITCHELL DR NW,201,Margaret Mitchell,A,33.83127,-84.43779
BURGLARY-RESIDENCE,112831334,10102011,3634 HAMPSHIRE PARK WAY SW,413,Ben Hill Pines,P,33.68242,-84.50762
LARCENY-FROM VEHICLE,112831926,10102011,221 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76045,-84.38556
LARCENY-NON VEHICLE,112821102,10092011,925 GASTON ST SW,402,Oakland City,S,33.72993,-84.43672
BURGLARY-NONRES,112821833,10092011,2399 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82039,-84.36744
AUTO THEFT,112820577,10092011,1365 ALLENE AVE SW,301,Capitol View,X,33.71761,-84.4131
LARCENY-NON VEHICLE,112811729,10082011,3535 PEACHTREE RD NE ;0000 HRS,210,Lenox,B,33.85182,-84.3595
LARCENY-NON VEHICLE,112812478,10082011,1380 ATLANTIC DR NW,501,Atlantic Station,E,33.79282,-84.39779
LARCENY-FROM VEHICLE,112810727,10082011,195 ARIZONA AVE NE,609,Edgewood,O,33.75902,-84.3312
LARCENY-FROM VEHICLE,112800703,10072011,411 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77237,-84.3738
AUTO THEFT,112801502,10072011,841 FREDERICA ST NE,601,Virginia Highland,F,33.77755,-84.35544
BURGLARY-RESIDENCE,112802284,10072011,8114 IVY CHASE WAY NE;,209,North Buckhead,B,33.85615,-84.38151
BURGLARY-RESIDENCE,112791588,10062011,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059
BURGLARY-RESIDENCE,112792462,10062011,1761 LIBERTY PKWY NW,204,Bolton,D,33.81738,-84.44027
AUTO THEFT,112790856,10062011,1834 GORDON MNR NE,608,Lake Claire,N,33.76234,-84.32573
LARCENY-NON VEHICLE,112798053,10062011,6234 SPINE RD ,706,,,33.64072,-84.44435
LARCENY-FROM VEHICLE,112780755,10052011,1350 MAYSON TURNER RD NW,106,Bankhead,K,33.76555,-84.43208
LARCENY-FROM VEHICLE,112782335,10052011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,112771178,10042011,3599 MARTIN L KING JR DR NW,111,Adamsville,H,33.75933,-84.50433
LARCENY-FROM VEHICLE,112771888,10042011,3060 PHARR COURT NORTH NW,206,Peachtree Heights West,B,33.83846,-84.38422
LARCENY-FROM VEHICLE,112770365,10042011,2399 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82039,-84.36744
LARCENY-FROM VEHICLE,112760834,10032011,1223 VIRGINIA AVE NE,601,Virginia Highland,F,33.77942,-84.34707
AUTO THEFT,112761538,10032011,850 YORK AVE SW,401,West End,T,33.73696,-84.41537
BURGLARY-RESIDENCE,112762381,10032011,3613 OAKSHIRE WAY SE,313,South River Gardens,Z,33.65909,-84.35064
BURGLARY-RESIDENCE,112750055,10022011,1392 DESOTO AVE SW,301,Capitol View,X,33.71689,-84.41161
AUTO THEFT,112751124,10022011,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523
LARCENY-NON VEHICLE,112741734,10012011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-FROM VEHICLE,112733102,10012011,1414 SPRING ST NW,502,Midtown,E,33.79353,-84.38924
LARCENY-NON VEHICLE,123030739,10312012,1006 FAYETTEVILLE RD SE,612,East Atlanta,W,33.72622,-84.32137
LARCENY-NON VEHICLE,123051443,10312012,1199 BISHOP ST NW,207,Loring Heights,E,33.79177,-84.40609
ROBBERY-PEDESTRIAN,123052437,10312012,2090 PERKERSON RD,306,Sylvan Hills,X,33.69739,-84.41436
LARCENY-FROM VEHICLE,123042514,10302012,718 TERRY ST SE,304,Summerhill,V,33.73504,-84.38465
AUTO THEFT,123040951,10302012,3144 CASCADE RD SW,409,Cascade Heights,I,33.71949,-84.49157
AUTO THEFT,123041964,10302012,1360 LA FRANCE ST NE,609,Edgewood,O,33.76049,-84.343
LARCENY-FROM VEHICLE,123032680,10292012,2 8TH ST NE,503,Midtown,E,33.77962,-84.38704
LARCENY-NON VEHICLE,123031110,10292012,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
AGG ASSAULT,123032308,10292012,436 PEACHTREE ST NE,509,Downtown,M,33.7664,-84.3859
AUTO THEFT,123021576,10282012,141 HILLIARD ST SE,604,Sweet Auburn,M,33.75078,-84.37698
LARCENY-FROM VEHICLE,123020167,10282012,1043 BLUERIDGE AVENUE,602,Poncey-Highland,N,33.77226,-84.35334
LARCENY-FROM VEHICLE,123021102,10282012,201 NORWOOD AVE NE,610,Kirkwood,O,33.75801,-84.32005
LARCENY-FROM VEHICLE,123011318,10272012,41 PEACHTREE CIR. NE.,502,Ansley Park,E,33.79007,-84.38233
BURGLARY-RESIDENCE,123012402,10272012,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637
ROBBERY-PEDESTRIAN,123000418,10262012,2095 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69753,-84.4084
LARCENY-NON VEHICLE,123001587,10262012,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
AGG ASSAULT,123002463,10262012,1013 ASHBY GROVE CIR,104,Ashview Heights,T,33.75012,-84.42104
BURGLARY-RESIDENCE,122990965,10252012,3127 LENOX RD NE,210,Pine Hills,B,33.84005,-84.35799
LARCENY-FROM VEHICLE,122991608,10252012,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278
BURGLARY-RESIDENCE,122992261,10252012,1928 VELMA ST SE,308,Thomasville Heights,Z,33.70138,-84.35568
AUTO THEFT,122980829,10242012,2025 PEACHTREE RD NE,207,,E,33.80965,-84.39144
LARCENY-NON VEHICLE,122981744,10242012,2517 DONALD LEE HOLLOWELL PKWY,109,Center Hill,J,33.77798,-84.46784
LARCENY-NON VEHICLE,122982638,10242012,626 DEKALB AVE SE,604,Old Fourth Ward,M,33.75283,-84.36687
AUTO THEFT,122970769,10232012,275 BEREAN AVE SE,606,Cabbagetown,N,33.74705,-84.36694
LARCENY-FROM VEHICLE,122971655,10232012,1234 ATLANTIC DR NW,501,Home Park,E,33.78851,-84.39788
LARCENY-FROM VEHICLE,122972449,10232012,1134 W. PEACHTREE ST NW ,503,Midtown,E,33.78572,-84.38782
BURGLARY-RESIDENCE,122961302,10222012,717 LEE ST SW,401,West End,T,33.73516,-84.41421
BURGLARY-RESIDENCE,122962166,10222012,565 PEACHTREE ST NE,509,Downtown,M,33.7701,-84.385
LARCENY-FROM VEHICLE,122950475,10212012,662 W PEACHTREE ST NE ,505,Midtown,E,33.77288,-84.38777
LARCENY-NON VEHICLE,122951363,10212012,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
LARCENY-FROM VEHICLE,122942753,10202012,44 8TH ST NW,505,Midtown,E,33.77947,-84.38863
LARCENY-FROM VEHICLE,122941290,10202012,1150 ASTOR AVE SW,306,Sylvan Hills,X,33.70137,-84.42678
ROBBERY-PEDESTRIAN,122942630,10202012,1835 PLAZA LN SW,410,Campbellton Road,R,33.70258,-84.45267
LARCENY-FROM VEHICLE,122931652,10192012,623 HANSELL ST SE,605,Grant Park,W,33.73991,-84.36715
BURGLARY-RESIDENCE,122932805,10192012,1179 OAKLAND LN SW,403,Oakland City,S,33.71965,-84.42697
BURGLARY-RESIDENCE,122921566,10182012,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164
LARCENY-NON VEHICLE,122922671,10182012,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482
LARCENY-NON VEHICLE,122791440,10182012,345 JAMES P BRAWLEY DR NW,103,English Avenue,L,33.76397,-84.41249
AUTO THEFT,122910795,10172012,100 PEYTON RD SW,405,Florida Heights,I,33.74896,-84.46946
LARCENY-NON VEHICLE,122911700,10172012,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023
LARCENY-FROM VEHICLE,122902274,10162012,12 SPRING GREEN PL NW,204,Westover Plantation,C,33.82257,-84.43757
LARCENY-NON VEHICLE,122900777,10162012,1350 HOWELL MILL RD NW,207,Blandtown,D,33.79189,-84.41328
BURGLARY-RESIDENCE,122901393,10162012,3218 EMPIRE BLVD SW,312,Glenrose Heights,Z,33.66746,-84.3926
LARCENY-NON VEHICLE,122891623,10152012,3401 NORTHSIDE PKWY NW,202,West Paces Ferry/Northside,A,33.84738,-84.42786
ROBBERY-PEDESTRIAN,122890939,10152012,2060 FOWLER ST NE,610,Kirkwood,O,33.75926,-84.32028
LARCENY-FROM VEHICLE,122892043,10152012,108 SPRING ST NW,508,Downtown,M,33.75805,-84.39153
